,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.106261430536495,0,0.129215506675177,0.0591789698987682,0,0,0,0,0.189988155760887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044658579608368,0,0,0,0,0.164217270953707,0,0.00406430195274947,0,0.00829672789380532,0,0,0,0,0,0,0.0659461690436174,0.0526033358400947,0,0,0
X002142.CH.EQUITY,0.388545007715358,0,0,0.0733520179666927,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,-0.0304237147211169,0,0,0,0,0,0,0.279892118436103,0.0162942851115554,0,0,0,0,0,0,0.0387732851249274,0,0.0942027200933237,0,0,0,0,0,0,0,0,0.157567169752746,0,0,0,0,0,0.00912983030594096,0
X600000.CH.EQUITY,0.062768199785029,0,0,0,0.0654387334704296,0.203362462355831,0.0291268513730006,0,-5.55111512312578e-17,0,0.160244461313261,0,0,0,0,0,0,0,0,0,0.15032559145602,0,0,0,0,0,0,0,0,0,0,0.131262854429823,0,0,0.0636175561512984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.321167425869205,0,6.93889390390723e-18,0,0,0,0,0.374736452292344,0,0,0,0,0.0288209458982182,0.101535867503864,0,0,0,0,0,0,0.0829988680465666,0,0,0,0,0,0.0431104890410639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0891724117043132,0,0,0.309304686356552,0,0.0437496792749788,0.00742511887780264,0.270932265064049,0,0,0,0.0456501688458877,0.0256007530642668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231934073001757,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.381785236780806,0,0.244327076159676,0,0,0,0.0153706283726368,0,0,0,0,0,0.110866609180242,0,0,0,0,-0.0138464734656857,0,0,0,-0.037908967096949,0,0,0,4.33680868994202e-19,0,0,0.0714832879157548,0.132002031252424,0,0,0,0,0,0.0480692798217244,-0.0578253343117579,0,0,0,0,0.0936587626917476,-0.0206238399823314,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0755713581471944,0,0,0.282062344746961,0.141237522499493,0,0,0,0,0,0,0,0.145543261541344,0,0,0,0,0,0,0,-0.0154826551364081,0,0,0,0,0,0,6.93889390390723e-18,0.0707261617829166,0,0,0,0.120261530404836,0.012434728780022,0,0,0,0,-0.00469789403760327,0,0,0,0.0163589782162628,0,0,0,0,0,-0.00759901138676253
X601169.CH.EQUITY,0,0,0,0,0,0.153110473951947,0,0,0,0,0,0,0,0,0.272870503346786,0,0,0,0,0,0.327863388669123,0,0.00977070764374768,0,0,0,0,0,0.0534033811332086,0,0,0.013916150905626,0,0.0296570420803153,0,0,0,0,0,0,0,0,0,0,0,0.0118920183885471,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.268632084285358,0,0,0,0,0,0,0,0.0550135606277979,0.167839461174004,0,0,0,0,0,0,0,0,0,0,0,0.385910144306846,-0.0652863200184814,0,0,0,0,0,0,0,0,0,0,0,0.153714114570113,0,0,0,0,0,0,0.0165267994530103,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.09403371557704,0.461840544315848,0,0,0.0303856247967957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454769472370274,0,0,0.183489052173613,0,0,0,0,0,0,0.130988351586335,0,0.0349510749973313,0,0,0,0.00861939451937241,0,0,0,0
X601328.CH.EQUITY,0.0282868202277211,0,0.113628349005951,0,0,0.036517787787175,0,0.21132654455731,0.155175197866389,0,0,0,0.0620753640081353,0,0,0.187039899085751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849163372013157,0,0,0,0,0.0101704110449092,0,0,0.0868523107103693,0,0,0,0,0,0,-0.00530986984883322,0,0.0227389147381581,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0503512692780264,0,0,0,0.0754576639209736,0,0,0,0.521221066737191,0.0922282439750562,0,0.0257290525486331,0,0.0311446516289939,0,0,0,0,0,0,0,0,0,0.0628974398463374,0,0,0,0.0402530611189085,0,0,0,0,0,0.007263915269059,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.0465170365606785,0,0,0.0671686651632561,0,0,0,0,0.200896837017061,0,0,0.124636956970517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137864576567896,0,0,0,0,0.102259875716175,0,0,0.0479629781576752,0.083800299307343,0,0.0866877664275709,0,0,0,0,0,0.191714099917461,0,0,0,0.0282224023376316
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0547961988424744,0,0.0357359288113114,0.141372993199325,0.493262597985987,0.159077194413097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0505751058850578,0,0,0,0,0,0.0131384183269279,0.0113434874988535,0,0
X601988.CH.EQUITY,0,0,0,0.207622958674714,0.315295139993997,0,0,-1.73472347597681e-18,0.111546508054552,0.215804739132264,0,0,0,0,0,0,0,0,0,0,0,0,0.0763864355371453,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145397125363569,0
X601998.CH.EQUITY,0,0,0,0.23786608984917,0.0583362521125566,0,0,0.0395950357349658,0,0,0.276214475241142,0,0,0.191553615639686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254024504074736,0,0,0,0,0,0,0,-0.0231058995829472,0,0,0,0,0
X11.HK.EQUITY,0,-0.0346350958831047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185614559591762,0,0,0,0,0,0,0.130604091036557,0,0,0,0,0.304982811090135,0,0,0,0.22520038488693,0,0,0,0.0615373606372392,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0398067634803302,0,0,0,0,0,0.0481329350582039,0,0.134691030867034,0,0.139829230588711,0,0,0,0,0,0,0,0.0804358451647199,0,0,0,-0.0694840109947306,0,0.0270044546571757,0.0195235279628786,0,0,0,0,0,0,0,0.0200253024116077,0,0,0,0.123758609960013,0,0
X5.HK.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.636107513386437,0,0,0.508017074275114,0,0,0,0,-0.0981491082669555,0,0,-0.0837821388407806,0,0,-0.50943270724389,0,0,0,-0.110220815572073,0,0,0,0,0,0.0790581236901873,0,0,0.281094723754105,0,-0.0868243664101748,0,0,0,0.229520900300557,-0.00321637145737787,0.116559047011236
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142730023637797,0,0,0,0.209896966432609,0,0.297785933516842,0,0.0396736443856267,0,0.196506625910969,0.178786084671433,-0.0385986300198564,0,0,0,0.0880056052204924,0,0,0,0,0,0,0,0.0421116759396923,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0.101564148760821,0.00202245760929753,0,0,0,0,0,0,0,0,0,0,0,0,0.0368273624860102,0,0,0,0,0,0.706670390734077,0,0,0,0,0,0,0,0,0,0,0,0.120357094621919,0,0,0,0,0,0,0.0939511755494783,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0233994598996276,0,0,0,0,0,0,0,0.0631924297648316,0,0,0,0,0.150276369103704,0.454236261133417,0,0,0.222981484758191,0,0,-0.0958964746156071,0.173707049892984,0,0,0,-0.0379377155139309,-0.0152021865969398,0,0,0,0,-0.071640616012412,0,0,-0.0514870342406019,0.0947277735849326,0,0,0,0,0
X600030.CH.EQUITY,0,-0.038971152785897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941994333665975,0,0.061583538479904,0,0,0,0,0,0.715728690845591,0,0,0.0453052729796553,0,0,0,0,0,0.0871195144218176,0,0,0,0,0,0,0.0292514948942186,0,0,0,0,0.0209627470395755,0
X600837.CH.EQUITY,0,0.0159452772961434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2067621077515,0,0.0719630649504658,0.248187317527035,0,0.0806655511306779,0,0.136611227784046,0,0,0,0.00176344821950105,0,0.117249460052086,0,0,0,0.0587754974827886,0,0,-0.0620232444518885,0,0,0,3.46944695195361e-18,0.0403642302534512,-0.123112629673446,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112881610868364,0,0,0.198616750684359,6.93889390390723e-18,0.0119311100695679,0.480359012932637,0,0,-0.00219306064023782,0.330379459196993,0,0,0,-0.023265366218863,-8.67361737988404e-19,0.0207471607697395,0,0,0,0,0,0,-0.033883616842137,-0.0420245933110148,0,0.0120541461305813,-4.33680868994202e-19,0,0,0,-0.00744073551911364,0,0
X601066.CH.EQUITY,0,0,0.0446913088469178,0,0,0,0,0.0231044429929089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284650708399991,0,0,0,0,0,0,0,0,0.692980910639786,0,0,0,0,-0.055039815206935,0,0,-0.0810345435985221,-0.148100974483975,0,0,0.0203014269384779,0.0411527509432611,0,0,0,0,0,0.161007893040189
X601211.CH.EQUITY,0,0.0984023807005469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107023121379952,0.0223259164793471,0.108231909944224,0.0607623056858347,0.150733964963822,0.411677206274124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261555910093584,0.112404744756087,0,0,0.0237377835529899,0,0,0,0.0507222622420304,0.00652645898083466
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.103284148838817,0,0,0.0841862198462619,0,0,0,-1.73472347597681e-18,0.134432735150979,0,0,0.293594002354285,0,0.257157015431894,0,0,0,0.0179659162159984,0,0,0,0,0,0,0,0,0.0297879745507219,0,0,0,0.0348031545942922,0,0,0,0.0243332075866725,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.240454192340621,0,0,0,0,0,0,0,0,0,0,0.0468497972312584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562344772086192,0.243768370106948,0,0,0,0,0,0.130827190857297,0,0,0,0,0,0,0,0.230044895830621,0.057532686550232,0
X601318.CH.EQUITY,0.215911158296744,0.0180113152566445,0,0,0,0,0,0,0.179781236744403,0,0.169929846656991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190212797074588,0,0,0.000758270848836711,0,0,0.0942791525485079,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0754177858726671,0,0,0,0,0.00918425417374623,0,0,0,0,0.0366604502351567,0,0,0.669082901180208,0.224885183535967,0,0,0,0,0,0,0,-0.313242648715064,0,0,0,0,0,-0.148871908950619,0.0867872313519716,0.089392320808221,0,0.269711388038891,0,0,0,0.0175996023327429,0
X601336.CH.EQUITY,0.200776678588561,0,0,0,0,0.0401692974418716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134021044781257,0,0,0,0,0,0,0,0.0843853694218911,0.0531461532241357,0,0,0.342933959697938,0.147431456458568,-0.0367755408827307,0,0,0.137728050374163,0,-0.0821060604617677,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.177863744574579,0,0,0,0,0,0,0,0,0,0,0,0,0.278347228431158,0,0,0,0.105820681779899,0.1822528283055,-0.0257386726978398,0.138440218414753,0,0,0,0.00653832943570792,0,0,0,0,0,0,0,0.0110960012207225,0,0,0,0,-0.0132056422910303,0
