,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193143691495934,0,0.164868800121363,0,0,0.110455768203979,0,0.246173960644336,0,0,0,0,0,0.189957971246164,0,0,0,0,0,0,0,0,0,0,0,0,0.0424144783873757,0,0.137886863927273,0,0,0,0,0,0,0.0288822420826444,0,0,0,0,0,0,0,0,0,0,0.049120601222146,0,0.00615091239561213,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0
X601939.CH.EQUITY,0.269215558650539,0,0,0,0,0,0,0,0,0,0,0,0,0.413712898078647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191908501130713,0,0,0.108130663440851,0,0,0.00678605574790305,0,0,0,0,0.0038604059127467,0,0,0,0,0
X601288.CH.EQUITY,0.352847638149129,0,0,0,0,0.499088350776373,0.006014639330014,0,0,0,0,0.0101482438251759,0,0,0.038797674945737,0,0,0,0,0,0,-0.0328337378908266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194944941375032,0,0,0,0,0.0900980101334654,0,0,0.00900638674974227,0,0
X5.HK.EQUITY,0,0,-0.0727698300114233,0,0,0,0,0.170797847598528,0,0,0,0,0.168004235098261,0,0,0,0,0,0,0,0,0,0.569799490586066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127936342088487,0,0,0,0,0,0,0,0,0,0,0,-0.188568553996846,6.93889390390723e-18,-0.0911016249103063
X601988.CH.EQUITY,0,0.0659372821853426,0,0,0,0,0,0,0.0804606695042583,0,0,0,0,0.0117484088129275,0,0,0,0.219525023949824,0.127638050850504,0,0,0,0,0.298498737437065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138605195945151,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138195518534346,0,0,0,0,0,0,0,0.375930067337346,0,0,0,0.178680817197577,0.225342810486025,0,0,0,0,0,0.0107649823023582,0,0,0.278206981993915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497763860695674,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217495202364853,-0.181204988998756,0,0,0,0,0,0,0,0,-0.382947327436701,0.732870707622643,0,0,0,0,-0.395719535308518,0.434608457942708,0,0,0,-0.268328912108225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719096515413251,0,0,0,0,0,0,0,0,0,0.138344499045183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063145564656633,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.324430127878455,0,0,0,0,0,0,0,0,0,0,0,0.0275888052325785,0,0,0,0,0,0.00307986131990909,0.111191246734689,0,0,0,0.442099246510048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114259944293865,0,-0.100760176602333,0.0336632397443985,0,0.0412656219986325,0.0465101798421564,0.130807034203378
X000002.CH.EQUITY,0,0,0,0.139581513024846,0,0,0.0369887627357565,0,0,0.0452815632230211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394535784283773,0,0.0156836825491857,0,0.560376008118105,0,0,0,0,0,0,0,0.081070203826786,0,0,0,-0.0954103628192091,0,0,0,0,0,0,0,0,-0.029862984798738
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.347105535319379,0.00797292028978937,0,0,0,3.46944695195361e-18,0.171272678638359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300970874240933,0,0,0,0,0.0967342105690243,0.0755104681120357,0,0.178991579570334,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0416810512748829,0,0,0,0.092154332071117,0.028141523964337,0,0,0,0,0,0,0.122364873525172,0,-8.67361737988404e-19,0,0,0,0.0557612296034641,0.355898399074458,0,0,0,0.0209970325473515,0,0,0,0,0,0,0,0,0,0,0,0,0.0950515788106399,0,0,0,0,0,0,0.0462097975673858,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.086777884274621,0,0,0,0,0,-0.121325254586162,0,0,0,0,0,0,0,0,0.090629285024409,0,0,0,0.129173851296316,0,0,0,0,0,0,0,0.00791105546165342,0.00596374667235616,0,0.274713724465714,0,0,0,0.036495299800933,0,0,0,0,0,0.176040999391293,0,0,0,0,0.16507203046023,0,0,0
X000001.CH.EQUITY,0,0.0327433053853595,0.00901398007125746,0,0,0.0214230092585226,0.0643286508197229,0,0,0,0,0.244720825845303,0,0,0.0979426437135654,0,0,0,0,0,0.102437134263795,0,0,0,0.194708071998387,0,0,0,0,0,0,0,0,0,0,0.190122664779476,0,0,0,0,0,0,0.0175767300831027,0,1.38777878078145e-17,0,0,1.73472347597681e-18,0.0820897370699899,0,0,0
