,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,-2.77555756156289e-17,0,0,0,-0.137604437662253,0,0,0,0,0,0,0,0,0,0,-0.0977174203169789,0.434740210355732,0,0.688281636135824,0,0.0393172374605837,0,-0.127706119231193,0,0,-0.0822692992516227,0,0.103748173176184,0,0,0,0,-0.135510575041939,0,-0.339564765422403,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.101338963689931,0,0,0,0,0,0,0,0,0,0,0.066006132498667,0,0,0.355209183299026,0,0,0,0,0,0,0,0,0,0.102636254404428,0,0,0,0,0,0,0.198831559245865,0,0,0,0,0,0,0,0,0,0.0248086187873285,0,0,0,0.127133229364335,0
X601939.CH.EQUITY,0,0,0,0.803161997337291,0.00227347585936909,0.00150947762850976,0.0154958409530848,0,0,0,0,0,0.0107537506298804,0,0,0,0,0,0.0520825369005342,0,0,0,0,0,0,0,0,0,0,0,0,0.0897115104474974,0.041854098933439,0,0,0,0,0,0,0,0,0,0,0,0.0320701251791596,0,0,0.0379134461077983,0,0,0.0144999183719523,0
X601288.CH.EQUITY,0,0,0.877944804770092,0,0,0,-0.0948291668041422,0,0,0,0,0,0,0.0113763241623301,0.038027383606924,0,0,0.154833931104733,0,0,0,0,0,0,0,-0.0610894367465949,0.0154836018001177,0,0,0,0.00569478438154475,0.0106086292039619,0,0,0,0,0,-0.151909613383901,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.116702988655262,0,0,0,0,0,1.16078630460255,0,0,0,0,0,0,-0.125293044611886,-0.0110517769894231,0,0,0.082082673223571,0,0,0.0613689067906646,0,0,0,0,0,-0.21865654449639,0,0,-0.252678595920035,0,0,0,0,0,0.0416507696051413,0,0.0878640768611239,0,0,0,0,0,0,0.190012896164615,0
X600036.CH.EQUITY,0,0,0.377509200421671,0,0,0,0,0,0.00173229977386684,-4.33680868994202e-19,0,0,0,0,0,0.14145686386915,0,0,0,0.0068831873302298,0,0,0,0,0,0,0.194232819515959,0,0.0164337255948236,0,0,0,0.188126925025752,0,0,0,0,0,0,0,0,0,0,0.0311821527892882,0,0,0,0,0,0,0,0.0135567895053342
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0630191804520669,0,0,0.768062145733425,0,0,0,-0.00205670017792463,0.0768615560677804,0,0,0,0,0,0.121209347224049,0,0,0,0,0,0,0,-0.0795618245935038,0,0.0652105457950111,0,0,0,0.00224705058018818,-0.0266154407565269,0,-0.01668752340912,0,0,0,0,0.091941256145818,0.0272093526845629,0,0.0196334229895663,0,0,0.16508162936258,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0811221015043052,-0.0466530790923484,0.131294023610614,0,0,0,0,0,0,0,0,0.140152769941081,0,0,-0.209032746898416,0,0,0,0,0.137218184123866,0,0.336754849606655,0,0,0,0,0,0,0,0,0,0,0,0.0744586870889119,0,0,0.447393990451498,0,0,0,0.109040816600767,0.137509416249109,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.219878897014665,0,0,0,0,0,0,0,0.324389284177871,0,0,0,0,0,0,0.061053837164881,0,0,0.332225654820804,0.0523752206875461,0.15931131693738,0,0.140393207983321,0,0,0,0,0,0,0,0,0,0,0,0,0.0625334259661837,0,0,-0.0392345770201944,0,0,0,0,0,-0.182591149583909,0.0937453409985406
X388.HK.EQUITY,0,0,0,0,0,0,0.225193654044564,0,0,0,0,0,0,0,0,0,0,0,-0.216144629410983,0,0,0,0,0,0,0.339450430290279,0,0.059896926151137,0,0.154324032780549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167795761548885,0.0304965007983188,0,0.056315897110712,0,-0.261669115377608,0,0
