,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117231857486612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727822047047212,0,0.425825150126774,0.370063782106055,0.0625189102339832,-0.248585513926907,0,0,0.165466128224758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533110099766428,0,0,0,0,0,0,0,-0.0207170347999092
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232612664451,0,0,0,0,0,0.0163965104130582,0,0,-0.0558572043365512,0,0,0,0.0383678228554627,0.129404388505006,0,0,0,0.00265836930817163,0,0,0,0,0.0312076597222355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716336370222994,0,0,0.00658269007477051,0,0
X601288.CH.EQUITY,0,0,0.899737471270228,0,-0.110160056518641,0,0,0,0,0,0,0,0,0,0,0.0155102652261002,0,0,0.198687780825842,0,0.0684700618509105,0,0,0,-0.0590641729164376,0,0.0159600735831723,0,0,0,0,0,0,0,0,0,0,0,0,-0.018448126271215,-0.0820043766729153,0,0,0,0,0,0,0,0,0,0,-0.0295785609853294
X601628.CH.EQUITY,0.0156140969145118,0,0,3.46944695195361e-18,0,0,0,0,0,0.2954830451019,0,0.235114835765874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850794022712378,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.521666186437505,0,0,0,0,0,0,0,0,0.205770659364855,0,0,0,0.127177774440592,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0.00284256044153529,-0.136617674062706,0.0795875633411493,0,0.0507762073731378,0,0,0,-0.0218461825565308,0,0,0,-0.00094042415466999,0,0,0,0,-0.0422697042931817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108785055838413,0,0,0,0,0,0,0,0,1.05214505766454,0,0
X1299.HK.EQUITY,0,0,0,0,0.0758313267487905,0,0,0,0.10617806194315,0.00778966265291959,0,0,0,0,0,0,0,0,-0.00418817435378461,0,0,0,0,0,0.108199394412385,0,0,0.0036663953766344,0,0,0.24275355102345,0.293863889951554,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.111919027910542,0,0.19297168077782,0,0.104936700757069,0,0.137560308452983,-0.0214286956880813
X5.HK.EQUITY,0,0,0,0,-0.00867123845857332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311330478566503,0,0,0,0,0,0,0,0.180752639519983,0.523937083550835,0,0,0,0,0,0,0,0,0,0,0.0495082130599988,0,-0.100893667599976,0,0,0.050222550609837,0.133741740260644,0,-0.133819943341671,0,0.0436724812119646,0,0,0
X388.HK.EQUITY,1.73472347597681e-18,0,0,0,0.329016779676463,0,0,0,0.0871420237585211,0,0,0,0,0,0,0,0,-0.243028518640041,0,0,0,0,0,0,0.476875357107346,0.220521356844296,0,0,0,0,0.016221213056259,0,0,0,0,0,0,0,0,0,0,-0.160994748531595,0,0,6.93889390390723e-18,0.113656962140597,0,0,-0.0754247141342996,0,0.074465686253736,0
