,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.134569336387805,0,0,0,0,0,0,-0.00467696154884364,0,0,0,0,0,0,0,0,0,0,-0.0303124358877826,0.0176137404015966,0,0.365086482440957,-0.176012490524914,0.452123795486693,0,0,0.249504546303626,-0.101698020535379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230599041380496,0
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096,0
X601939.CH.EQUITY,0,0.0477459609492628,0,0.795752572502176,0,0,0,0,0,0.0469470829565734,0.0303020681713535,0,-0.0276110835070047,0.0207877546825644,0,0,0,0.0833905525205217,0,0,0,0,0.00108270806041525,0,0,0,0.0218896700728665,0,0,0,0.0221522287437473,0,0,0,0,0,0,0.0799682972639043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.938077918343372,0,-0.0936239421751689,0,0,0,0,0,0,0,0,0,0.0324985020145021,0,0,0,0.0265536468372154,0,0,-0.0157411258573043,0,0,0,0,0.0791581708486309,0,0,0,0,0,0,0,0,0.0756210872222865,0,0,0,-0.044788686724751,0,-0.0792813008564876,0,0,0,0,0,0,0,0,0,-0.0158664366640995
X601628.CH.EQUITY,0.0121755323367387,0,0,-3.46944695195361e-18,0,0,0,0,0,0.252642578792564,0,0.169289263771502,0,0,0,0,0,0,0,0.0619633981140368,0,0,0,0,-2.77555756156289e-17,0,-0.0666920952761814,0,0,0,0,0,0,0,0,0,0,0.506936950551918,0,0,0,0,0,0,0,0.0109444315621168,0,0.293397133758546,0,0,0.0517115631915824,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0686188976995765,-0.0230891612928395,0,0,0,-0.0291649543784931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547538258015902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102303731360248,0,0,0,0.00135769737065684,-0.117022934238059,0,0,0.996640988685157,0.0209401017526455,0
X1299.HK.EQUITY,0,0,0,0,0.103877003589146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297224054116681,0,0,0,0,0,0,0,0,0,0,0.128775277516098,0.306677273888868,0,0,0,0,0,0,0,0,0.0343953178330467,0.0572443201336615,0,0,0,0.0510573906019069,-2.16840434497101e-19,0,0.105851665859745,-0.0307603472935938
X5.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176449281745109,0,0,0,0,0,0,0,0.196271756741079,0.52041049104303,0,0,0,0,0,0,0,0,0,-0.146526935390005,0.0813395225818735,0,0,0,0,0,0.12447616104845,0,0,-0.155255546247593,0.0327668618281457,0,0,8.67361737988404e-19
X388.HK.EQUITY,0,0,0,0,0.145975545619581,0,0,0.222161699895667,0.0638771440959255,0,0,0,0,0,0,0,0,0,0,0,0.0320446811479472,0.263854620276791,0,0,0.185614514140722,0,-0.124325385658698,0,0,0,0,0,0,0.104327778413638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218323561810164,0,0.263218507123893,0
