,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.112971149502377,0,0,0,0,0,0,0,0.141831822830266,-0.0321881193779761,0,0,0,0,0,0,0,0,0,-0.258173830442232,0,0,0,0,0,0,0,-0.161341905772205,0,0,0,-0.28105883802247,0,0,0,0,0.756005240913731,-0.0220930198019459,0.396177379492546,0,0,0,0,0,0,-0.0160087616488694,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00772012237766198,0,0.0829533183612983,0.0237110834496117,0,0.0259139723169433,0,0.0586600866973915,0,0,0,0,0,0,0,0,0,0,0.231784088440671,0,0,0,0,0,0,0,0,0,0,0,0,0.287330599250497,0,0,0,0,0.222540285321146,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410332019799115,-0.0839832647684066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295239110002065,0,0,0,0,0,0,0,0,0,0,0,0,0.0861411987540175,0,0,0,-0.236923655265421,-0.139014246292354,0,0,0.526609238457821,0,0,0,-0.0261271543330887,0.128557949342616,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.023493178688506,0,-0.12615872461672,0.145225506632214,0,0.562789827195632,0,0,0,0,0.0731490351718077,-0.168427457411244,0,0,0,-0.0635687354584891,0,0,0,0,0,-0.00412409423736264,0,0,-0.782394483749869,0,0,0,0,0,0,0,0,0,0,0,0.362221595170373,0,0,0,0.175629725299966,0,0,0,0
X5.HK.EQUITY,-0.152862597785602,-0.161519980424279,0,0,0,0,0,0,0,0,0,0,0,0,0.347347814356871,0,0,0,0,0.282342295338475,0.0595316278925702,0,0.390006128011506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114574985497802,0,0.198895070819272,0,0,-0.0180159121627931,0,0,0,0
X601988.CH.EQUITY,0.0938444052540511,0,0.00802110905693373,0.349754262377343,0.0788279589867483,0,0,0,0,0,0.18938077444067,0,0,0,0,0,0.1360486911476,0.12937823371648,0,0,0,0.0250544429484328,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.105863472357947,0,0,0,0.160500936325973,0,0,0,0,0.156477649558265,0.136825824255548,0,0,0,0,0
X600036.CH.EQUITY,0,0.115211379624631,0,0,0,0,0,0,-0.24343683791882,0.527196743090679,0,0,0.274691429226975,0,0,0,0,0,0,0,0.084213592465699,0,0,0,0,0.0813557289142807,0,0.0532107040282134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158449959498139,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.111138873448918,0.00374740361883237,0,0.0502003148663126,0,0,0,0.1246379973844,0,-0.0367670622361044,0,0,0.0714349418869927,0,0.236276512225094,0,0,0,0,0,0,0,0,0,0.031869703117022,-0.00943125701732293,0,0,0,0,0,0.278685350895035,0,0,0,0,0,0,-0.0832931302980238,0,0,0,0,0,0.0373127434271164,0,0,0,0
X601628.CH.EQUITY,0,0.0120873184356344,0.0128731281644222,0.0466389100599536,0,0,0,0,0,0,0,0,0,0.333072026145829,0,0,0,0,0,0,0,0,0,0.085923567826334,0,0,0,0,0,0,0,-0.0457648138212315,0,0,0,0,0.0452942225070442,0.267234919231583,0,0,0,0,0,0,0,0,0.119437917134418,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.627435998024305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288721908775426,0,0,0,0,0.0466242746078455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0556463989997066,0,0,0,0,0.0299029363711454,0,-0.0468231349411864,0,0,0
