,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.370529884769595,0.0672104426892254,0,0.0636641168169921,0,0,0,0,0,0.281188982438418,0,0,0,0,0,0,0,0,0.0275303596327016,0,0,-0.00530226232543672,-0.0226607152339386,0,0.0164973522015042,0,0,0,0,0,0,0,0,0,0,0.0142615857800427,0,0,0,0,0,0,0.0216236517002693,0,0,0,0,0,0,0.160636334392498
X601939.CH.EQUITY,0.415464776672017,0,0,0.124772408294554,0,0,0,0,0,0,0,0,0,0.0435983794622912,-0.160320880802332,0,0,0,0,0,0,0,0,0,0,0.312974381519045,0,0,0,0,-0.0154169798774668,0,0,0,0,0,0,-0.0184508863373021,0,0,0,0,0,0,0,0,0,0.18084993083328,0,0.0696562442216301,-0.0693662184335414
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297101618489107,0.0953117784350439,0,0,0.174375464572584,0,0,0,0,0,0,0,0,0.189407835360756,0,0,0,0,0,0,0.0453330240780753,0,0,0,0,0,0,0,0,0,0,0,0,0.121973352687655,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,3.46944695195361e-18,0
X601988.CH.EQUITY,0,0,0.0321561863642456,0.424525977353051,0,0,0,0,0,0.335264744127503,0,0,0,0,0.0194772687258537,0.318305324072224,0,0.0407246471688139,0,0,0,0,0,0,0,0,0.0772942228702479,0,0,0,0,0,0,0,0,0,0,-0.622720097064572,0,0,0,0,0,0,0,0,0,0,0.0898410288411257,0,0
X600036.CH.EQUITY,0,0.0319348328863113,0,0,0,0,0,0,0.0103219004154101,0,0,-0.0293299872514324,0.203892481937497,0,-0.00934774321585967,0,0,0.102374640172936,0,0.212075589365573,0,0,0,0.0744667067512606,0,0,0,0,0,0,0,0.335231317965386,0,0,0,0,0,0,0,0,0,0.0267198537527646,0,0.147309076383995,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.148897838907288,0,0,0,0,0.148188691577962,0,0,0.275358695774019,0,0,0,0,0,0,0,0,0.101332829675748,0,0,0,0,0,0,0,0,0,0.0442365750899737,0,0.264323783309647,0,0,-0.00294492324334543,0,0,0,0.0316749324097423,0,0,0.12128261447218
X601658.CH.Equity,0,0,0,0,0.13605197271403,0,0,0,0,0,0,0,0,0,0,0,0,0.268248470930377,0,0,0,0.028021467713344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323449005506401,0,0.164185765999238,0,0,0,0,0,0,0,0,0,0,0,0,0
