,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.136106606913122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281300480999302,0.0167155440047802,0,0.364655714897524,-0.181168107495308,0.44318101605513,0,0,0.249988562481878,-0.101515270136378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198267096129342,-0.0226153113118192
X601318.CH.EQUITY,0,0,0,0,0,0.308148402317449,0,0,0,-0.0737348737265386,0,0,0,0.0534779183294592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533639264652728,0.105520143008069,0,0,0,0,0.25610710662398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591151633192096
X601939.CH.EQUITY,0,0.0477475774684401,0,0.795751816270771,0,0,0,0,0,0.0469487874122261,0.0303017293561427,0,-0.027609896565421,0.020789023704147,0,0,0,0.0833881707448945,0,0,0,0,0.00108234116787891,0,0,0,0.0218900242208365,0,0,0,0.0221538566627375,0,0,0,0,0,0,0.0799659437487885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.887941764782744,0,-0.0875685185102904,0,0,0,0,0,0,0,0,0,0.0538881034544824,0.0115943712521229,0,0,0.134018927651407,0,0,-0.0428348897720643,0,0,0,0,0.0548713164815511,0,0,0,0,0,0,0,0,0.0232621365575001,0,0,0,-0.0562643215214512,0,-0.108715630218197,0,0,0,0,0,0.00886228282026531,0,0,0,0
X601628.CH.EQUITY,0.00494816878861805,0,0,-3.46944695195361e-18,0,0,0,0,0,0.295890969607999,0,0.127948254149438,0,0,0,0,0,0,0,0.42792526557537,0,0,0,0,-2.77555756156289e-17,0,-0.0388194852431869,0,0,0,0,0,0,0,0,0,0,0.0828154226273091,0,0,0,0,0,0,0,0.0399427548624002,0,0.244263631131434,0,0,0.0128576201066741,0.0224572868007828
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.06861005086291,-0.023079611777908,0,0,0,-0.0291579179821683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547531064757726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102381585363624,0,0,1.73472347597681e-18,0.00136200571108375,-0.117015060469623,0,0,0.996640334327508,0,0.0209398254353413
X1299.HK.EQUITY,0,0,0,0,0.119255859531685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294748089074269,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.104524353294485,0.324784671265881,0,0,0,0,0,0,0,0,0.0282427554642435,0.0561400555621331,0,0,0,0.0530313710896926,-2.16840434497101e-19,0,0,0.12640094916591
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0098298672153376,0,0,0,0,-0.00631220096822832,-0.177334889566157,0,0,0,0,0,0,0,0.132941241709676,0.533315806213795,0,0,0,0,0,0,0,0,0,-0.160479368696401,0.118836632945494,0,0,-0.0674003422888456,0,0.0269378327087204,0.170115505339095,0,0,-0.170084161213541,0.037429455937035,0,0,0
X388.HK.EQUITY,0,0,0,0,0.163601290250702,0,0,0.171605209981018,0,0,0,0,0.0570016462231544,0,0,0,-0.0289911460442325,0,0,0,0,0.266213164924717,0,0,0.135978957677112,0,0,-0.00643060744295466,0,0,0,0,0,0.0997169662544979,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.235905106657317,0,0,0.268216838178973
X601658.CH.Equity,0,0.152407427752337,0.0803302937725302,0.176210562527364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617886935682555,-0.0132273746385291,0,0,0,0,0,0,0,0.160788398898656,0,0,0,0,0,0,0,0,-0.1415695263804,0,0,0,0.715968196144502,-0.0575312923556502,0,-0.22696847317718,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0317350734585968,0,0,-0.0216965542880907,-0.0711383981589907,0.0907753576424713,0.0450438576260203,0,0.337698768738962,0,0.0453328255498364,0,0,0.0327765187752477,0,0,-0.0170614101677609,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0558309888607502,0,0,0,0,0,0,0.224885069114006,0.111812704257154,0,0,0.0910336358052827,0,0,0,0.160068619891976,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0242698330272251,0,0,0.039480143329747,0,0,0,0.699323250935538,0,0,0.0165537344231351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0974900260215608,0,0.171926920060898,0,0,0,0.0001807022816599,0,0,0,0,0,0,-0.0155491604197061,0
X601166.CH.EQUITY,0,0,0,0,0,0.11218115730043,0.361408809823819,0.00137628700308079,0,0,0.0475706842529585,0,0,0,0,0,0.0453189415297924,0,0,0,0,0,0.07453264328689,0,0,0,0,0,0,0,0,0.0879446263847338,0,0,0.0136925900895958,0,0,0.0383952658960163,0.0271698793600256,0,0,0,0,0,0,0,0,-0.0434621968328139,0,0.256890061917803,0,0
X000002.CH.EQUITY,0,0,0.0638801206395253,0.161217225548773,-0.0642373193517947,0,0,0,0,0.00127819368171929,0,0,0.186493805325198,0.10363591181009,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617413606622945,-0.0441946995686715,0,0,0,0,0,-0.13210220005288,0.1273298237214,0,0,-0.00289944998020497,0,0,0,0,0.258295984889475,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00883402648432143,0,0,0.265935740592279,0,0,1.0842021724855e-19,0,0,0,0,0.043384281395807,0,0,0,0,0.0660676870368825,0,0,0,0,0,0.330609485561273,0,-0.0538857178691943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115740130900381,0,0,0,0,0.113347061503495,0,0,0,0,0.0071298427070738,0,0
X600000.CH.EQUITY,0,0,0.112572396564667,0.23063520442306,0,0.149398548354414,0,0,0,-0.0243737460637383,0,0,0,0,0,0,0,0,0.00133787496327675,0,0,-0.07409017470165,0,0,0,0,0,0,0,0,-0.0482258242342831,0,0,0,0.290303119903139,0,0,0,0,0,0,0.714508348761238,0,0,0,0,0,0,0.0842347548460786,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.3666929635778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973782878907188,0.0215053969206726,0,0,0,0,0.010190893269275,0,0,0.0903645373897806,0,-0.145150670376431,0,0,0,0,0,0,0,0,0.300020618569549,0,0.0906177002092574,0,0.031692059952016,0,0,0,0,0,0,0,-0.138079104699312
X601319.CH.EQUITY,0,0,0,0.148070498072088,0,0,0,-0.0979833212241392,0,0,0,0,0,0,0.293986145809116,0,0,0,0,0.191553117765461,0,-0.0213760956511269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795205464472018,0,0,0,0.10856008975327,0,-0.0219645742022616,0,0,0,0.111585838214872,0,0,0,-0.0807743894913087,0
X601601.CH.EQUITY,0,0,0,0,0.28058409587666,0.022862533298619,0,0,0,0,0,0,0,0,0,0,0,0.0406852258797845,0.529250789508824,0,0,0,0,0,0.0344508517948536,0.0396814117906138,0,0.17921306172282,0.119650094326236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260274570331943,0,0,0,-0.106003830853995,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0782874771726667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398341292850083,0,0,0,0,0,0,0,0.0299277209414899,0,0,0,-0.0546024574246342,0.0912721518694744,0,0,0,0.136190689590467,0,0,0.26003436523651,0,-0.044782175831486,0,0,0,0
