,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.186801194254063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356964065749284,0,0,0.142122744651855,0,0,0,-0.0306538999141484,0.381020876310959,0,0,0,0,0,0,0,0,0,0,0.134861326336501,-0.127542571127023,0,0.0278467769929015,0,-0.075829149964126,-0.141174552468079
X601939.CH.EQUITY,0.183646097947179,0,0,0.328613159267977,0,0,0,0,0,0,0,0.0241024293066127,0,0.232090105179052,0,0,0,-0.120678513818144,0,0,0,0.0597573456430167,0,0,0,0.229183457550237,0,0,0,0,-0.0960226044446619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552014812355973
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.632080907640292,0,0,0.160300329719717,0,0,0,0,0,0.0134696005838526,0,0,0.0166182088589424,0,0,0,0,0,0,0,0.122957034145363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113482769049379,0,0,0,0,0,-0.042808728362515,0,0
X601988.CH.EQUITY,0,0,0,0.390802452133501,0,0,0,0,0,0.248169002610738,0,0,0,0,0,0.320010564756907,0,0,0,0,0.158148360560626,0,0,0,0,0,0,0.051477935453698,0,0,0,0,0,0,0,0,0,0,-0.486418953213871,0,0,0,0,0.173540415484386,0,0,0,0,0,0,0,0.274453901223772
X600036.CH.EQUITY,0,0.205887365516022,0,0,0,0,0,0,0.154250078981582,0,0,0,0.137550556692741,0,0,0,0,0,0,0,0,0,0.0855038359277396,0,0,0,0,0,0,0,0,-0.0124369401011823,0.00382314844280214,0,0.30606418829021,0,0,0,0,0,0.058251799869772,0,0,0,0,0,0.01895576659881,0,0.0659066435416839,-0.0209684292732753,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,-0.0203084160672828,0,0.0307438501207546,0,0,0.345936268969869,0,0,0,0,-0.13153782756605,0,0,0,0,0,0,0,0,0,0,0,0,0.204131824373009,0,0,0,0,0,0,0,0,0,0,0,0.0712454967465437,0,0,0,0,0,0.0297679206414304,0,0,0,0,0,0,0.0919814433017647,0,-0.204270617431938,0.132724382483149
X601658.CH.Equity,0,0.0718863224422046,0,0.100884687733684,0.0396038627633146,0,0,0,0,0,-0.0322185228759183,0,0,0,0,0,0,0,0,0.267324226608718,0.18858874410842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289465131405124,0,0.0959382406670596,0,-0.134120536408657,0,0,-0.0791454077373944,0,0,0,0,0,0,0,0
