,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.183030855348158,0,0.354014143540332,0.0405320249779547,0.0914282543268933,0,0,0,0,0,0,0,0.0377190267467402,0,0,0,0.353998269190137,0,0,0,-0.049317097628784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333076567203374,0,0.0545550054578453,0,0.022338384338881,0.0433712846170596,0,-1.38777878078145e-17,0,0,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.297464933095482,0,0,0,0.201649932156465,0,0,0,0,0,-0.0447024003761258,0.155080675827027,0,0.00871137041026597,0,0,0,0.0233059284088201,0,0.134163469633911,0,0,0,0,0.1368465890659,0,0.223202963853593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397911276598074,0.039865075912249
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.193284733660926,0,0.0485099045781134,0,0,0.0437545245629573,-0.112018437007055,0.297898427269723,0.02975938262382,0,0,0.0464478138995685,0,-0.0162524115338755,0,0.0816193372321034,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167081066949537,0,0,0,0,0,-0.134220411091984,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,-0.031518223195919,0,0,0,0,-0.0781052066535098,0,0,0.0931987460640465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246826216537842,0,0,0,0,0,0,0,0,0,0,0.0729155170779634,0,0.293145814116298,0.260274645683002,0.174346427508074,0,0,0,0,0,0,0.288193997800918,0.0873979155395667,0
X601988.CH.EQUITY,0,0.118088799543743,0.0495096732846968,0.289629183819441,0.182414999257997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28650049901436,0,0,0,0,0,0,0,0,0.138480749253547,0,0,0.128397085418377,-0.0442129348874794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0208342600263475,0,0,0,-1.58198637731311e-05,0,0,0,0,0,0,0,0,0,0,0.0979833757631242,0.0108106123565042,0.101178127128188,0,0,0,0.0557316154833851,0.232635392273884,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331323560822227,0,0,1.73472347597681e-18,0,0.174195863010888,0,0,0,0.00240608963940892,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761378548183611,0.169973980262424,0,0,0,0,0,0,0,0.096057342647643,0,0.00244236313664704,0,0,0.0600216981568491,0,0,0,0,0,0,0,0,0.183626780453683,0,0,0.367256300739305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229477443182262,0,0,0,-0.0553914714291918,0,0,0,0
