,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.521226955137087,0,0.0754569330987545,0.0311443220722968,0.0922301235814126,0.0503502063438674,0,0,0,0,0,0,0,0.0257248613321824,0,0.0402516036522122,0,0.0628971888956472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725926466477251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493260685264354,0,0,0.0357402275832068,0,0,0,0,0,0.14137039781795,0,0,0,0,0,0,0,0,0,0.0131434339643127,0,0,0,0.011339587176339,0,0,0.159083478269111,0.0505750948687489,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0547919205080862,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.461825731728767,0,0.0454786673521347,0,0,0.0304049500210837,0,0,0,0.0940292566740684,0,0,0,0,0,0,0.183482522672171,0,0,0,0,0,0,0,0,0.00861730238692797,0,0,0.130983930693479,0.0349541814796891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.584229046444637,0,0,0,0,0,0,0,0,0,0,-0.134949777574896,0.521304135982374,-0.403542420283563,0,0,0,-0.150126844438206,0.195702821656281,0,0.103477803652062,0,0,0,0.240246152237019,0,0,0,0.104849643927326,0,0,-0.0414441842226164,0,0,0,0,0,0,0,0,-0.185246793979247,0,0,0,-0.130336465948283,0
X601988.CH.EQUITY,0,0,0,0.215779599435217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315304367217421,0.0763759177596844,0,0,0,0,0,0,0,0,0,0,0,0,0.0145425668776633,0,0,0,0.111577912354142,0,0.207637654180779,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.132002031252424,0,0,0,0,0,0,0,0.0153706283726368,0,0.244327076159676,-0.0578253343117579,0,-0.0206238399823314,0,-0.0138464734656857,0.0714832879157548,0,0,0,0,0,0.381785236780806,0,0.110866609180242,0,0,0.0936587626917476,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0480692798217244,0,0,0,0,-0.037908967096949,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0,0.0600926626792943
X601628.CH.EQUITY,0,0,0,0,0.0814602783103712,0,0,0,0,0,0,0.00890159019629308,0.246065290090226,0.0263055102709937,0,0,0,0,0,-0.0636705022243176,0,0,0,0,0,0,0.162734009680181,0,0,0,0,0.227594718436046,0,0,0,0,0,0,-0.0414080496224728,0,0,0.214742437619888,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,6.93889390390723e-18,0.0849228282311919,0,0,0,0.0365157674732312,0.0101697377286825,0,0,0,0,0.113622341515661,0,0,0,0,0,0,0.0227401605489484,0.187039870467791,0,0,0,0.0282863072239406,0,0.0620728934194598,0,0,0,0.0868529756337628,0,0,0,0,0,0,-0.00531040611735006,0,0.155178080001292,0.21132753125328,0,0,0,0,0,0,0,0,0,0
