,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.272163679659021,0.229963858796308,0,0.155374830371148,0,-0.149468960515989,0,0,0.109518728013015,0,0,0,0,0,0,0.0253456913346361,0,0,0,0,0,0,0,0,0.101074482572529,0,-0.0817343385095829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258934513209421,0,-0.0536008021760439,0,0.0764647456126128,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192188609513086,0,0,0,0.28838611967492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677386186128083,0,0,0,0,0,0,-0.248908135803082,0.276883208256957,0,0.179452239719245,0,0,0,0,0,0.0595782863669592,0,0,0
X601939.CH.EQUITY,0.427795168984433,0,0,0.0876613407008077,0.104322214236552,0,0,0,0,0,0,0,0.143049762660764,0,0,0,0,0,0,0,0.136041293528664,0,0,0.0278375560478773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315635750666969,0,0,0,0.0299614611222495,0,0,-0.154473259677602,0,0,0,0,0
X601288.CH.EQUITY,0.404112165788527,0.0229392371000348,0.0760373396408446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391567356928393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170579339705656,0,0,0,0.103406432166411,0.0569171322693804,0,0,0.301229494712023,0,0,0,0,0,0,0,0,-0.0947846405815292
X5.HK.EQUITY,0,-0.282707983001042,0,0.0809039566325175,0,0,0,0,-0.280961846162868,0,0.255458525473845,0,0,0,0,0,0,0.0941828604764273,0,0.0427997971308214,0,0,0,0.522175270970545,0,-0.00115469887039015,0,-0.0392076626602901,0,0,0,0,0,0,0,0,0,0,0,0,0.0791969920567835,0,0,0,0,0,0,0,0,-0.320585029939711,0
X601988.CH.EQUITY,0.0760810647607039,0,0.186629513578948,0.148128892037819,0,0,0,0.0885404872802956,0,0.118773702069637,0.254744401288849,0,0,0,-0.311513698587507,0,0,0,0,0,0.0318032838063774,0,0,0,0,0,0,0.0663492400923721,0,0,0,0,0,0,0,0,0,0,0,0,0.0372238779895715,0,0,0,0.136092214969391,0,0,0,0,0,0.0808803550027414
X600036.CH.EQUITY,-0.0205238809029919,0.330468322260305,0,0,0,0,0,-0.0258090600761942,0,0,0,0,0.186785396694063,0,0,0,0,0,0.0918607131235648,0,1.73472347597681e-18,0,0,0.271810163250622,0,0,0,-0.0100501221994602,0,-0.0239198769436259,0,0.262969386093624,0,0,0,0,0.0162090630590817,0,0,0,0.0690630206654197,0,0,0,0,0,0,0,0,-0.0123835594975892,0
X601628.CH.EQUITY,0,-1.73472347597681e-18,0,0.332541964559357,0,0,0,0,0,0,0,0,0,0.215886066556435,0,3.46944695195361e-18,0,0,0,0,-8.67361737988404e-19,0,0.0570039387730776,0,0,0,0,0.0860041068545798,0,0,0,0,0,0,0,0,0,0,0,0,0.164878585255488,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341869064005046,0,0,0,0,0,0.169950323398359,0,0.137386655220224,0,0.1662773829584,0,0,0,0,0.0206730501311907,0.385156630235709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053009732713099,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.167181291168945,0.0193123749165572,0.0286677865383065,0,0,0,0,0,0,0,0.199003574960062,0,0,0,0,0,0,0,0,0,0,0,0.0371621236518198,0,0,0,0.459996940215683,0,0.169225886904966,-0.0498304749960307,0,0,0,0,0.134330810119701,0,0,0,0,0,0,0,0,0,0,-0.0568125379608715
