,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.129051676853069,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109415946720727,0,0.5010230828258,0.390490467821109,0.0378686484248513,-0.216541815233481,0,0,0.17036295783874,0,-0.0766853074449278,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00188263145080483,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839231722903019,0,0,0,0,0,0.0163960007925252,0,0,-0.0558573559848293,0,0,0,0.0383727431474351,0.129400547954901,4.33680868994202e-19,0,0,0.00265632893196455,0,0,0,0,0.0312119572249818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071628128586557,0,0,0.00658084809058492,0,0
X601288.CH.EQUITY,0,0,0.914453846090613,0,-0.0936547727140502,0,0,0,0,0,0,0,0,0,0,0.017370729723666,0,0,0.117605252234138,0,0.057740363563336,0,0,0,-0.0679402723317366,0.00726079377866773,0.0282701683991329,0,0,0,0,0,0.037132630170174,0,0,0,0,0,0,-0.017958415938084,-0.0843039595422855,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.014268956748948,0,0,3.46944695195361e-18,0,0,0,0,0,0.298150183829632,0,0.215871883624496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283044864161732,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.542751304814425,0,0,0,0,0,0,0,0,0.216560876756743,0,0,0,0.0423580181214675,0.120278356072835
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0
X601988.CH.EQUITY,0,0,0,0.00456438220514041,-0.138092559793251,0.0763942495312277,0,0.0506414900552412,0,0,0,-0.0201802576119781,0,0,0,0,0,0,0,0,-0.0422868860320274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108046418412847,0,0,0,0,0,0,0,0,1.05175493680517,0.00192584558928065,0
X1299.HK.EQUITY,0,0,0,0,0.120801703980833,0,0,0,0,0,0,0,0.0349263684597348,0,0,0,0,0,0,0,0,0,0,-0.0906289613948881,0.0695615950270288,0,0,0.110223489687463,0,0,0.201485693961019,0.389776477246099,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0754511741569631,0,0.0476214672653854,0,0,0.0849341839212245
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.060369605079793,0,0,-0.30394416402366,0,0,0,0,0,0,6.93889390390723e-18,0.18745707484165,0.535345809847939,0,0,0,0,0,0,0,0,0,0,0.0720891745362263,0,-0.144189891455794,0,-0.0191681864343137,-6.93889390390723e-18,0.149333817034887,0,-0.161089976558222,0,0.101501269007681,0,0,0
X388.HK.EQUITY,0,0,0,0,0.329006694616846,0,0,0,0.0871355229237317,0,0,0,0,0,0,0,0,-0.24299942478294,0,0,0,0,0,0,0.476871374352149,0.220527195579708,0,0,0,0,0.0162164982387953,0,0,0,0,0,0,0,0,0,0,-0.16101494631572,0,0,0,0.11366670521044,0,0,-0.075421940758399,0,0,0.0744681619473825
