,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0131471067097637,0,0,0,-0.0775335483832627,0.23820682547862,0,0,0,0,0,0,0,0.404784009559957,0,-0.18587004682365,0,0,0,0,0,-0.136409938649335,0,0,0,0,0,0,0,0,0,0.771687859632514,0,0,-0.0574192563348775,0,0,0,0,0,0,-0.00693378161039944,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0
X601939.CH.EQUITY,0.242853747417006,0,0,0,0,0,0,0,0,0.0409952209348714,0,0,0,0,-0.010925923063529,0,0,0,0,0,0,0,0.0577011977153569,0,0,0,-0.163607979105932,0,0,0,0,0,0,0,0,0,0,0.0491624170982943,0.0804202559132267,0,0.515974302256153,0,0,0,0,0,0,0,0,0.115987428600299
X601288.CH.EQUITY,0,0,0,0,-0.182609766600807,0,0,0,0.0037311721588819,0,0.431532812814626,0,0,0.343759066474474,-0.100476495938019,0,0,0,0,0,-0.149482115844536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295011575313204,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.146975323884589,0,0.213112896161013,0,0,0.113426634584745,0,-0.00367837769067886,0.214578135289793,0,0,0,0.0738780769116014,0,0,0,0,0,0,0,0,0.0216350740427346,-0.168529773263553,0,0,0,0,0,0,0,0,0,0.129649728159878,0.0970977541077728,0,0,0,0,0,0,-0.0966335188821496,0,0,0.154727735379638,0
X601988.CH.EQUITY,0,0,0,-0.0453498571306214,0.367820986371926,0,0,0,0,0,0,0,0,0.052968698795158,0.0283287516526382,0,0,0.0649467766220984,0,0,-0.159007023112302,0,0,0,0.2663068920212,0,0,0,0,0,0,-0.358387070613735,0,0,0,0,0,0,0,0,0,0,0,0,0.0237436572837553,0.108041498242309,0,0,0,0
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0
X1299.HK.EQUITY,0,0.0948443501136651,0.00453222465468771,0,0.366160227238391,0,0,0,0,0,0,0,0,0,0,0,0,0.0501138105091754,0.077323634583413,0,0,0,0,0,0,0,0.147478289906246,0.0291018432128867,-0.104009279124292,0.0466065311511412,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178158534679919,-0.117006584879781,0,0,0.130977618356186,-0.0110610970119825,0
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,-0.0891708610254628
X601328.CH.EQUITY,0,0,0.00945269516007644,0,0,0,0.644269206084543,0,0,0,0,0,0.0221353652048971,0,0,0.0958909416111498,0,0,0,0,0.153943341385721,0,0,0,0,0,0.132989530639578,0.193593052939389,0,0,0,0,0,0,0,0,0,-0.200783707003283,0,0,0,0,0,0.0600583374528507,0,-0.324471791433304,0,0,0,-0.0593978801400871
