,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.183033829023914,0,0.354018182563206,0.0405317258041436,0.0914330323314616,0,0,0,0,0,0,0,0.0377091380184367,0,0,0,0.354001005478711,0,0,0,-0.0493212046373744,0,0,0,0,0,0,0,0,0,0,0,0,4.2351647362715e-22,0,0,0,0,0,0.0333012869327909,0,0.0545556763722301,0,0.0223394458874457,0.0433721920724023,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0659270576960252,0,0,0,0,0.123511456592563,0,0,0.0871653709546573,0.110190167866805,0,0,0,0,0,0.11424357490486,0,0.261344645750953,0.0510447111077123,0,0,0,0,0,0,0,0.0364176246972187,0.0982012292994486,0,0,0,0,0.0193949299732896,0,0,0,0,0,0,0,0,0.069632070821545,0,0,0,0,0,0.101177719277728
X601939.CH.EQUITY,0.217953009769525,0,0,0,0.283917560706338,0,0,0,0,0,-0.0238077552478019,0.164699830684033,0,0.0219443946872179,0,0,0,0.0890145603971157,0,0.124684941304478,0,0,0,0,0.134877824490974,0,0.231145566308526,-0.0300338958618314,0,0,0,0,0,0,0,0,0,0,0,-0.0643215582798054,0,0,0,0,0,0,0,0,0,0,0.0347025991785139
X600036.CH.EQUITY,0,0.127324088057807,0,0,0,0.160945388606025,0.0893582318646563,0.0951605424905735,0,0,0,0,0.215643512123599,0,0,0,0,0,0,0,0,0,0,0.0120196982904723,0,0.327071001486798,0,0,0,0.0751423168325558,0,0,0,0,0,0,0,0,0.0625974465149765,0,0.0851013977119409,0,0,0,0,0,0,0,0,0,0.0421885526295676
X601288.CH.EQUITY,0.0800377957418216,0.158695350574328,0.110905597326217,0,0,0.0975449508179318,-0.0156170256362584,0.258729132329021,0,0,0,0,0,-0.0734900799087148,0,0.180585564728198,0.0832616595370753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635673691049032,0,0,0,0,0,0,0,0.105973489374203,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0296122817678636,0,0,0,0,0,0.157991718114361,0,0,0,0,0.0878149247107752,0,0,0,-0.0596315382660856,0,0,0,0.0636765033538411,0,0.309913327720944,0,0,0.4863713134514,0,0,0,0,0,-0.0364857004106573,0.054170109307976,0,0,0,0,0,0,0,0,0.113035199678114
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0598550822257744,0,0,0.0934619213070807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310486602485437,0,0,0,0,0,0,0,0.0687415584704635,0,0,0.0874138644024259,0,0.249862250284234,0.220068617553052,0.136720191760665,0,0,0,0,0,0,0.303057443682048,0
X601988.CH.EQUITY,0,0.118050642875731,0.0494961021615636,0.289643387429304,0.18240006091887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286525883132022,0,0,0,0,0,0,0,0,0.138476313277633,0,0,0.128415873287294,-0.0442098811493106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0207887141179229,0,0,0,-1.75734310135623e-06,0,0,0,0,0,0,0,0,0,0,0.0980067259597342,0.0108180792723689,0.101169212035164,0,0,0,0.0557300485293014,0.232608234456146,0,0,0,0,0,0,0,0,0,0,0.331325763778597,0,0,0,0,0.174196305205799,0,0,0,0.00242489526418579,0,0,0
X601166.CH.EQUITY,0,0,0.0761383067876839,0.169972740143004,0,0,0,0,0,0,0,0.0960568985449494,0,0.00244201049145428,0,0,0.0600214625345747,0,0,0,0,0,0,0,0,0.18362824805148,0,0,0.367256931430029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229454154600503,0,0,0,-0.0553928123656958,0,0,0
X388.HK.EQUITY,0,0,0,-0.221430685140778,0,0,0.212321970523637,0,0,0,0,0,0,0,0.0583800088962044,0,0,0,0,-0.0646172212063333,0,0.359502949246261,0,0,0,0,0,0,0,0,0,0.0725628222760285,0,0,0,0,0,0,0,0.375545196610001,-0.0725231471116379,0.0662604707199228,0,0,0,0.0501678076522255,-0.102642247492407,0,0,0.168167239829752,0
X601658.CH.Equity,0.170697305389587,0,0,0.143415600048266,0.0668511443770461,0,0,0,0,0.393421043721456,-0.0677966447727175,0,0,0.0848166735616181,0,0,0,0,0,-0.0161107142472631,0,0,0,0,0,0,0,0,0.0939951271106324,0.0865248477917089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10976337812642,0,0,0.0765485502449534,0,0,0
X000001.CH.EQUITY,0,0,0,0.663094095501496,0,0.069000341350771,0,0,0,0,0.111088616533809,0,0,0,0.069264883223418,0,0,0,0,0,0.0198893390670273,0,0,0,0,0.159654538016245,0,0.0665443250326768,0,0,-0.289682267839674,0,-0.105558973497957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232739997778345,0,0,0
