,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.111067673588652,0,0.0506161581810182,0,0,0,-0.0758126834483175,0,0,0,0.482548075789127,0,0,0,-0.0723965877178272,0,0,0,0,0,0,0,0,0,0,0,0,0.0567705003285712,0,0,0,0,0,0,0,0.0897158530291044,0,0,0,0,0,0.218745747851918,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0
X601939.CH.EQUITY,0.328700780519357,0,0,0.292470307338365,0,0.0892477584433005,0,-0.0475375358931379,0,0,0,0,0,0,0.136769727205015,0.0323077747044109,0,0,0,0,0,0,0,0.0719178883567838,0,0,0,0,0,0,0,-0.0111801715312535,0,0,0,0,-0.10855469453568,0,0,0.333888764644905,0,0,0,0,0,0,-0.0403629569427474,0,0,0.0117985200408348,0
X601288.CH.EQUITY,0.37182969007787,0,0.124067359954064,0,0,0.235337748049699,0,0,0.111768669123646,0,0,0,0,0,0,0,0.0645991025559802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110274299515567,0,0,0,0,0,0,0,0,0.177053750699688,0,0
X5.HK.EQUITY,0,0,0.05961075435649,0.230653876080308,0,0.12675186806359,0,-0.40687782839575,0,0,0,0,0.109704526584552,0,0,0,-3.46944695195361e-18,-0.0011798123065785,0,0,0.413154245057528,0,0,0,0,0.499765279511922,0,0,0,0,0,0,0,0.100494344766291,0,0,0,0,0,0,0,0,0,0,-0.200261064830693,0,0.115335333817339,0,0,0,-0.00663422252184041
X601988.CH.EQUITY,0.230270912557029,0,0.220364321475717,0,0,0,0,0,0.100757109994987,0,0.0814055094158701,0.0861281216796875,0,-0.294418254102223,0,0,0,0,0,0,0,0,0.0377054096121017,0.237357729253259,0,0,0,0.117243092460537,0,0,-0.0367497718472423,0,0,0,-8.67361737988404e-19,0,0.00892027660697895,0,0,0,0,0,0,0.0934307551731372,0,0,0,0,0,0,0.0463046090671368
X600036.CH.EQUITY,0,0,0,0,0.0983152857833311,0,0,0.24899786184713,0,-0.0409682153840192,0.00908818788643143,0,0.294408739327812,0,0.261386734013708,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0969349999249074,0,0.00931880621099786,0.0893429511285236,0,0,-8.67361737988404e-19,0.122145911371999,0,0.0145533985697363,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.209216254711726,0.266321117241378,0,0,0.156305746025436,0,0,0,0,0.0271286210306653,0,0,0,0,0,0,0,0.0710707640368365,0,0,-0.17906786084135,0,0,0,0,0,0,0.265385773144113,0,0,-0.32270154152984,0,0,0,0,0,-0.0840922317952003,0,0,0.0349688226678633,0,0,0,0,0,0,0,0,0,0,0.0523892873930483
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127650628284682,0,0,0,0,0,0,0,0.303161132980838,0,0,0,0,0,0,0.0128469862941002,-0.0124218110885863,0,0,0,0,0,0,0,0,0,-0.217360924885031,0,0,0,0.0443109539427941,0,0,0,0,0
