,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.137732476297396,0,0,0,0.522021933406411,0,0.0295333351079253,0,0,0,0,0,0,0,0,-0.152602424562668,0,0.0382944417007866,0,0.0662929129697904,0,0,0,0,0,0.0440314730429133,0.133203951421349,0,0,0,0,0,0,-0.0512559444034942,0,0,0,0,0,0,0,0,0,0,0.00926624213600706,-0.210469744142462,0,0.0944044326352306,0,-0.130824698462212
X601939.CH.EQUITY,0.132094427174228,0,0,0.151311908970134,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.387795297575827,0,0,0,-0.11685496942019,0,0,0,0.0145031216367113,0,0,0,0.23444594109051,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264178962725668,0,0,0,0,0,0,0,0,0.0293487067610345,0.0328030299855055,0,0.0729939302099658
X601318.CH.EQUITY,0,0,0,0,0.264564867017258,0.0109360181939691,0,0,0,0,0,0,0,0,0.021736112840099,0,0.0226216588369351,0,0,0,0,0,0.0292390329061835,0,0,0,0,0.0808577007815689,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.396997781814464,0,0,0,0.1454927490385,0,0,0,0
X601288.CH.EQUITY,0,0.573789736029829,0,0,0,0,0,0,0,0,0,0,0,0.111398882541382,0,0,0,0,0,0,0,0.17034606936985,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0576913111450181,0,0,0,0,0,0,0,-0.0557948756764517,0.0300417900816223,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.436516757946871,0,0,0,0,0,0.203397500477052,0,0,0,0,0,0.335190065553011,0,0,0,0,0.157261343590285,0,0,0,-0.042201480553453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437361827271208,0,-0.0338747641642761,0,0,0.200952869257673,0,0,0,0,0.0183575641221984,0,0.378608120150147
X600036.CH.EQUITY,0,0.166567005037726,-8.67361737988404e-19,0,0,0,0,0.150391656716501,0,0,0,0,0.205580124337366,0,0,0,0,0,0,0,0,0,0.10645959924731,0,0,0,0,0,0,0,0,0,0,0.282513285523914,0,0,0,0,0,0,0,0.0622946929995591,0,0,0,0,0,0,0.0343169032260671,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222772349512032,0,0.0438994295133621,0,0,0.187388437474725,0,0,0,0,0,0,0.103678299752664,0.0388096044378821,0,0,0,0.0476838017873042,0,0.0209375384425229,0,0,0,0,0,0,0,0,0,0,0.290795760868748,0,0,0,0.0399980171216979,0,0,0,0,0
X601628.CH.EQUITY,0,0.0413683262389455,0,0,0,0.378299960003937,0,0,0,0,-0.188073188762323,0,0,0,0,0,0,0,0,0.0306857210434569,0,0,0,0.195528128676308,0,0,0,0,0,0,0,0,0,0,0,0.0554105791311106,0,0,0.0216754078228286,0.076245965172286,0,0.114854406038663,0,-0.00818290086364182,0,0,0,0,0,0,0.0369893825415757
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062964271991091,0.125338798967885,-0.273970773740196,0,0.07861676868762,0,0,0,3.46944695195361e-18,-0.478934073900755,0.89231004020224,0.0339827859946131,0,0.577205637105592,0,0,0,0,0,0,0,0,0.0231892117135062,0,0,0,0,0,0,0,0,0,0.0975089856804464,0,0,0,0
X601658.CH.Equity,0,0.0995517352391651,0,0.128327390733858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370759152062721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169133813122914,0.0966447538295266,0,0,0,0,-0.0441765564291312,0,0,0,1.73472347597681e-18,0,0,0
X388.HK.EQUITY,0,0,0.187168347693883,0.0489337256108644,0,0,0,0,0,-0.0365170434133586,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.478042433723075,0,0,0,0.0350661192778281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924063653137432,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.123770964018558,0.264060232369073,0,0,0,0,0,0,0,0,0.0459331297125877,0,0.0459183993220763,0,0.23601151934885,0,0,0,0,0,0,0.0539363060370878,0,0,0,0,0,0,0,0.0713013780074388,0.0755788008854238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350100619764385,0,0
X601166.CH.EQUITY,0,0.014207781011993,0,0.0994948070756012,0,0.124998465780982,0,0,0,0.0314341245824155,0,1.73472347597681e-18,0,0.221080106572258,0.121619735121239,0,0,0,0,0,0.123867606214089,0.031290437079222,0.0248425954368506,0,0,0,0,0,0,0.173713902720288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189778025302851,0,0
X600000.CH.EQUITY,0,0,0,0.260655689586279,0.0730642856056906,0.146980974260498,0,0,0.0630198515100423,0,3.46944695195361e-18,0.123788431551506,0.108163662520457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106430575932331,0,0.135494564877822,0,-0.001023489137006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X000002.CH.EQUITY,0,0,0.0656605060125355,0,0,0,0,0,0,0,0,0.0160684446909411,0,0,0,0,0,0,0.0885486578438042,0,0.0538408582447834,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.348630403420093,0.141045252145247,0.208078684367976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0445196660961442,0,0,0,0,0,0,0.38435179988358,0,0,0.0609266191125386,0,0,0,0,0,0,0,0,0,0,0.232893272288772,0,0,0.080189492567872,0.0443393062490254,0,0,0.0827466247408089,0,0,0.0538559301125085,0,0.0353816789158346,0,0,0,0,0,-8.67361737988404e-19,0
X16.HK.EQUITY,0,0,0,0,0,0,0.217609182574264,0,0,0,0,0,0,0,0,0,0,0.040339137006058,0,0,0,0.18314107189927,0,0.10105819183723,0,0,0,0,0,0,0,0,0.0745641081677458,0,0,0,0,0.354816222033893,0,0,0,0.0932402318612603,-0.105120890053274,0.0745290525748202,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,-4.33680868994202e-19,0,-0.118283181659498,0.026437190075058,0,0,0,0,0,0,0.643270519033494,0,0,0,0,0,0,0,0,0.0352927900931018,-0.0539946390782027,0,0,0,0.0641747269976575,0,0,0.104268231412422,0,0,0,0,0,0,0.146972633841381,0,0,0,-0.0226397370694441,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0768199816044266,0,0,0,0,0,0,0,0.141173217081971,0,0,0,0,0,0,0,0,0.0129283024927056,0,0,0,0,0,0,0.152778407445818,0,0,0,0.0214050693784374,0.101029270296137,0.435608605114891,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477228350569248,0,0,0,0,0,0,0,0,0,0,0,0.0395376584566765,0.0992227292786922,0.203230308018145,0,0,0,0,0,0,0,0.0978866650952289,0.121181890115025,0,0,0,0,0,0,0,0,0.00683927362983689,0,0.238260034986755,0,0,0
X000001.CH.EQUITY,0,0,0.645387104845947,0,0.0465911740126726,0,0,0,0,0,0,0,0,0,0.0318887215509648,0,0,0,0,0,0,0,0,0,0,0,0.1398960307958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
