,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.138343762274632,0,0,0,0,0,0,0,0,0,0,-0.0966311966020676,0,0.431989510207223,0.688337565066604,0,0.0393774182797812,0,-0.127768536408959,0,0,-0.083223637369316,0,0.107797299309636,0,0,0,0,-0.133941984073158,0,0,-0.338794388619224,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0.0849264165440795,0.108624104976176,0,0,0,0,0,0,0,0,0.0430828540369169,0,0,0,0,0.303681352162449,0,0,0,0,0,0,0,0,0,0.131541237080518,0,0,0,0,0,0,0.176735455521847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133073882390636
X601939.CH.EQUITY,0,0,0,0.8063880016918,0.0267741174224734,0.0571413405670787,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0296898579077131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431782103439189,0,0,0,0.0434889590948864,0,0,0,0,0,0,0.0467056581674984,0,0,0,0,0.00130237542555811,0,0
X601288.CH.EQUITY,0,0,0.87761824250275,0,0.0805786637595198,0,-0.0903332051496238,0,0,0,0,0,0.0153950378895294,0,0,0,0.0531519141731803,0.118302891316952,0,0,0,0,0,0,0,-0.0920563546918977,0.0109123958966827,0,0,0,0.00810729791182694,0,0,0,0,0,0,-0.141073290026671,0,0,-0.00545805512476152,0,0,0,0,0,0,0,0,-0.00363548600366239,0
X601988.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.881974267536966,0,0,0,-0.293540270266528,0,0,0,0,0,0.394938436175193,0,0,0,0,0,0,0,0,-0.247168067687692,0,0,-0.0251845248060184,0,0.0415350358667294,0,0,0,0,0,0,0,0,0.08801280465987,0,0,0.02138159593705,0.0020003797613921
X600036.CH.EQUITY,0,0,0.389902434457611,-1.73472347597681e-18,0,0,0,0,0.0100730980823484,-4.33680868994202e-19,0,0,0,0,0,0.128980519815436,0,0,0,0,0,0,0,0,0,0,0.191849883884767,0,0.00939998592376348,0,0,0,0.169169941710762,0,0,0,0,0,0,0,0,0,0,0,0.0207733587359192,0,0,0,0.006339670140209,0.00526731271936511,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0271112495761616,0,0,0.783176835244134,0,0,0.0338391477266356,-0.0175216415645826,0,0,0,0,0,0.14130097436592,0,0,0,0,0,0,0,0,-0.0744343209574,0,1.73472347597681e-18,0,0,0,0.0628231576860633,-0.0290565341798327,0,0,-0.035849837550671,0,0,0.0918388638544184,0,0.0552936089366497,0,0,0.00970400738093929,0,0.136181424834898
X1299.HK.EQUITY,0,0,0,0,0,0,0.0210418638036636,0,0,0,-0.0612706278856479,0,0,0,0,0,0,0,0,0,0.20338112921383,0,0,-0.26362681760487,0,0,0,0,0.226638711977529,0,0.326599367751318,0,0,0,0,0,0,0,0,0,0,0.0853252216097735,0,0,0,0.386562902835831,0.0969684709124684,0,0.0296935193126196,0.0677630017569367,0.0167053574632725
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121237604788679,0,0,0.217191697580924,0,-0.0788130685830353,0,0,0,0.168471479693015,0,0.34488123118179,0,0.135302434673533,0,0,0,0,0,0,0,0,0.133904501901828,0,0,0,0,0,0,0,-0.238962072830533,0.105542228411294,0,0,0,0,0,-0.14993678417557
X388.HK.EQUITY,0,0,0,0,0,0,0.214702294898969,0,0,0,0,0,0,0,0,0,0,0,-0.213626801835964,0,0,0,0,0,0,0.35239346159855,0,0.0655172529664607,0,0.12307679919986,0.0237138024937633,0,0,0,0,0,0,0,0,0,0,0,0,0.164370637178542,0,0.0417460545001639,0,0,0.060935335546106,-0.262617723315602,0
