,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0767161263871999,0.400167390221133,0,0,0,0.0244701994231185,0,0,0,0,0,0,0,0,0,0,0.0681523367427226,0,0,0,0,0,0,0,0,0,0,-0.00931718898313423,0,0,0,0,0,0,0,0.194982711617955,0,0,0,0,0,0.0423615760403028,0,0,0,0.0390329871241415,0.0546102377211607,0.203768443612115,0
X601318.CH.EQUITY,0,0,0,0,0.046683266175412,0,0,0.0485945410256512,0.0893018536660815,0,0,0,0,0.0493277239968618,0,0,0,0,0.251095401829078,0,0.254830593528467,0.136500213050715,0,0,0,0,0.0579519835375753,0.0842658928761546,0,0,0,0,0,0,0,0.00548395409703358,0,0,0,0,0,0,0,0,0,0.0196794960441091,0,0,0,0,0.112475491199609
X601939.CH.EQUITY,0,0,0,0.27970210022209,0,0,0,0,0,-0.0135849914510988,0.08409072023149,0,0,0,0,0,0,0,0,0.0400868403357832,0,-0.253752357873421,0.0280365423300445,0.574323400281769,0,0.122824776746207,-0.158233547101536,0.103677092759489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837532452332962,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.305446417706513,0,0,0,0,0,0,0.275016802866337,0,0,0.0252985471212869,0,0,0,0,0.19040788940735,0,0,0,0,0,0.0197582525501196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176811893899738,0,0,0.0466520911352334,0,0
X600036.CH.EQUITY,0,0.201232047077334,0,0,0,0.0187577091615317,0.113530998826178,0.0971159118312336,0,0,0,0,0,0.181697805020043,0,0,0,0,0,0,0,0,0.0882657755544144,0,0,0,0,0,0.338692640450765,0.0058393473383927,0,0.0591156919652376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293287038359829
X601628.CH.EQUITY,0.0860302946626888,0,0,0,0,0,0,0,0,0.00230980242827727,0,0,0,0,0,-0.0427397835321623,0,0.185384252049361,0,0,0,0.0531287611682541,0,0,0,0,-0.0418548867532657,0,-0.104833445545292,0,0,0.0376887947693453,0.21722099847039,0,0.0856763872318327,0,0,0.54594698736864,0,0,-0.0354067534950944,0,0.0703083343411715,0,0,0,0,0,0,0,0.0263345131397434
X1299.HK.EQUITY,0,0,-0.0771485081173071,-0.025042028383186,0,0.0300750496890293,0,0,0,0.139606089969718,0,0,0,-0.0898698149731836,-0.0642956917636055,0,0,0,0,0,0,0,0,0,0.118258817181012,0,0,-0.00896755277844275,0,0,0,0,0,0,0,0,0,0,0,0.299859981719618,0.139846207647685,0.138853288013287,0,0.0450134583877407,0,0,0,0.0855157057523045,0.235811864661587,0,0
X601988.CH.EQUITY,0.0629014399604109,0,0.023706518362892,0.13696527416231,0.267064153728089,0,0,0,0,0,0,0,0,0.109463744642152,0,0.245408861169835,0,0,0,0,0,0,-0.0399707446583742,0,0,0,0,0.145263463646127,0,0.062039965812136,0,0,-0.123456745369382,0,0,0.154268342255836,0,0,0,-0.0912323693271635,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0283722018600671,0,0,0,0,0,0.0437007397331287,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.141894902311376,0,0.0124458877551708,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.000404202956268689,0.474180331746196,0,0,0.260804125451077,0,0.194211493533838,0,-8.67361737988404e-19,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0260353194145366,0,0.0760516460264366,0,0,0,-0.0106231766245361,-0.0704548991038742,0,0,0,0,0,0,0,0,0,0.431986777090707,0,0,0,0,0.277358931818526,0,-0.031363738827235,0,0,0,0,0,0,0,0,0,0.323385022728349,0,0,0,0.0216688599639888,0.0925518577189683,0,0,0,0,0,0,0
