,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.12597489141148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398478424226815,0.311156061533493,0.00943019015703842,0,0,0,-0.0860066943512167,0,0,0.273943144090531,0,0,0,-0.272272491861426,0,0,0,0,0,0,0.0183018981467636,0,0,0,0,0,-0.268299746230248,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.210204862716517,0,0,0,-0.00911836672484308,0,0,0,0,0,0,0,0,0.0427624430898068,0,0,0,0,0,0,0,0,0.0578337018921393,0,0.0397916475824555,0,0,0,0,0,0,0,0.23356083390616,0,0,0,0,0,0,0,0,0.0929325777365678,0,0,0.343098786811713,0
X601939.CH.EQUITY,0,0.056729149260547,0,0.809716129604944,0,0,0,0,0,0,0,0,-0.0311933295668481,0,0,0.015342212845325,0.119306425705396,0,0.0219943643209399,0,0,0,0,0,0,0,0.0317266596212327,0,0,0,0,0.0276719318342728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167098431963932,0,0
X601288.CH.EQUITY,0,0,0.878382215000863,0,-0.068203349852948,0,0,0,0,-0.00620491385963607,0,0,0,0,0,0.0831294811416694,0.0512148819962112,0,0.123125592876276,0,0,0,0,0,-0.0678444097297053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148059490421794,-0.112006810016112,0,0,0,0,0,0,0,0,-0.0484688166509607,0,0
X601628.CH.EQUITY,0,0.035374275964632,0,0,0,0,0,0,0,0.0701504034089079,0,0.434400509278953,0.0679720313168862,0,0,0,0,0,0,0,0,0.0327329696474704,-0.0928897254002559,0,0,0,0,0.0877770699078673,0,0,0,0,0,0,0.133253641332805,-0.239648349796305,0,0.203833527289952,0,0,0,0,0,0,0.149840729412679,0.281169976595473,0,0,0,0,0.0849066983892146
X600036.CH.EQUITY,0,0,0.408792768371138,0,0,0,0,0,0.0248230589317195,-0.00639779235403669,0,0,0,0,0,0,0.106788623665462,0,0,0.00488779333019886,0.012687406228952,0,0,0,0,0,0.191709763980057,0,0,0,0,0.123094184835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-0.0344096815214175,-3.46944695195361e-18,0,-0.0395509503470773,0.159455893449729,0,0,0,0,-0.0507820635174622,-0.0799463044632899,0,0,0,0,0,0,0,0,-0.000769636101734891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106554454590281,0,0,0,0,0,0,0,0,-0.0470589977439748,1.0700387996036,0
X1299.HK.EQUITY,0,0,0,0,0.257021600415747,0,0,0,0,0.182063362181545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236489397625045,0.0735477792379326,0,0.395170246953988,0.187888917469202,0,0.110343026381442,0.182149153752348,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973008015114075,0.105574689916179,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179094792542158,0,-0.159057541400612,0,0,0,0,0,0,0,0.317020573507993,0.301710185941397,0,0,0,0,0,0,0,-0.246634455534192,0,0,0,0.0225455987382109,0,0,0,0.0814123418563399,0.0104552153174588,0,-0.0463465941527932,0,0,0.289325269560679,0,0.0138998627742998
X388.HK.EQUITY,0,0,0,0,0.234527750575367,0,0,0,0.0524615180182917,0,0,0,0,0,0,0.144354642622402,0,-0.377442993381096,0,0,0,0,0.157863068443811,0,0.342173895826266,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171918430573252,0,0.0119871398399504,0.256810528139838,0,0,0,0,-0.0290441198780501
X601658.CH.Equity,0,0,0.00049365427546286,0.23185540928841,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.289464567096467,0,-0.065161563520128,0,0,0,-0.0456363656344356,0,0,0,0,0,0.0623978183761837,0,0,0,0,0,0,0,-0.0312573125501103,0,0.29664455532584,0,0,0,0,0,0,0,0,0,-0.00693614360299876
