,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.270328360922739,0,0.0656574048359791,0,0,0.419797927893292,0,0,0,0.0743397726636815,0,0,0,0.0100497342249397,0,0,0,0,0,0,0,0,0,0.0987340934083897,0.0165779247421722,0,0,0,0,0,0,0,0,0,0,0.108590844040111,0,0,-0.000290908918533573,0,0,0,0,0,0,-0.0231424593322593,0,0,0
X601318.CH.EQUITY,0,0,0.156137058227604,0,0,0,0,0,0.192730327883023,0,0,0,0.0897269368868686,0,0.0594374595734459,0,0,0.114512903875078,0,0.142513685294933,0,0,0,0,0,0,0,0.0305716299764468,0,0,0,0.0232581758343147,0,0,0,0,0,0.00543153601933389,0,0,0.0598346239827406,0,0,-0.0585482637468505,0,0,0,0,0.044195281755749,0,-0.168237732295258
X601939.CH.EQUITY,0.277794893821975,0.148485020166522,0,0.273925558027003,0,0,0,0,0,0,0,0.0202151280368643,0.0645620645697803,0,0,0,0,0,0.262364117551744,0,0.00339710688458472,-0.239467429005006,0,0,0,0.135714116541944,0,0,0.0713673861245407,0,0,0,0.24462145293549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.12304789169705,0,0,0.0364894781144494,0,0.486224188321292,0,0,0,3.46944695195361e-18,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0770541921615484,0,0,0,0,0,0.122269093587819,0,0,0,0,0,0,-0.0218026157985876,0,0,0,0,0,0,0,0,0,0,0,0.128096507002898,0,0,0
X600036.CH.EQUITY,0,0.0422419095606564,0,0,0,0,0.237162065161841,0.0420142000515412,0,0,0,-0.0514163732351193,0.201218554418354,0,0,0.169439975477553,0,0,0,0,0.0195235758859587,0,0,0,0,0.201533257000453,0.293315762357458,0,0,0,0,0,0,0,0,0,0,0,0,0.0115766044397439,0.0688175649586416,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.13593491591183,0,0,0.0161789469296283,0,0,0.191869345701158,0,0,0,0,-0.149376561215964,0,0,0,0,0,0,0.02774056693102,0.609081562183505,0,0,0,0,0,0,0,0.142466727847827,-0.107796238401142,0.0217005192785274,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0752924205144701,0,0.118488729509476,0,0,0,0,0,0.173997157846303,-0.0532189237982965,0,0,0,0,0,0,0,0,0.148803265031688,0,0.180452988036098,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0489809633157488,0,0,0,0,0,0,0.0554987584725916,0.150501733447802,0,0.0699951879628792,0.0427803187095769,0,0.0454360987902121,0,0,0,0,0
X601988.CH.EQUITY,0,0.0374796343929045,0.0155041946256413,0.580550649453017,0.133312097490576,0,0,0,0,0,0,0,0.172243401909544,0,0,0,0.0403329907116835,0,0,0,0,0,0.0213816660145805,0,0,0,0,0,0,0.00739345613638752,0,0.116120457626647,0,0,0,0,0.00332538087527948,0,0,0,0,0,0,0.0499083784418388,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.138829094054609,0.0104375548551421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176151301330929,0,0,0.180623767950656,0,0.135499655347933,0,0,0,0,0,0,0,0.0472349059787346,0,0,0,0,0,-0.087481802757183,0.174899522677893,0,0,0,0.305080466114535,0,0,0,0,0.000238335136042201,0,-0.00560714025238539
X601166.CH.EQUITY,0,0,0.00720481821650244,0,0.213149732351584,0,-0.0286129895482388,0,0,0,0,0.113536948318187,0.0993293159840634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113904654431052,0,0.339400665868833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681513047770809
