,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.117230547395907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727845861760016,0,0.425828137532459,0.370069876678394,0.0625171917628122,-0.248586242758019,0,0,0.165463683028498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533116443403977,0,0,0,0,0,0,-0.0207159202489907
X601318.CH.EQUITY,0,0,0,0,0,0.27001197798308,0,0,0,-0.0850793903188808,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.191659000242713,0.0390786716724826,0.00955572302593036,0,0,0,0.227806312891966,0,0.158683298466785,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839232089006022,0,0,0,0,0,0.0163949970210523,0,0,-0.05585793221476,0,0,0,0.0383712952705551,0.129401752098991,4.33680868994202e-19,0,0,0.00265765499388725,0,0,0,0,0.0312113152510796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716319701438487,0,0,0.00658207206748272,0
X601288.CH.EQUITY,0,0,0.89974196930842,0,-0.110159595949238,0,0,0,0,0,0,0,0,0,0,0.0155082449739108,0,0,0.198684489852247,0,0.0684748451671938,0,0,0,-0.0590787013947625,0,0.0159604148643993,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184394312048104,-0.0820003981071637,0,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.0295798354534892
X601628.CH.EQUITY,0.0183509069037433,0,0,3.46944695195361e-18,0,0,0,0,0,0.245883561600492,0,0.253524933627393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111636902768674,0,0,0,0,0,0,0,0,0,0,0.556083810273741,0,0,0,0,0,0,0,0,0.286672767762797,0,0,0,-0.0241145368892505
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00284434964674189,-0.136627302895704,0.0795844126634503,0,0.0507748162745504,0,0,0,-0.0218372194812065,0,0,0,-0.000941085703012251,0,0,0,0,-0.0422777291315582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108787921728632,0,0,0,0,0,0,0,0,1.05215062822958,0
X1299.HK.EQUITY,0,0,0,0,0.102994948993501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750068746169144,0.203099297441944,0,0,0.011032670109302,0,0,0.253763980777116,0.248100931012081,0,0,0,0,0,0,0,0,0,0,0.212576351555304,0,-0.0841640387303484,0,0.0895290570516563,0,0.039584657091777,0,-0.0709170202216994
X5.HK.EQUITY,0,0,0,0,-0.0086828955314059,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311311183080001,0,0,0,0,0,0,0,0.180752876819723,0.523934303192728,0,0,0,0,0,0,0,0,0,0,0.0494910667815396,0,-0.10088045056874,0,0,0.0502213031499043,0.133727499664598,0,-0.133817361206816,0,0.0436782761978932,0,0
X388.HK.EQUITY,0,0,0,0,0.254575996966432,0,0,0.0283732584589786,0.0496269719378029,0,0,0,0,0,0,0,0,-0.252536356708043,0,0,0.166167794883073,0,0,0,0.447287251705162,0.197780964768549,0,0,0,0,0.116764024156923,0,0,0,0,0,0,0,0,0,0,-0.0414047061124533,0,0,0,-2.77555756156289e-17,0,0,-0.147296377522604,0,0
