,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0.0324048004237776,0,0,0,0.395004654341713,0,0,0,0,0,0,0,0,0,0,-0.115197718324647,0,0,0,0,0,0,0,0,0,0.231349456457674,0,0,0.160303061007873,0,0,0,-0.0518024497812877,0.270140527097783,0,0,0,0,0,0,0,0,0,0,0.0972768781503564,-0.16543001129082,0,0,0.0521977296963172,0
X601939.CH.EQUITY,0.190784629569178,0,0,0.344747830212067,0,0,0,0,0,0,0,0.0345392895221654,0,0.213502256671591,0,0,0,-0.120212607790728,0,0,0,0.0587946708107584,0,0,0,0.22244195866067,0,0,0,0,-0.105765181346576,0,0,0,0,0,0,0,0,0,0,0,0,-0.00388878034984126,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0
X601288.CH.EQUITY,0,0.632116138834763,0,0,0.160255258939631,0,0,0,0,0,0.0134670597874779,0,0,0.0166268643942421,0,0,0,0,0,0,0,0.122949547173669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113491149923164,0,0,0,-8.67361737988404e-19,0,-0.0428041035490348,0
X601988.CH.EQUITY,0.0191378353634305,0,0,0.329778183778777,0,0,0,0,0,0.350721360588458,0,0,0,0,0,0.0437859915956074,0,0.232131506130496,0,0,0.105805114051283,1.35525271560688e-20,0,0,0,0,0,0.0753035735128103,0,0,0,0,0,0,0,0,0,0,-0.524101466909455,0,0,0,0,0.0382854385949737,0,0,0,0,0,0,-0.259812606728463
X600036.CH.EQUITY,0,0.205890093503422,0,0,0,0,0,0,0.154211738978099,0,0,0,0.137563357915534,0,0,0,0,0,0,0,0,0,0.0855166201774944,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0124600479815986,0.00383836172028307,0,0.306077850974912,0,0,0,0,0,0.0582603967396298,0,0,0,0,0,0.0189400232314372,0,0.0658963933046801,-0.0209616514144618,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.121530021836278,0,0,0,0,-0.166118062456002,0,0,0,0,0,0.00946966630758136,0,0,0,0,0,0.0488525809155617,0.372040341302388,0,0,0,0,0.0619438672317196,0,0,0,0,0,0.0495590937763093,0.0790945003650495,0,0,0,0,0,0.0486200745367703,0,0,0,0,0,0.0630709883542085,0.21030652616605,0,0
X601658.CH.Equity,0,0.0718915357910852,0,0.100885229682498,0.0396011632307958,0,0,0,0,0,-0.0322239862990198,0,0,0,0,0,0,0,0,0.267327973172845,0.188586817292882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289456032027134,0,0.0959383359753849,0,-0.134109049639515,0,0,-0.0791356993447211,0,0,0,0,0,0,0
