,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.204344683301793,0,0.0590248042204012,0,0.56884774704993,0,0,0,0,0.0860596582837688,0,-6.93889390390723e-18,0,0,0,0,0.0825816445446965,0,0,0,0,0,0,0,0,0,0,0,0,0.0259497185796556,0,0,0,0,0,0,0,0,0,0,0,0.00346373453755049,0,0,0,-0.226658988126869,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.187551480248455,0,0.595025400932867,0,0,0,0,0,0,0,-0.00716527141803816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134369580903767,0,0,-0.154167479094345,0,-0.0206886197042381,0,0.0334067625528202,0,0,0,0,0,0,0,-0.0748801205622885,0,0,0
X600000.CH.EQUITY,0,0,0,0.0342064576317926,0,0,0.0214431972284164,0,0,0,0.383177037448188,0,0.0412291168447549,0,0,0,0.00918264509661918,0,0,0,0,0.0439907669205967,0,0,0,0,0,0,0,0,0,0.190545456537954,0,0,0,0,0,0,0,0,0,0.00755674718035479,0,0,0.0101190883243895,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.230908573074392,0.0555325956262195,0,0,0,0.147048302495825,0.173572323274295,0,0,0.0439037566500614,0.0741627536551124,0,0,0.0563091654986586,0,0,0,0,0,0,0.0943193497787984,0,0,0,0,0,0,0,0,0,0,0.02641493344422,0.053255570584128,0,0,0.0212984447750126,0,0,0,0,0,0,0,0,0.0184063640532068,0,0,0,0.0893561091440474,0,0
X600016.CH.EQUITY,0,0.141099210734084,0,0,0,0,0,0,0,0,0.251268502162382,0,0,0.174409748906512,0,0,0,3.46944695195361e-18,0,0,-0.502163016076801,0,0,-0.211239641278211,0,0,0,0,0,0.651332396861135,0,0,0,0,0,0,0,0,0,0,0.333958156419023,0.0361523618986618,0.137137426695889,0,0,0.0710301228044506,0.0589365525903785,0,0,0,0,0
X600036.CH.EQUITY,0.25574632238532,0.291965583036343,0,0,0,0,0,0,0,0,0,0,0,0,0.0829201265247802,0,0,0,0,0,0,0,0.0838278726447707,0,0,0,0,0,0,0,0,0.144572926157807,0,0,0,0.0962384545713173,0.0664720673054476,0,0,0,0,0,0.00585909632604563,0,0,0,0,0,0.0503713038500314,0.0537661558419608,0,0
X601166.CH.EQUITY,0.0476785492194963,0,0,0.0946869972016891,0,0,0,0,0.329689877636032,0,0,0,0.053908237615071,0.00863702421981028,0,0,0.0293132661460624,0,0,0,0,0.089898412208238,0,0.0201165761041862,0,0.0764368586091688,0.0460278366527994,0,0,0,0,0,0,0,0.118669009395124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19
X601169.CH.EQUITY,0,0,0,0.10735659226348,0,0,0,0,0.256276340496531,0,0.124219769104156,0,0,0,0,0.228225304903489,0.107332607686004,0,0,0,0.00603683845506562,0.11045981272212,0.0130718590092089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399855598234694,0,0,0,0,0,0,0,-0.0343693025895824,0,0,0,-0.0177360970361724,0,0
X601229.CH.EQUITY,0,0.0343904799456835,0,0,0,0,0.308009838926981,0.41860521120349,0,0,0,0,0.194372904373711,-0.0425066458943386,0,0,0,0,0,0.26025176282771,0,0,0,0,0,0,0.0808869480708958,0,0,1.38777878078145e-17,-0.064522286843803,0,0.171742540464148,0,-0.153650592125724,0,0,0,-0.355218134605538,0,0,0,0,0,-0.0278031142799813,0,0,0,0,0,0.220974521681803,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.118790565106864,0.357719231299291,0,0,0.103349717567237,0.14865168285635,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597400020295075,0,0,0,0,0,0.0917017450068872,0,0,0,0,-0.00400500561771391,0.167376018149705,0,0,0,0,0,0,0,0,0,0.0451296685273097,-0.0847242161972511
