,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.170818947002607,0,0,0,0,0.0410457476218402,0.0253901784828213,0.248707302134834,0,0,0,0,0,0,0,0,0,0,0,0.0711292893749828,0,0,-8.67361737988404e-19,0.156928489694851,0.0255842359279514,0,0,0,0,0,0,0,0,0,-0.109250549546435,0,0,0.278218099643452,0,0.067318972541607,0,0,0,0,0,0.0904491310506426,0.021607443747472,-0.120954300316891,0,-0.179026736577566
X002142.CH.EQUITY,0.241632443933692,0,0,0,0,0.10357969175095,0.0465981410542944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198517990534547,0,0.0323566536438039,0,0.046221079334862,0,0,0,0,0,0,-0.0187950378496474,0,0,0,0,0,0,0,0,0,0,-0.128824882224555,-0.219590717922811
X600000.CH.EQUITY,0.0458043615647784,0,0,0,0.0404475407284127,0.144561425945975,0,0,0,0,0.457223586288052,0,0,0,0,0,0,0,0,0,0.155735256425409,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186479898104016,0,0,0,0,0.0485080672020096,0,0,0,0,0,0,0,0,0,0,0.113880995045803
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.180246291953779,0,0,0,0,0.342308806988103,0,0,0.062454330366236,0.00141425941562366,0,0,0,0,0,0.0200434108514033,0.118168262996904,0.0176693019277768,0,0,0,0,0,0,0.117604522012035,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695568008669289,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0833659115033326,0,0,0,0,0.105229454136654,0,0.408082578736052,0,0,0,0,0,0,0,0,0,0,0.0898215841574918,0.0224638892862957,0,0.279544822805817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799364500271687,0
X600036.CH.EQUITY,0.210178478603962,0.19375827677308,0.0836146521390435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168934982131718,0,0,0,0,0,0.0518371578271442,0,0.00283977520472005,0.0297566337376435,0,0.19640557089935,0,0.00187494435192145,0.132844165861718,0,0,0,0.0213012803741542,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0
X601166.CH.EQUITY,0.0940975597524644,-6.93889390390723e-18,0,0,0,0.313615496700394,0,0,0,0,0,0.128708686504858,0.0118628463129453,0,0.0988796171223129,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0065189130223754,0,0,0,0,0,3.46944695195361e-18,0.424604888451165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0888860805049563,0.19697550531207,0.409086202305989,0,0,0,0,0,0,0.199138408056609,0,0.0704088533625494,0,0.0142721920227797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143440118554228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728306436150199,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.179130082025227,0,0,0,0,0,0.440761828873597,0,0,0,0.0145455703274974,0,0,0,0,0,0.147010209471153,0,0,0,0,0,0.366556808148456,0,0,0,0,0,0,0.132918292851798,0,0,0,-0.0509390568757122,0,0,0.0153170475304112,-0.0561823693192782,0,0,0,0,-0.03746464670516,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.234148494481947,0,0,0.545525437797584,0,0.107157813256687,0.0647413113670895,0,0,0,0,0.0339527405440149,0,0,0,0.0980338782706668,0,0,0,0.0146992338205415,0,0,0,0,0,0,0,0.0364147947051846,0,0,0,0,0,0,0,0,0.0557693662336246,0.028821599950904,-0.0185007271952336,0,0,0,0.0559694065935944
X601328.CH.EQUITY,0,0.00370252763633423,0.27692657297328,0,0.0568041961608033,0,0.0202857114498543,0.238198370559419,0,0,0,0.0461022146039227,0,0,0.00537298976445837,0.185071461614976,0,0,0,0.0720407293147757,0,0,0.0885210889145863,0,0,0,0,0,0,-6.93889390390723e-18,0,0.090751153698518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145757039738241,0.0551351896539252,0,0,0
X601398.CH.EQUITY,0,0.0461581710279057,0.223391618359037,0,0,0,0,0,0,0.0371447468353673,0.255259277206566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564287605813036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.330717705642911,-0.08240342127459,0
X601818.CH.EQUITY,0.237918412931135,0,0.103650574594593,0.0532391473426783,0,0,0,0,0,0,0,0,0,0,0,0.261158927936879,0,0,0,0,-0.115246825935088,0,0,0,0,0,0,0,-0.137539710850704,0,0,0.0798681718786792,0,-0.0890258398182636,0,0,-0.0303225256019931,0,0.0558823984061947,0.239958719556287,0,0,0,0,0,0,0,0,0,0,0.0949529924587877
X601939.CH.EQUITY,0.0612287328151383,0,0,0,0,0,0,0.0490398137784019,0.370530225545908,0,0,0.473981267410642,0,0,0.184220654876651,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0446094972052535,-0.115394626029315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.255454786946478,0,0.123673821893124,0,0,0.171728699631428,0.113647887058415,0.0755008393002533,0,0.133100119487865,0,0,0.017204707372224,0,0,0,0,0.00454869670932088,0,0,0,0,0,0,0,0,0,0,0,0.135032991769676,0,0,0,-0.320798783256931,0,0,0,0,0,0,0,0.0668530370809075,0.000491984880472459,0,0,3.46944695195361e-18,0
X601998.CH.EQUITY,0,0,0,0.380860256784967,0.269247559212131,0,0,0.0413577262452147,0,0,0,0.0231892543349142,0,0.0247559943427122,0,0,0.0581406177734906,0,0,0,-0.036134246447614,0,0,0,0,-0.170031635311051,0,0,0,0,0,0,0,0,0,0,0.0148344323567793,0,0,0.0920625189827191,0,0,0.0540115507835751,0,0,0,0,0,0,0,0
