,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.201991552802595,0,0,0.140611000673859,0,0,0,0,0,0,0,0,0,0,0,-0.0654626338430214,0,0.0981535116815711,0,0,-1.73472347597681e-18,0,0,0,0,0.112191063905807,0.0343193766163083,0,0,0,0.327955271892779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988086205094413,0,-0.116408043907925,0,0,0,-0.0792307517413692,0
X601939.CH.EQUITY,0.0602727804216532,0,0,0.140259692121265,0,0,0,0,0,0,0,0.122008885326428,0,0.421952098244866,0,0,0,-0.0664474303309813,0,0,0,0,0,0,0,0.0480481793760792,0,0,-0.0848883281408765,0,0,0,0,0,0,0,0,-0.035866976406227,0,0,0,0.0681640157824033,0,0,0,0,0.115537437802817,0,0.0490417501551091,0,0,0,-0.0946715119931759
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0
X601288.CH.EQUITY,0,0.453695650393755,0,0,0.0331904144198127,0,0,0,0,0,0,0,0.0144479129768141,0.152097961589054,0,0,0,0,0,0,0,0.229231148546371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147415675748235,0,0,0,0,0,0,-0.0847587735801945,0,-3.46944695195361e-18,0,0,-0.098735571947571,0,0,-0.00548576449600004,0,0
X601988.CH.EQUITY,0.105532053882213,0,0,0.339160525158695,0,0,0,0,0,0.335485893616938,0,0,0,0,0,0,0,0.284291214925371,0.0767773289142647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.519067199800952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244413429526291
X600036.CH.EQUITY,0,0.161342134928438,0,0,0,0,0,0.122207191082043,0,0,0,0,0.210915206887304,0,0,0,0,0,0,0,0,0,0.10643629190147,0,0,0,0,0,0,0,0,0.308787674487654,0.0477356365611303,-0.0369606676511172,0,0,0,0,0,0,0.0592895315599261,0,0,0,0,0,0,0,0,0,0.0205358465785566,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.346244541139542,0.0433359492601687,0,0,0,-0.119111709656945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798364342715363,-0.0268858815222892,0,0,0.0353612989011715,0,0,0,0.0812515455762694,0,0,0,0,0,0,0,0.091003678462123,0.132626426393622,0,0.0876295798554655,0,0,0,0,1.73472347597681e-18,0,0,0,-0.00913113347725699
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0
X601658.CH.Equity,0,0.0984811239258787,0,0.16558500946757,0,0,0,0,0,0,-0.0535756223864637,0,0,0,0,0,0,0,0.0216297067662843,0.326014738620983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958063074162705,0.193509544885531,0,0,0,-0.032489905600953,0,0,0,0,0.0281835051432214,0,0,0,0,0
