,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.132844060974674,0,0,0,0,0,0,-0.0139188185949133,0,0,0,0,0,0,0,0,0,0,-0.0514213344264279,0.00185012422595339,0,0.386281058878731,-0.225059283913376,0.500005738843697,0,0,0.206502617103161,-0.0822921583711699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570749541712514,0
X601318.CH.EQUITY,0,0,0,0,0,0.208955511038676,0,0,0,-0.0759038539239465,0,0,-4.33680868994202e-19,0.126902575572566,0,0,0,0.0385357920122168,0,0,0.0176959669682996,0,0,0,0,0,0,0,0,0,0.155551750953782,0,0,0,0,0.253735912050704,0,0.104257615341329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207295619180678,0
X601939.CH.EQUITY,0,0.0477478648413907,0,0.795753225252363,0,0,0,0,0,0.0469483090304388,0.0303009817367353,0,-0.027614992432033,0.0207877687390288,0,0,0,0.0833895245164524,0,0,0,0,0.00108270176407718,0,0,0,0.021890557042176,0,0,0,0.0221538793727362,0,0,0,0,0,0,0.0799680259590103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974277513390744,0,-0.0182724853554128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678198756191142,0,0,0,0,0,0,0,0,0.018914969067907,0,0,0,-0.0411094354088634,0.0122347558496003,-0.0598110612540893,0,0,0,0,0,0,0,0,-0.0964434953079515,-0.0372417622616082,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.274797441037134,0,0.0854603644757801,0,0,0,0,0,0,0,0.429758695655708,0,0,0,0,-2.77555756156289e-17,0,-0.0557780891152337,0,0,0,0,0,0,0,0,0.101626462823559,0,0.00944261817303204,0,0,0,0,0,0,0,0.113064427808562,0,0.205634165498448,0,0,0,0.0376908713083765,0
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626307002033804,-0.0156989577458399,0,0,0,-0.0379099018415222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716222514691404,0,0,0.0439394761288255,0,0,0,0,0,0,0,-0.0217088616045546,0,0,0,0,0,0,-0.010893984826206,0,0,0,-3.46944695195361e-18,-0.13425705780143,0,0,0.961972804485272,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.120076817242768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268581274659973,0,-0.0832827571076313,0,0,0,0,0,0.0253136589628447,0,0,0.144369155274673,0.359008796996693,0,0.0206541242143581,0,0,0.0567024191085876,0,0,0,0.052818207251241,0,0,0,0,0,0.0071025350533742,0,0,0,-0.0982219079341368
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206329403270073,0,0,0,0,0.254518294090165,0.468441468621497,0,-0.0756206068083638,0,0,0,0,0,0,0,-0.148946428444388,0.095675935184985,0,0,0,0,0,0.0538828928892907,0,0,-0.180294466401255,0.0148452775338148,0,0.186379441013397,0,0.0553223417484536
X388.HK.EQUITY,0,0,0,0,0.253818781633199,0,0,0.0628289808823762,0.113943664130821,0,0,0,0,0,0,0.0364626014151464,0,-0.215441100318941,0,0,0,0.328539741145798,0,0,0.199899806377929,0,0,0,0.0291422024683461,0,0.0439085792960098,0,0,0.0346383092685266,0,0,0,0,0,0,0,0,0.106701296326579,0,0,0,0,0,-0.267546066024558,0,0,0.13609488931907,0
