,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.168722725115228,0,0,0.0834112314432382,0,0,0,0,0,0,0,0,0,0,0,-0.012857906784387,0,0,0,0,0,0,0,0,0,0.083084699747988,0,0,0.115787054146864,0,0,0,0,0.412440354751371,0,0,0,0,0,0,0,0,0,0,0.135710693793492,-0.0885338558895466,0,0,0,0,-0.086362788631268,0
X601939.CH.EQUITY,0.190786258663305,0,0,0.344757390740629,0,0,0,0,0,0,0,0.0345522672105009,0,0.213482231045276,0,0,0,-0.120211841118712,0,0,0,0.0587981853945846,0,0,0,0.222437589349618,0,0,0,0,-0.105767490421974,0,0,0,0,0,0,0,0,0,0,0,0,-0.0038937930846594,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.632066590878343,0,0,0.160278626743653,0,0,0,0,0,0.0134821315284305,0,0,0.0166287278620298,0,0,0,0,0,0,0,0.122965446833888,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113490559104792,0,0,0,0,0,-0.042809030231152,0,0,0
X601988.CH.EQUITY,0.0191340681258331,0,0,0.329761937372366,0,0,0,0,0,0.350733307831715,0,0,0,0,0,0.0437915644350822,0,0.232125175309988,0,0,0.105796678368935,0,0,0,0,0,0,0.0753252031765505,0,0,0,0,0,0,0,0,0,0,-0.524102558662436,0,0,0,0,0.0382889630611738,0,0,0,0,0,0,0,0,-0.259795848698541
X600036.CH.EQUITY,0,0.205877687729562,0,0,0,0,0,0,0.154223250793906,0,0,0,0.137571443450854,0,0,0,0,0,0,0,0,0,0.0855119479102468,0,0,0,0,0,0,0,0,-0.0124482628311531,0.00382265790208685,0,0.306067638405663,0,0,0,0,0,0.0582835005806027,0,0,0,0,0,0.0189235812245459,0,0.0658926070033278,-0.0209603887400475,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.344578147759265,0,0,0,0,-0.0942869874030303,0,0,0,0,0,0,0,0,0,0,0,0,0.373068713006141,0,0,0,0,0.0565380380881642,0,0,0,0,0,0,0,0,0,0,0,0.0243363377451258,0.00463834347349216,0,0,0,0,0,0,0,0,0.170881550350813,0,-0.0781971119149445
X601658.CH.Equity,0,0.0718921889490634,0,0.100887719409497,0.0396005398621084,0,0,0,0,0,-0.0322238844062537,0,0,0,0,0,0,0,0,0.267329033990923,0.188587889446593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289455412939788,0,0.095938099649424,0,-0.134111616293187,0,0,-0.0791358085037474,0,0,0,0,0,0,0,0,0
