,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.0193150773268818,0,0.164860604269749,0,0,0.110448780585542,0,0.246174073683104,0,0,0,0,0,0.189957189329339,0,0,0,0,0,0,0,0,0,0,0,0,0.0424223847240154,0,0.137898797721512,0,0,0,0,0,0,0.0288776495056462,0,0,0,0,0,0,0,0,0,0,0.0491271256763914,0,0.00614838219804347,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269218735569445,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.413716199763178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191904525022421,0,0,0.108131554832496,0,0,0.00678152683385461,0,0,0,0,0.00386072359950541,0,0,0,0,0,0
X601288.CH.EQUITY,0.352860491062644,0,0,0,0,0.499078134538848,0.00599821900269844,0,0,0,0,0.010147287378549,0,0,0.0388207219071848,0,1.38777878078145e-17,0,0,0,0,-0.0328329552615443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019500569252537,0,0,0,0,0.090083140539562,0,0,0.0090065048584845,0,0,0
X5.HK.EQUITY,0,0,-0.0463730057027331,0,0,0,0,0,0,0,0,0,0.277351263801581,0,0,0,0,0,0,0,0,0,0.452564564642881,0,0,0,0,0.055832458558962,0,0,0,0,0,0,0,0,0,0.153537273579543,0,0,0,0,0,0,0,0,0,0,0,-0.286494892865188,0.162884845092443,0,-0.0691061083049717
X601988.CH.EQUITY,0,0.0659437178691695,0,0,0,0,0,0,0.0804593299532701,0,0,0,0,0.0117503289661248,0,0,0,0.219539516058022,0.127642863432225,0,0,0,0,0.298490496364975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138590768769933,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.138200562410986,0,0,0,0,0,0,0,0.375929645344546,0,0,0,0.178683771439181,0.22534938356012,0,0,0,0,0,0.0107498466216415,0,0,0.278207059534584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497783316684692,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.480760051042424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102903877447887,-0.0496643526567705,0,0,0,0,0,0,0,0,-0.58663473982277,0.502875300324209,0,0,0,0,-0.129530095731902,1.01852390157186,0,0,0,0,-0.327086849370596
