,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0606015905213367,0.0849296452963967,0,0,0,0,0,-0.0131087434505788,0,0,0,0,0,0,0,0,0,0,-0.127635738493128,0.0220026594842048,0,0.516318319120761,-0.295306563550757,0.43681111312937,0,0,0,-0.048593825193581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120259540273086,0
X601318.CH.EQUITY,0,0,0,0,0,0.190694892057623,0,0,0,-0.0365068343059261,0,-1.38777878078145e-17,0,0.0905167634047724,0,0,0,0.0978854935998542,0,0,0.016118815715708,0,0,0,0,0,0,0,0,0.076340251351378,0.148933893825742,0,0,0,0,0.191830506721691,0,0.101430856395404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437746038723986,0
X601939.CH.EQUITY,0,0.0818978236643978,0,0.802212334624397,0,0,0.00154898685936348,0,0,0.0438352288173977,0,0,-0.0103327592817829,0.0144712034691562,0,0,0,0.0800872301852144,-1.73472347597681e-18,0,0,0,0,0,1.73472347597681e-18,0,0.0256977562393067,0,0,0,0,0,0,0,0,0,0,0.0686863427303512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.964692309147609,0,-0.00553910984195106,0,0,0,0,0,0,0,0,0,0,0.0148153398707234,0,0,0,0,0,0,0,0,0,0,0.0603042397169823,0,0,0,0,0,0,0,0,0.0402541956543586,0,0,0,-0.0761828858086664,-0.0818486955360165,0,0,0,0,0.00195590214677378,0,0,0,0,-0.0826609791646515,-0.0360524053328772,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.235527892489622,0,0.161707896403832,0,0,0,0,0,0,0,0.0884268785791648,0,0,-8.67361737988404e-19,0,0,0,-0.115902141767272,0,0,0,0,0,0.0715675368239281,0,0,0,0,0.455308634330076,0,0,0,0,0,0,0,0.0915835543511105,0,0.214738736253902,0,0,0,0.0324700767022553,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0,0
X601988.CH.EQUITY,0,0,0,0.0770190613505589,-0.0209925077020467,0,0,0,-0.0381267180658393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467798074383472,0,0,0,0,0,0,0,-0.0133175941512633,0,0,0,0,0,0,0,0,0,0,0,-0.127049416653993,0,0.99928645830033,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.103147998354764,0,0,0,0,0.163910277034539,0,0,0,0,0,0,0,0,0,0,0,0.296443230464906,0,-0.022425787571971,0,0,0,0,0.0754978507466988,0,0,0,0,0.153918030043115,0,0,0.0658336293675709,0,0.103091525650804,0,0,0,0.0984823874399675,0,0,0,0,0.133099094168995,0,0,0,0,-0.0256945524527997
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933056568412377,0,0,0,0,0.139084463099606,0,0.444357596781217,-0.13755534085154,0,0,0,0,0,0,0,-0.174825446386094,0.166466009666674,0,0,0,0,0.0328151926322909,0.10752345307011,0,0,-0.215015484700372,0,0,0.170208633795163,0.0566903993367471,0.0276745535260786
X388.HK.EQUITY,0,0,0,0,0.228482238749914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181082818140461,0.282152790006876,0,0,0.115968804685894,0,0,0,0,0,0,0,0,0.0912324157204504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238916470274509,0,0.162421033438019,0
