,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117233573328779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727830205454631,0,0.425825464981305,0.370066941753103,0.062520343099744,-0.248586258859122,0,0,0.165461010634833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533097777642765,0,0,0,0,0,0,0,0,-0.0207192857151861
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,-4.33680868994202e-19,0,0.839232210428058,0,0,0,0,0,0.0163952090631542,0,0,-0.0558568613352178,0,0,0,0.0383703587344476,0.129405047613916,0,0,0,0.00265862959233699,0,0,0,0,0.0312072690433599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716320076142306,0,0,0.00658216505756831,0,0,0
X601288.CH.EQUITY,0,0,0.952468146860973,0,-0.0657500798379154,0,0,0,0,0,0,0,0,0,0,0.0582527913457331,0,0,0,0,0,0,0,0,0,0,0.0536362050794618,0,0,0,0,0,0,0,0,0.0249229401132191,0,0,0.0216171122404464,0,-0.0752703178458246,0,0,0,0,0,-0.00101880237944424,0,0,0,-0.0945643978424283,-0.0417074778448079,0
X601628.CH.EQUITY,0.0186329291655471,0,0,3.46944695195361e-18,0,0,0,0,0,0.252906975756998,0,0.247397486291493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105959098597016,0,0,0,0,0,0,0,0,0,0,0.55250215522137,0,0,0,0,0,0,0,0,0.284961309616353,0,0,0,0,0.0169079728119369,-0.0307497368722083
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.0045588533470461,-0.13808801375784,0.0764031130843934,0,0.050646776316718,0,0,0,-0.0201919869480789,0,0,0,0,0,0,0,0,-0.0422947553429816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108047801595238,0,0,0,0,0,0,0,0,1.05175813385747,0,0.00190703093516721,0
X1299.HK.EQUITY,0,0,0,0,0.140579825296919,0,0,0,0,0,0,0,0.0440999456592117,0,0,0,0,0,0,0,0,0,0,-0.123757604893018,0.129845809616188,0,0,0.0687297380378833,0,0,0.178676594743126,0.332908758914421,0,0,0,0,0,0,0,0,0,0,0.145477536742237,0,0,0,0.0663950290194332,0,0,0,0,0,-0.00560431791317914
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168575758694151,0,0,0,0,0,0.0238206980397389,-0.00851289523721412,0.228118497816698,0.481691061230955,0,0,0,0,0,0,0,0,0,-0.0921680144810872,0.070204587869111,0,0,0,0,0,0.0522700103378054,0,-0.177317858401254,0,0.0516897839727763,0,0.129423675591573,0,0.016223976611477
X388.HK.EQUITY,0,0,0,0,0.266868206803832,0,0,0,0.122278685506997,0,0,0,0,0,0.0161240216704089,0,0,-0.428264988512508,0,0,0,0,0,0,0.53774598755775,0.222992735696434,0,0,0,0,0.122419754130222,0.0174742443831099,0,0,0,0,0,0,0,0,0,-0.0234941521599756,0,0,0,0.0746120580984154,0,0,-0.0875141496033736,0,0,-1.38777878078145e-17,0
X601658.CH.Equity,0,0,0.241718721304955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291238980819787,0,-0.0750726832806389,0,0,0,-0.105555342566856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342113860931647,0,0,0,0.522302504620133,0,0,-0.0988298627097887,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0381932216847965,0,0,-0.0973599666216916,0,0.0826117099689208,0,0,0.207492664448906,0,0,0.0541101595483746,0,0,0,0,0,0,0,0,-0.0400283854835276,0.0825635184932637,0,0,0,0,0,0,0,0.152665961855544,0,0.175723522382569,0,0,0,0.197020756283466,0,0.0324878675592291,0,0.137411109372976,0,0,0.0506007119034286,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.658434786742035,0,0,0,0.0305501770636812,0,0,0,-0.030104084288636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333623939345646,0,0.136252614122615,0,0,0.0535453718452261,0.00704126138055838,0,0,0,0,0,0,0,-0.014915839473291,0
X601166.CH.EQUITY,0,0,0,0,0,0.0998793115650592,0.222295851260596,0.0378039940120547,0,0,0.0441175799711064,0,0,0,0,0,0.0404234740411727,0,0,0,0,0.072525780448937,0,0,0,0,0,0,0,0,0,0,0.127917133866904,0,0.00882110960975085,0,0,0.0415399188668721,0.0079731928005006,0,0,0,0,0,0,0,-0.0295476697647255,0,0,0.405403295752218,0,0,0
X601328.CH.EQUITY,0,0,0,0.0463308611368468,0,0.112014928553197,0.0205377741479203,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0289680860920176,0,0,0,0,0.373193599662032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250127740172008,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.275683516000259,0,-0.0635469565815267,0,0,0,0.0747720939767143,0,0,0,0.139672340130447,0.047179148367651,0,0,0,0,0,0,0.112772752189323,0,0,0,0,0,0,-0.151354323575762,0,0,0,0,0,0,-0.021495988192957,0.142073065361681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134600169846091,0,0,0
X600000.CH.EQUITY,0,0,0.330310477550524,0,0,0.207618042981928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600878429361366,-0.165063737090567,0,0,0,0,-0.0667563870265756,0,0,0.0542377366602648,0,0.310481180432697,0,0,0,0,0,0.644597180661529,-0.128900214519651,0,0,-0.0248125924378351,0.0807898655475653,0,0,0.191459717366386,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.38469821493111,0,0,0,0,0,0,0.00946336585385378,0,0,0,0.0359016324701109,0,0,0,0,0.0190386847562987,0,0,0,0,0,0,0,0,0.0773570142316419,0,0,0,0,0,0,0,0,0.250266092079127,0,0,0,0.123269989857874,0.0286400886705705,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.202692714412795,0,0,0,0,0,-0.010771809838956,0,0,0,0,0,0.0964384318614133,0,0,0,0.134724236278649,0,0,0,0.0725532747882292,-0.0361437561807487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288586536915535,0,0,0.324134835223216,0,0,-0.0323518848665037,-0.00522708262104245,0
X601601.CH.EQUITY,0,0,0,0,0.348618005088759,0.110648626089291,0,0,0,0,0,0,0,0,0,0,0,0,0.252848698630384,0,0,0,0.0682963874492859,0,0,0,0,0,0.0525931905761725,0,0,0,0,0,0,0,0,0.0364053592706732,0,0,0,0,0,0.359402357001944,0,0,-0.176182321371207,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,-3.46944695195361e-18,0,0.282873406504214,0.0430814142840687,-0.0468177848885662,0,0,0,0,0,0,0.0356886205453932,0,0,0,0,0,0.0490652216223614,0,0,0,0.000993856539713567,0.0210310957799308,0,0,0.0604875896148415,-8.67361737988404e-19,0,0,0,0,0,0,0.113697178330347,0,0,0,0.455919643278187,-0.0356073012953813,0,0,-0.0433350439116805,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0315871077106261,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.105938625847904,0.111294691019124,0,0,0,0,0,0,0,0,0,0,0,0.133207609235457,0,0.210712854952769,0,0.0134533147634434,0,0.0157060501053826,0,0.088368788926549,0,0,0,0,-0.0621205582601279,0,0,0,-0.0739115301525457,0.0519545055379597,0,0,0.189721078400797,-0.0228246429127176,0,0,0,0.00209382976740765
