,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.142244729988289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036520148064483,0,0.42633459903818,0.295082599937108,0.0146011280119493,0,0,0,-0.0775366181830208,0,0,0.234246880695558,0,0,0,-0.272279592289514,0,0,0,0,0,0,0.0472050344369308,0,0,0,0,0,-0.293512009901255,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.185644009953535,0,0,0,0,0,0,0,0,0,0,0,0.0532199487152397,0.0939353621098084,0,0,0,0,0,0,0,0,0.0199549474211488,0,0.0687502677908277,0.00416758173208047,0,0,0,0,0,0,0.232605276501998,0,0,0,0,0,0,0,0,0.0759764401390574,0,0,0.217929728170683,0.105664709252582
X601939.CH.EQUITY,0,0.00323829084255838,0,0.813508230003616,0,0,0,0,0,0,0,0,0,0,0,0.0312654866387654,0.123249959677657,0,0.0255742944753865,0,0,0,0,0,0,0,0.02626658320069,0,0,0,0,0.0300278240382667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143442136379766,0,0.0117271542503159
X601288.CH.EQUITY,0,0,0.878376119743468,0,-0.0681979178682711,0,0,0,0,-0.00620368651319325,0,0,0,0,0,0.0831328089637139,0.0512304295459598,0,0.123120465926358,0,0,0,0,0,-0.0678656120995543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148097991678917,-0.112006306157122,0,0,0,0,0,0,0,0,-0.0484629072639749,0,0
X601628.CH.EQUITY,-0.0105326111450755,0,0,0,0,0,0,0,0,0.0395579382244896,0,0.408236251690061,0,0,0,0,-0.02981543924174,0,0,0,0,0.12534768109319,0,0,0,0,0,0,0,0,0,0,0,0,0.485408713268344,-0.127015825450503,0,0,0,0,0,0,0,0,0.0103198195303384,0.087265846664604,0,0,0,0,0.0902286503866986
X600036.CH.EQUITY,0,0,0.38756970302016,0,0,0,0,0,0.00873220526815972,0,0,0,0,0,0,0,0.122234379569775,0,0,0.00563909383267591,0.0203087211347829,0,0,0,0,0,0.191206635642187,0,0,0,0,0.168400197954022,0,0,0,0,0,0,0,0,0,0,0,0.0250187576545952,0,-0.00890247187758202,0,0,0,0,0
X601988.CH.EQUITY,0,-0.000425886216638846,3.46944695195361e-18,0,-0.0402801190244433,0.137395522749342,0,0,0,0,-0.0752763258659813,-0.0885867434136012,0,0,0,0,0,0,0,0,-0.0172809474823966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122152805966758,0,0,0,0.0284903373389757,0,0,0,0,-0.0494546633857162,1.0806797117127,0
X1299.HK.EQUITY,0,0,0,0,0.257023232675024,0,0,0,0,0.182065639255657,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236489322981373,0.0735464074222042,0,0.395172264209064,0.187887552204313,0,0.110343726759446,0.182148076603284,0,0,0,0,0,0,0,0,0,0,0,0,-0.0973007852738654,0.105573405298407,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357164669994855,0.283503964689057,0,0,0,0,0,0,0,-0.223706355110998,0,0,0,0,0,0,0,0,0.0331925284096553,0,0,0,0,0.365842677569975,0,-0.0325364290201821
X388.HK.EQUITY,0,0,0,0,0.284774777737913,0,0,0,0.105536351419513,0,0,0,0,0,0,0.093996620758352,0,-0.391669295012359,0,0,0,0,0.27834178228002,0,0.206986181733899,0,0,0,0,-6.93889390390723e-18,0.0037698393426775,0,0,0,0,0,0,0,0,0,0,0,-0.170583744115141,0,0,0.220775475045496,0,0,0,0,0.0685176670193595
