,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.111066785898505,0,0.0506187350893484,0,0,0,-0.0758115558693009,0,0,0,0.482544470438615,0,0,0,-0.0723996070552297,0,0,0,0,0,0,0,0,0,0,0,0,0.0567702907353207,0,0,0,0,0,0,0,0.0897159605112492,0,0,0,0,0,0.218744099486234,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0
X601939.CH.EQUITY,0.328690247320838,0,0,0.29248803427702,0,0.0892388157162979,0,-0.0475334340619076,0,0,0,0,0,0,0.136764096742706,0.0323116200594993,0,0,0,0,0,0,0,0.0719157688583401,0,0,0,0,0,0,0,-0.0111906630689451,0,0,0,0,-0.108553977569162,0,0,0.333890389731799,0,0,0,0,0,0,-0.040357023715746,0,0,0.011794412731476,0
X601288.CH.EQUITY,0.371889072559236,0,0.124025720682286,0,0,0.235336873440315,0,0,0.111728078984129,0,0,0,0,0,0,0,0.0645826248359038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110326247922007,0,0,0,0,0,0,0,0,0.177014137946918,0,0
X5.HK.EQUITY,0,0,0.0596193293544794,0.230662410958292,0,0.126724585676638,0,-0.406865142790433,0,0,0,0,0.109745061041816,0,0,0,0,-0.00119544745249724,0,0,0.41314930975939,0,0,0,0,0.499775679782787,0,0,0,0,0,0,0,0.100496636714344,0,0,0,0,0,0,0,0,0,0,-0.200271757033371,0,0.115324796000965,0,0,0,-0.00665068316031195
X601988.CH.EQUITY,0.230268702580389,-4.33680868994202e-19,0.220371943161079,0,0,0,0,0,0.100769140962411,0,0.0814088837889987,0.0861324674454224,0,-0.294417540885248,0,0,0,0,0,0,0,0,0.0377067258657777,0.237350406658861,0,0,0,0.117225409670675,0,0,-0.0367608578272006,0,0,0,8.67361737988404e-19,0,0.00893161051436032,0,0,0,0,0,0,0.0934274855542748,0,0,0,0,0,0,0.0462936308299824
X600036.CH.EQUITY,0,0,0,0,0.0983144259568958,0,0,0.24899418417892,0,-0.0409672567217605,0.00909128712929463,0,0.294404487474649,0,0.261387372429215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969370635157998,0,0.00932080970864812,0.0893431045408699,0,0,-8.67361737988404e-19,0.122148222850645,0,0.0145505324568599,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.209216254711726,0.266321117241378,0,0,0.156305746025436,0,0,0,0,0.0271286210306653,0,0,0,0,0,0,0,0.0710707640368365,0,0,-0.17906786084135,0,0,0,0,0,0,0.265385773144113,0,0,-0.32270154152984,0,0,0,0,0,-0.0840922317952003,0,0,0.0349688226678633,0,0,0,0,0,0,0,0,0,0,0.0523892873930483
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127661210575004,0,0,0,0,0,0,0,0.303159407451495,0,0,0,0,0,0,0.0128522451257896,-0.0124130890844494,0,0,0,0,0,0,0,0,0,-0.217364806167461,0,0,0,0.0443148258478382,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0265827394930675,0,0,0,0.447801021795628,0,0,0,0,0,0,0,8.67361737988404e-19,0.247133833805411,0,0,0,0,0,0,0,0,0,0,0,0,0.0484461887782821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177314764145737,0.00864050225752325,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0082696370014283,0,0,0,0,0,0,0.544603022174571,0,0,0,0,0,0,0,0,0.195184243165074,0,0,0,0,0,0,0.0568244874520253,0,0,0,0.0555113067443721,0,0,0,0,0,0,0.100307150240159,0,0,0,0.0397296611592171,0,0,0,0,0,-0.0148779876670948,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.159134558752614,4.33680868994202e-19,0,0,0,0.435998894761051,0,0,0.0120925084292726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806783575286792,0,0,-0.0395594839872646,0,0,0,0.0434993228499659,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0470206759324146,0,0.169054745490117,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234068932042328,0,-0.0551028251946037,0,-0.0119830357518757,0,0.130544435916995,0,0,0,0,-0.126331738253357,0.328981734714087,0,0,0,0,0.163975945083553,0,0,0,0,0.0942914921719495,0,0,0.0920505978387863,0.021490409887665,0,0,0,0,-6.93889390390723e-18,0.000710877388088137
X000001.CH.EQUITY,0,0.0964597629534117,0.0965121770142727,0,0,0,0.0179085616021266,0,0,0,0.245231408765645,0,0,0,0,0.00596659846830355,0,0,0,0,0.160241894181038,0,0,0,0,0,0.178111486425324,0,0,0.0746528929378283,0,0,-0.234083461964635,0,0.0978964686142854,0.0377257227983682,-0.0996051636590361,0,0,0,-0.0142400108528916,0,0,0,0,0,0,0.312844208858585,0,0,-0.0371316366230419
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.255046508734976,0,0.270757631479921,0,0,0,0,0,0,0,0,0,0,0,0.373124511730869,0,0,0,0.054429305558007,0.00940719760111864,0,0.190678658662865,0,0,0,0,0,0,0.0584114595624274,8.67361737988404e-19,-0.0471044523800251,0.182748399495945,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.307656817601994,0,0,0,0,0,-0.0822127576887434,-0.0440726485965344,0,0,0,0,0,0,0.0741232831741669,0,0,0,0,0,0,0,0.331370520636623,0.0270144099644883,0,0,0,0,0.128559707609404,0.302945696388086,0,-0.0535387792801271,0,0,0,0,0,0.0880503425509941,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.0188203976957889,0,0,0.0807240080681601,0,0,0,0,0.080900972924357,0,0,0.156483237876591,0,0.307432286726251,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.292718293724779,0,0,0,0.336411853229982,0,0,0,0,0,0,0,0,-0.143670317473133,0
