,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.253183396880917,0.0647584468395826,0,0,0,0.342234323218889,0,0,0,0.130563376327478,0,0,0,0.0262916100540634,0,0,0,0,0,0,0,0.119829452174135,0,0.00359581078091807,-0.0118810743922213,0,0,0,0.034945700528349,0,0,0,0,0,0,0.118735453795172,0,0,0,0,0,0,0,0,0,0,0,-0.00945811989713445,0
X601318.CH.EQUITY,0,0,0.298159287410563,0,0,0,0,0,0.0783613450704255,0,-6.93889390390723e-18,0,0.00308036825966794,0,0.21489903703964,0,0,0,0,0,0.0214546332178883,0,0,0,0,0,0,0,0.0817314261869888,0,0,0,0,0,0,0.0706508832673959,0,0,0,0,0.0875597643061354,0,0,0,0.0405047203974261,0,0,0,0,0,0
X601939.CH.EQUITY,0.364408099648722,0.169545798413453,0,0,0,0,0,0.23186154535602,0,0,0,4.33680868994202e-19,0,0,0,0,0.134444028026079,0,0,-0.0876696604263854,0,0,0.000974055695782503,0,0,0,0,0,0.181616778162742,-0.0642777416272819,0,0,0.237683576499419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645620899527555
X600036.CH.EQUITY,0,0,0,0,0,0.273121488984967,0,0,0.0118127757025754,0,0,-0.0163004789936999,0.184100213827349,0,0,0.0590804235858085,0,0.259893323292039,0,0,0,0,0.385426443886876,0,0.00329372310866713,0,0.0228792352380426,0,0.0141761146895165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414583840539522
X601288.CH.EQUITY,0,0,0,0,0,0,0.0165103543900019,0.495151762475774,0,-0.0831844356017212,0,0.0935095087989112,0,0,0,0,0,0.0216781634871135,0,0,0,0,0,0.122882861952242,0.0638132550828854,0,0,0,0.0881432474647551,0,0,0,0.0407219404320753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481573391183433,0,0.011731950706428,0
X1299.HK.EQUITY,0,0,-0.0476168808308003,0,0,0,0,0,0,0.110365730274745,0,0,0,0,0,0,0,0,0,0,0,0.036898216916204,0,0,0.133123560461906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136485889362565,0,0.079211194503947,0.232286454913101,0,0.155189425881088,0,0,0,0,0.238599471202414,0
X601628.CH.EQUITY,0.0561468488522804,0,0,0,0,0,0,0,0,0,0,0,-0.0327705918403339,0,1.73472347597681e-18,-0.118718828211711,0,0,0,0.0944249552421555,0,0,0,0,0,-0.132114539902378,0,0,0,0,0,0,0,0,0.534922466271731,0,0,0,0,0,0,0,0,0,0,0,0,0.00201425348535415,0,0,0.0535544565981357
X601988.CH.EQUITY,0,0,0.0527054373417998,3.46944695195361e-18,0.522269069184673,0,0,0,0,0.052970072126735,0,0,0.167692210109916,0,0,0,0.0581707163210208,0,0.0728404979581641,0,0,0,0,0,0.107205891559716,0,0,0.0305197125197922,0,0.0473308188484079,0,0,0,0,0,0,0.05997713969616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.237597824358857,0,0,0,0,0,0,0,-0.0504997459629246,0,0.102407707050269,0,0,0,0,0,0,0,-0.180883534257015,0,0,0,0,0.154425465827846,0,0.215549147239224,0,0,0,0,0,0.015180059404197,0,0,0,0,0,0,0,0,0.100983213232628,0,0,0.158758810169695,0,0,0,0,0,-0.173467929034316
X388.HK.EQUITY,0,0,0,-0.364791242127809,0,0.270273475168202,0,0,0,0,0.0625480897369651,2.16840434497101e-19,0,0,-0.0197119943740762,0,0,0,0.225658703079125,0.34591076236191,0,-0.000898752720206959,0,0,0,0,0,0,0,0,0,0,-0.0810128323775983,0,0,0,0,0,0.173564398577051,0,0,0,0,0,0,0.0752521244001338,-0.0186767102316668,0,0,0,0
