,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.238523803257451,0.0682888458212752,0,0,0.250040678431293,0,0,0,0,0,0,0.234324389428154,0,0,0.0716056042713928,0,0,0,0,0,0,0,0,0,0.143081259961066,0,0,0,0.00536330045412121,0,0.0954295646094035,0,0,-0.13548194219871,0,0,0,0,0.0884022788165906,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.20451750312743,0,0,0,0,0.513518517853695,0,0,0,0,0,0,0.0442883348520851,0,0,-0.0947955777641847,0,0,0,0,0,0,0,0,0,-0.045412201510661,0,0,0,0,0.209602915204227,0.0459715143189651,0.238316322603995,0,0,0,-0.0630477032056944,-0.205992898734355,0,-0.153386992176411,0,0,0.098843908548186,0,0,0,0,0,0,0,-0.0751113909371645
X600000.CH.EQUITY,0.173610702090857,0,0,0,0,0,0,0.273531378235778,0,0,0.204650844128017,0,0,0,0,0.195517404158397,0,0,0,0.0327818531540459,0,0.0276105112547013,0,0,0,0.125605813308357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.00335892975365016,0.111970981547145,0.0308634962064769,0,0,0,0.166951378715619,0,0,0.0443826236572588,0.0125238203083342,0,0.0830788674839796,0,0.0220030540613564,0,0,0,0,0,0,0.15966220945017,0,0,0,0,0.17486422083291,0,0,0,0.0687744722631529,0,0,0.141235459299065,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0320631936579891,0,0,0.431218745052823,0,0,0,0,0.0406196163286728,0,0,0,0,0,0,0,0,0,0,0,0.298635290643767,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208476915640491,0,0,0
X600036.CH.EQUITY,0.505620177769077,0,0.0802240137623148,0,0,0,0.0272691781827418,0,0,0,0,0,0,0,0,0,0.0105213222513083,0,0,0,0.0293754382902091,-0.0887758526867374,0,0,0.00591888122022823,0,0.0709026684218346,0,0,0,0,0,0,0,-0.0353979725703545,0.256353711719006,0,0,0,-3.46944695195361e-18,0.0633509873859349,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.173575541670773,0,0,0,0.0890537711855945,0.289913961497882,0,0,0,0.0001666037920501,0,0,0.271301389921656,0,0,0.0354603575461207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122043563071362,0,0,0
X601169.CH.EQUITY,0,0,0.111959940087878,0.26411851670998,0,0,0.117042663467163,0,0,0,6.93889390390723e-18,0,0,0,0.114580999035099,0,0,0,0,0,0,0.0656075756664427,0,0,0,0,0.0182817155740375,0,-3.46944695195361e-18,0,0.0603175862512909,0,0.229841470590187,0,0,0.0617535076743474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.185666167098346,0,0,0.162702559961716,0,0,0,0,0,0.44242225482142,0,0,0,0.228204394627253,0,0,0,0,0,0.154356566445652,-0.154902147293729,-0.093422176497126,0,0,0,0,0.00071472311572519,0.208890362093117,0.139125539596359,0,0,0,0,0.100737553081967,0,0,0,0,0,0,0,0,-0.0701404310732981,0,-0.121919761635687,0,0,0,0,0,0.027087281732185
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.213405250473424,0,-3.46944695195361e-18,0.40381488171008,0,0,0.242329967600988,0,0,0,0,0,0.0253032958205519,0.0824990368639574,0,0,0,0,0,0,0,0.0341707076404115,0,0,0,0,0,0,0.0116398846383622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.509823805192989,0,0.174792269609114,0,0,0,0.01601020122744,0,0,0,0,1.73472347597681e-18,0,0.0978071801963853,0,0,0,0,0,0,0,0,0,0,0,0,0.0845667775815586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957263231592307,0,0,0,0,0
X601398.CH.EQUITY,-1.38777878078145e-17,0.0963178099337262,0,0,0,0,0,0,0,0.226836198336426,0,0,0,0,0,0,0.0756143172915806,0,0,0,0,0,0,0,0,0,0,0,0,0.0587138453327869,0.222002135297575,0,0.139898951707164,0,0.0442825918214006,0,0,0,0,0,0.0881647195140576,0,0,0,0,0,0,0,-0.0235393783371063,0,0
