,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0827812061677145,0,0.0909190184317183,0,0,0,0,0,0,0.472579980349885,0,0,0,0,-0.222205796939658,0,0,0,0,0,0,0,0,0,0,0,0.105109662754651,0,0,0,0.0714168411204646,0.121914822659073,0,0,0,0,0,0,0.0153537648146893,0,0,0,0,0,0.0726450650178646,0,0,0.21966572981591,-0.0608497348056723,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0,0,0
X601939.CH.EQUITY,0.478039688475306,0,0,0.00555777376043321,0,0.179373287037591,0,0,0,0,0,0,0,0.0625201982563312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370732093752564,0,-0.115924777290984,0,0.0464355660454749,0,0,-0.045537500495247,0,0,0,0,0,0
X601288.CH.EQUITY,0.514150250963075,0,0.172619790046304,0,0.13771594600473,0.0115477863204978,0,0,0.0785856552548118,0,0,0,0,0,0,-0.0662987002377279,0,0,-0.0142524834355762,0,0,0,0,0,0,0,0.0966396149055223,0,0,0,0,0,0,0.0121058211045542,0,0.0374394103476805,0,0.0764296662856814,0.174529291963764,0,0,0,0,0,0,0.0055905711511714,0,0,0,0,0,-0.0635405331678743
X5.HK.EQUITY,0,-0.129771782251821,0.193758708383454,0.174932834882673,0,0,0,-0.168596541622373,0,0,0,0.240545652968719,0,0,0,0,0,0.518174341604625,0,0,-0.0659266607451975,0,0,0.18229506949061,0,0,-0.168670236730362,0,0,0,0,0,0,0,0,0.0276523778164983,0,0,0,0,0,0,0,0,0,0.122980395498638,0,0,0.117497083821513,0,0,0
X601988.CH.EQUITY,0.0766088503238467,0,0.173207590989209,0.121486322872486,0,0,0,0,0.124766333783487,0.0983512532822467,0.168998603281668,0,-0.28840608653516,0,0,0,0,0,0.0183636615626237,0,0,-0.0852392669125553,0.259276055975124,0,0,0,0.111018286158893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322261977409221,0,0,0,0,0.0174619562714541,0,0.000935160511979069
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.228209354035108,0,0,0,0,-0.0698485568284773,0,-0.0757267350013694,0,0,0.267032649885726,0.259556753213139,0.141887471993839,0,0,0,0,0,0,0,0.121348025920921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162946552698828,0,0,0,0,0,0
X601628.CH.EQUITY,0.223327537238994,0.14614718774109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0094359672899175,0,0,0,0,0,0,0,0,0,0.204623814503894,0,0,0,-0.00569285030178326,0,0.0400262856443376,0,0,0,0,0,0,0,0,0,0,0,0.0462148656026679,0,-0.016370418310185,0,0.340140711861369,0,0.0478830208339407
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
