,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.111066709791597,0,0.0506181960692042,0,0,0,-0.0758175822496966,0,0,0,0.482545577315242,0,0,0,-0.0723965080420811,0,0,0,0,0,0,0,0,0,0,0,0,0.0567698792824895,0,0,0,0,0,0,0,0.089717668867163,0,0,0,0,0,0.218749796083325,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0799157698077063,0,0.139778266785379,0,0,0.118140008446507,0,0.0902302828551236,0,0,-0.103924339526811,0.0974440588900189,0.0184560690546911,0,0,0,0,0,-0.078886548304244,0,0,0,0,0,0,0,0,0,0,0,0,0.180680525787742,0,0,0,0,-0.232370497099376,0,0.354732320134412,0.188075283030656,0.154210350130631,0,0,0,0,0,0.210953136061165,0,0,0
X601939.CH.EQUITY,0.328698573679802,0,0,0.29247934072833,0,0.0892447249775019,0,-0.0475341672406557,0,0,0,0,0,0,0.13676444390081,0.0323117586168909,0,0,0,0,0,0,0,0.0719162871241412,0,0,0,0,0,0,0,-0.011187652069854,0,0,0,0,-0.108555941780073,0,0,0.333887959944931,0,0,0,0,0,0,-0.0403634792725268,0,0,0.0117982208911074,0,0,0
X601288.CH.EQUITY,0.371779294712571,0,0.124135974761351,0,0,0.235343154189436,0,0,0.111795657637347,0,0,0,0,0,0,0,0.0645877472764956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110203980686874,0,0,0,0,0,0,0,0,0.177114227848599,0,0,0,0
X5.HK.EQUITY,0,0,0.0596194817989516,0.230663540575092,0,0.126728522246746,0,-0.406861920170043,0,0,0,0,0.109746395056989,0,0,0,0,-0.00119508753804926,0,0,0.413146668494318,0,0,0,0,0.499776854870434,0,0,0,0,0,0,0,0.100499644379054,0,0,0,0,0,0,0,0,0,0,-0.20027453685653,0,0.115322152719121,0,0,0,0,0,-0.00664884466413936
X601988.CH.EQUITY,0.230274061700079,0,0.220359001769496,0,0,0,0,0,0.100769246516897,0,0.0813970312600739,0.0861114280121475,0,-0.294443254920794,0,0,0,0,0,0,0,0,0.0376970873540356,0.237389701419515,0,0,0,0.117241662829991,0,0,-0.0367411068100903,0,0,0,8.67361737988404e-19,0,0.00891879508834675,0,0,0,0,0,0,0.0934356106945394,0,0,0,0,0,0,0,0,0.046294772289182
X600036.CH.EQUITY,0,0,0,0,0.108607782366976,-0.051274245726611,0,0.255987114621023,0,-0.0451066823741875,0.0108231850615481,0,0.346779637882362,0,0.244802663348146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076726656291548,0,0,0.0831237735666963,0,0,-8.67361737988404e-19,0.123689316964826,0,0.038612536820864,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0761422712796448,0,0,0,0.118907667274069,0,0,0,-0.148233021435469,0.0449105981142776,0,0,0.362322460799832,0,0.249921930877259,-0.0175761213178425,0,0,0,0,0,0.054939461655509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.209216254711726,0.266321117241378,0,0,0.156305746025436,0,0,0,0,0.0271286210306653,0,0,0,0,0,0,0,0.0710707640368365,0,0,-0.17906786084135,0,0,0,0,0,0,0.265385773144113,0,0,-0.32270154152984,0,0,0,0,0,-0.0840922317952003,0,0,0.0349688226678633,0,0,0,0,0,0,0,0,0,0,0,0,0.0523892873930483
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127661792894665,0,0,0,0,0,0,0,0.303158591193227,0,0,0,0,0,0,0.0128504832448268,-0.0124166695715771,0,0,0,0,0,0,0,0,0,-0.217359610706927,0,0,0,0.0443114128721961,0,0,0,0,0,0,0
