,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.242043842927159,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0458023834993923,0,0,0,0.173822711026624,0,0,0,0,0,0.0887692855745749,0.0454024327397114,0,0.0414686683003396,0,0,0,0.270836846663132,0,0,0,0,0,0,0,0,0,0,0,0.127915070558619,-0.164478037951119,0,0.0153156162461247,0,0,-0.0509345986177041,-0.134913094268317
X601939.CH.EQUITY,0.132095642279608,0,0,0.151312613721933,0,0,0,0,0,0,0,0,0,0.387799796837276,0,0,0,-0.116856756332407,0,0,0,0.0144984990024259,0,0,0,0.234445350285315,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264170430173551,0,0,0,0,0,0,0,0,0.0293470128842287,0.0328026450135066,0,0,0,0.0729964203026622
X601318.CH.EQUITY,0,0,0,0,0.264564867017258,0.0109360181939691,0,0,0,0,0,0,0,0,0.021736112840099,0,0.0226216588369351,0,0,0,0,0,0.0292390329061835,0,0,0,0,0.0808577007815689,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.396997781814464,0,0,0,0.1454927490385,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.573839452313893,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.111399265331463,0,0,0,0,0,-2.16840434497101e-19,0,0.170303644334499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576612086338813,0,0,0,0,0,0,0,-0.055783149487374,0.0300510761299141,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.436497280478495,0,0,0,0,0,0.203402523490298,0,0,0,0,0,0.335205428913434,0,0,0,0,0.15726332748313,0,0,0,-0.0422066588341244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437362193577504,0,-0.0338806701061331,0,0,0.20094374348986,0,0,0,0,0.0183685579113107,0,0,0,0.378626166018944
X600036.CH.EQUITY,0,0.161256353693547,-8.67361737988404e-19,0,0,0,0,0.14571647774808,0,0,0,0,0.229859076931951,0,0,0,0,0,0,0,0,0,0.0889188659505601,0,0,0,0,0,0,0,0,0,0.00928341937341438,0.296496045742024,0,0,0,0,0,0,0,0.061115575682005,0,0,0,0,0,0,0.00488534311619367,0,0.0217402787021141,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222772349512032,0,0.0438994295133621,0,0,0.187388437474725,0,0,0,0,0,0,0.103678299752664,0.0388096044378821,0,0,0,0.0476838017873042,0,0.0209375384425229,0,0,0,0,0,0,0,0,0,0,0.290795760868748,0,0,0,0.0399980171216979,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.408600715981363,0.02597802831671,0,0,0,-0.139046644736191,0,0,0,0,0,0,0,0,0,0,0,0,0.10193942799389,0.0476657117188379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10433194444156,0,0.108026188885761,0,-0.0119768232830214,0,0,0,0,0,0,0,-0.0398862061168458,0.0580317366875543
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062964271991091,0.125338798967885,-0.273970773740196,0,0.07861676868762,0,0,0,3.46944695195361e-18,-0.478934073900755,0.89231004020224,0.0339827859946131,0,0.577205637105592,0,0,0,0,0,0,0,0,0.0231892117135062,0,0,0,0,0,0,0,0,0,0.0975089856804464,0,0,0,0,0,0
X601658.CH.Equity,0,0.0995507185648188,0,0.128328548899453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370753210151745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169135434107566,0.0966480027050691,0,0,0,0,-0.044174947354848,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187168347693883,0.0489337256108644,0,0,0,0,0,-0.0365170434133586,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.478042433723075,0,0,0,0.0350661192778281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924063653137432,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.123773377383696,0.264041815922422,0,0,0,0,0,0,0,0,0.0459285233094149,0,0.0459674639573428,0,0.23599609920469,0,0,0,0,0,0,0.0539327202350829,0,0,0,0,0,0,0,0.0712815700868983,0.0755828900083227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035007124615717,0,0,0,0
X601166.CH.EQUITY,0,0.0903976598465344,0,0.0919930142776565,0,0.101306417331643,0,0,0,0.0373502972603739,0,1.73472347597681e-18,0,0.157804665397273,0.126011902189038,0,0,0,0,0,0.0693745526129703,0.0722546323578797,0,0,0,0,0,0,0,0.173548530912641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198999357645804,0,0,0,0
X600000.CH.EQUITY,0,0,5.42101086242752e-20,0.227116600364097,0.0314337570104693,0.116702337768886,0,0,0.067413042507649,0,0,0.0875392775065324,0.183225786384043,0,0,0,0,0,0,0,0,0.0506370263391021,0,0,0,0,0,0,0,0.0881246494040627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534838838293979,1.73472347597681e-18,0,-0.0148390180581193,0,0
X000002.CH.EQUITY,0,0,0.0656579299811556,0,0,0,0,0,0,0,0,0.0160668943349503,0,0,0,0,0,0,0.0885557843234865,0,0.053839557962348,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.34863021322792,0.141040775429452,0.208078893616695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293640776651076,0,0,0.0869549342695179,0,0,0,0,0,0,0,0.0177350429926831,0,0,0.313018289210443,0,0,0.0711007080572151,0.169484198263604,0,0,0.00757918658273262,0,0,0.0392994798181904,0,0,0,0,0,0,0,1.73472347597681e-18,0.0540169937739858,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.217612746137106,0,0,0,0,0,0,0,0,0,0,0.0403371568112013,0,0,0,0.183139104632807,0,0.101051381912266,0,0,0,0,0,0,0,0,0.0745641376328401,0,0,0,0,0.354816823035434,0,0,0,0.0932433346963147,-0.105119575683354,0.0745297246559517,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,-4.33680868994202e-19,0,-0.118283181659498,0.026437190075058,0,0,0,0,0,0,0.643270519033494,0,0,0,0,0,0,0,0,0.0352927900931018,-0.0539946390782027,0,0,0,0.0641747269976575,0,0,0.104268231412422,0,0,0,0,0,0,0.146972633841381,0,0,0,-0.0226397370694441,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768205162998616,0,0,0,0,0,0,0,0.141174741070484,0,0,0,0,0,0,0,0,0.0129299069099141,0,0,0,0,0,0,0.152777804639677,0,0,0,0.0214048078690188,0.101024787035433,0.435602803447649,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477156792830579,0,0,0,0,0,0,0,0,0,0,0,0.0395441350761972,0.0992248704631032,0.203243245726533,0,0,0,0,0,0,0,0.0978856826323751,0.121170734641632,0,0,0,0,0,0,0,0,0.00684904645222618,0,0.238256526423958,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.645387104845947,0,0.0465911740126726,0,0,0,0,0,0,0,0,0,0.0318887215509648,0,0,0,0,0,0,0,0,0,0,0,0.1398960307958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0116306923029258,0,0.0278799762923269,0,0,0,0,0,0,0,0.348945187965071,0.133257852660767,0.0404475409116524,1.73472347597681e-18,0,0.361026790157384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.227234099298203,0,0,0.146554133419792,0,0,0,0,0,0,0,0,0,0,0.182372354654308,0,0,0,0.0530321378764142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109898663063989,0,0,0,0,0,0.314862232514416,-0.317430462860885,0,0,0,0,0,0,0,0.0736200222598541,-0.0946404170596783
X2388.HK.EQUITY,0,0,0,0,0,0,0.124494412402703,0,0,0,0.0377306548862125,0,0,0,0,0,0,0,0.0806541642006642,0,0,0,0,0,0.293700885951655,0,0,0,0,-0.00899341060095613,0,0,0.104197527176554,0,0,0,0,0,8.67361737988404e-19,0.00637805465964814,0,0.308472351509949,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0257578780121906,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.250279761733842,0.289848322075586,0,0,0,0,0,0,0,0.0349351426693969,0,0,0,0,0,0,0.186169212232104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187795744123139,0,1.0842021724855e-19,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0216332669860593,0,0
X601998.CH.EQUITY,0,0.405775956936205,0,0,0.128685599662426,0,0,0,0.0765027988936869,0,0,0,0,0.189877678253856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807441686875383,0.0507526552737858,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.135113208878761,0,0,0,0.0474303990005459,0
X1109.HK.EQUITY,0.232877627202658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154218191477671,0,0.0428417828532678,0,0,0,0,0,0,0.432661878535268,0,0,0,0,0.0306892061592734,0.0967498972485202,0,0,0,0,0,0,0,0,0,0.0558303156835157,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X267.HK.EQUITY,0,0,0.0488571920305115,0,0,0,0,0,0.201791033771454,-0.134113201032193,0.183874028461114,0,-0.0464278996911022,0,0,0,0,0.0391808823805628,0.185378146074942,0.184691833904987,0,0,0,0,0,0,0.142944315481675,0,0,0,0,0,0,0,0,0.027569483708721,0,0,0.025642285279338,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132729890304351,0
X2007.HK.EQUITY,0,0,0,0,0,0,0.0185851399735668,0,0.0600441380764137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.367786338767067,0.05623609861404,0,0,0,0,0.168533505876552,0,0.063596836152805,0,0,0,0,0,0.0089046844800275,0,0.156139678913529,0,0,0,0,0.0268643939275983,0.159314509075423,0,0,0,0.0440834200811275
X601818.CH.EQUITY,0,0.302818547926265,0,0,0,0,0,0,0,0,0,0.231087888598846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429016168331999,0,0,0,0
