,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0178427959511893,0,0.00611556560988229,0,-8.67361737988404e-19,0,0,0,0,0,0.466478587095481,0,0,0,-0.096767828882314,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0504047270932479,0,0,0,0,0,0.0621716806923915,0,0,0.0893626617056944,0,0,0,0,0.20952174706593,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111975347775528,0,0,0.290657129251518,0,0.22558604320119,0,-0.0426586976341975,0,0,0.0460735066217186,0,0,0,0.11356747069619,0,0,0,0,0,0,0,0.0803738996027957,0,0,-0.0060675409731959,0,0,0,0,0,0,0,0,0,0,0,-0.116474480299445,0,0.384084142662628,0,-0.0510771276935361,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.32225115219103,0,0.251004727715046,0,0.121234429806133,0.264217596153635,0,0,0,-0.190587395020872,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0585536159802337,8.67361737988404e-19,0,0,-0.179570235232199,0,0,0,0,0,0,0,0,0.00156677799432563,0,-0.083827272243597,0,0,0,0,0.136848171364078,-0.00699521581755195,0,0,0,0,0,0,0,0,0,0,0,-0.0196247762526112
X5.HK.EQUITY,0,0,0.0379730089603687,0.207099915003521,0,0.145181149620951,0,-0.359511743540543,0,0,0,0,0.0653292842114117,0,0,0,0,0,0,0,0,0.388111461580935,0,0,0,0.453100965995797,0,0,0,0,0,0,0.0710298017769061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186292797534777,-0.0894909315069858,0,0,0,0
X601988.CH.EQUITY,0.223602932579019,0.0849460163625368,0.32725228125493,0,0,0,0,0,0.116273949449786,0,0,0.145476528737295,0,-0.225203759173051,0,0,0,-0.11086600639337,0,0,0,0,0,0.14328389156525,0.0805999734963002,0,0,0.1332351194871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323568304805198,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718787286971147,0,0,-0.022544273443936,0,0.0286285205507851,0,0,0,0.312755867585124,0,0.126976338553132,0,0,0,0,0,0.151991742164565,0,0,0,0,0,0,0,0,0,0.0419351182256208,0,0,0,0,0.101675755466655,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0741768036539612,0.225185806862647,0,0,0.142547496543454,0.00283257685010144,0,0,0,0,0.0700021363579346,0,0,0,0,0,0,0.0298942507166322,0,0,0,-0.156957876453745,0,0,0,0,0,0.154089109592689,0,0,-0.117342323221832,0,0,0,0,0,0,-0.113804063742416,0,0,0,0,0.145373557827241,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.12061039494056
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107302230111119,-0.0263017421333387,0,0,0,0,0,0,0,0.233455222988731,0,0,0,0,0,0.0663913308046674,-0.0338856980538044,0,0,0,0,0.218411228155473,0,0,0,-0.184764892930965,0,0,0,0,0,0,0,0,-0.0831770438143032,0,0,0
