,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.521220808898406,0,0.0754664691979635,0.031146276955357,0.092224947663977,0.0503468148844414,0,0,0,0,0,0,0,0.0257242364473026,0,0.0402555516171852,0,0.0628973983858161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072555158761132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493257567009009,0,0,0.0357311653117019,0,0,0,0,0,0.141377728699275,0,0,0,0,0,0,0,0,0,0.0131460895303064,0,0,0,0.0113396841887369,0,0,0.159083021549603,0.0505765241267706,0,0,0,0,0,0,0,0,0,0,0,0,0.0547930832388643,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.461832161116834,0,0.0454819954758578,0,0,0.0303897980894775,0,0,0,0.0940321165104392,0,0,0,0,0,0,0.18349012717733,0,0,0,0,0,0,0,0,0.00861600784574571,0,0,0.130992641381957,0.0349499382730225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.310060676157427,0,0,0,0,0,0,0,0.321213661169609,0,0,0,0.211346887235417,-0.372265229710315,0,0,0,-0.0486707848360069,0.158920400991271,0,0.141889745640928,0,0,0,0.277424593860815,0,0,0,0,0,0,-0.0651156935311758,0,0,0,0,0,0,0,0,-0.0800358723294265,0,0,0,0,-0.175267904022477,0
X601988.CH.EQUITY,0,0,0,0.215799542258917,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.315300572794791,0.0763736234852545,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0145312096723022,0,0,0,0.111563377983259,0,0.207642648466871,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.132002031252424,0,0,0,0,0,0,0,0.0153706283726368,0,0.244327076159676,-0.0578253343117579,0,-0.0206238399823314,0,-0.0138464734656857,0.0714832879157548,0,0,0,0,0,0.381785236780806,0,0.110866609180242,0,0,0.0936587626917476,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0480692798217244,0,0,0,0,-0.037908967096949,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0138008798738631,0,0,0,0,0,0,0,0.0621025669873819,-0.0315484566397116,0,0,0,0,0.257388618169679,0,0.0845261978895257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301772679936276,0,0,0,0,0.0600926626792943
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0.0815019933510935,1.38777878078145e-17,0,0,0,1.73472347597681e-18,0,0.00890681919933759,0.245985852468597,0.0262592533084022,0,0,0,0,0,-0.063599955252045,0,0,0,0,0,0,0.162895166012952,0,0,0,0,0.227517937273655,0,0,0,0,0,0,-0.0414014587372363,0,0,0.214681268859872,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849202498505425,0,0,0,0.0365161157079414,0.0101695742425014,0,0,0,0,0.113621161296334,0,0,0,0,0,0,0.0227387363655421,0.187045624356825,0,0,0,0.0282889830892832,0,0.0620688548244227,0,0,0,0.0868520315510848,0,0,0,0,0,0,-0.00530829366178373,0,0.155179301712349,0.211325822180328,0,0,0,0,0,0,0,0,0,0,0
