,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0193185917938154,0,0.16486574152586,0,0,0.110451733998132,0,0.24617352814928,0,0,0,0,0,0.189956830842189,0,0,0,0,0,0,0,0,0,0,0,0,0.0424182101564815,0,0.137891900359522,0,0,0,0,0,0,0.0288793003475959,0,0,0,0,0,0,0,0,0,0,0.0491213794847593,0,0.00614981686108611,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269213445050662,0,0,0,0,0,0,0,0,0,0,0,0,0.413716006534915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191907726115029,0,0,0.10813055709199,0,0,0.00678503924410282,0,0,0,0,0.00386037381326891,0,0,0,0,0,0
X601288.CH.EQUITY,0.352876409553802,0,0,0,0,0.499106206957346,0.00608870510488456,0,0,0,0,0.0101042656878936,0,0,0.0387787441418234,0,-1.38777878078145e-17,0,0,0,0,-0.0328461780707276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194853845006249,0,0,0,0,0.0900574134657333,0,0,0.0090149663321456,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0532225164610682,0,0,0,0,0.239347122861493,0,0,0,0,0,0,0,0,0,0.535993393281296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103994333698149,0,0,0,0,0,0,0,0,0,0,0,-0.178435879142116,0,0,-0.0566895777685584
X601988.CH.EQUITY,0,0.0659427746239637,0,0,0,0,0,0,0.0804524575838335,0,0,0,0,0.0117614182789925,0,0,0,0.219508781703875,0.12762871944964,0,0,0,0,0.298494191967081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138622356133118,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.138265334063388,0,0.0105550445473184,0,0.302254011879475,0,0,0,0,0.145948796235521,0,0,0,0,0,0,0,0,0,0,0.0740950089063743,0,0.111698637558869,0,0.120579095677514,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0658893784223391,0.0674774561971443,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.138196755410707,0,0,0,0,0,0,0,0.375931041436084,0,0,0,0.17868125178226,0.225347345749203,0,0,0,0,0,0.0107578745816642,0,0,0.278207323875989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497824761225794,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.303490893941719,0,0,0,0,0,0.205215236933586,0,0,-0.24071216268191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600807606847603,-0.0975813308850318,0,0,0,0,0,-0.0270422199919912,0,0,0,0.749719173404708,0,0,0,0,-0.0866222207528308,0.621601322927808,0,0,0,0,0
