,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.163340054842646,0.0728089063116199,0.0463431887874863,-0.00300754718183736,0,0.354589029060392,0,0,0,0.0765171478219373,0,0,0.0258884761547109,0,0,0,0,0,0,0,0,0,0,0.0747461540372928,0.0740278574053844,0,0,0,0,0,0,0,0,0,0,0.104225562501518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.194085496811751,0,0,-0.0576308449297489,0,0,0,-0.0196707235965868,0.148078098579603,0,0,0,0,0,0,0.13727684671548,0,0.0211948589515258,-0.116327151068137,0,0,0.12248679886399,0.58062746714958,0,0,0.0533217796888901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174152968179804,0
X601288.CH.EQUITY,0,0,0.12029357139349,0,0,0.0514469255367772,0,0.492143509559153,0,0,0,0.024265808592906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118511124483071,0,0,0,0,0.00337559118102908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703422146554785,0,0,0,-0.063517881045127,-0.0236096614774269
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745474521682478,0,0.0643668311517161,0,0,0,0,0,0.164802623067425,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.179874836396398,0,0.171208059903379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105920153436085,0,0.0735003794876704,0,0.0784885035046011,0.13209673881071,0,0.0883862413868577,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,8.67361737988404e-19,0.631652730102315,0.20238108535206,0,0,0,0,0,0.117976951107653,0,0.0905848671284473,0,0,0,0.0730804773127985,0,0,0,0,-0.0451394505787137,0.0140312693207211,0,0,0,0,0,0,0,0.044397868860246,0,0,0,-0.0028613493168143,0,0.0187333125499961,0,0,0,0.0890543380276017,0,0,0,0,0,0,0,0,0,-0.0643452966992434,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00928541339098035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134088945702486,0,0,0.174249461166752,0.0841670962419629,0,0,0,0,0.0155396641376669,0,0,0,0,0,0,0,0,0,0.339386113496232,0,0,0,0,0.162992444760173,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165652623276823,0,0.220384749323693,0,-0.0284991547222735,0,0,0,0,0.0765710179452671,0.0991917597974803,0,0.0605319019604436,0,0,0,0,0,0,0,0,0,0,0,0.141071631594894,0.314792977984499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137277831145609
