,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.00333649669565854,0,0,0,-0.0601941317320709,0.0491118517723299,0,0,0,0,0,0,0,0.358401113949857,0,-0.168146550531564,0,0,0,0,0,-0.159710727820293,0,0,0,0,0,0,0.165258194664385,0,0,0.632328480742529,0,0,0,0,0,0,0,0,0,-0.0140554984090326,0,0.0606833635633441,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.2428514097609,0,0,0,0,0,0,0,0,0.040995165044932,0,0,0,0,-0.0109263850055345,0,0,0,0,0,0,0,0.0577022483186171,0,0,0,-0.163609910134072,0,0,0,0,0,0,0,0,0,0,0.0491629100358469,0.0804227346983704,0,0.515973004973014,0,0,0,0,0,0,0,0,0,0,0.115987131240383
X601288.CH.EQUITY,0,0,0,0,-0.133472623303405,0,0,-0.0360652559964427,0.0665850738515345,0,0.365686320318731,0,0,0.330222961646412,-0.0711953224219875,0,0,0,0,0,-0.115704501572366,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.0307648226355942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.14697488605568,0,0.213113275599883,0,0,0.113425826509433,0,-0.00367883679393995,0.214577879435644,0,0,0,0.0738776889019361,8.67361737988404e-19,0,0,0,0,0,0,0,0.0216350262065342,-0.16852945991434,0,0,0,0,0,0,0,0,0,0.129649596814497,0.0970983494739801,0,0,0,0,0,0,-0.0966331600540654,0,0,0.154727380531113,0,0,0
X601988.CH.EQUITY,-0.0652148340719193,0,0,-0.0412455884295769,0.409674188416277,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0445936417905708,0,0,-0.168734604719245,0,0,0,0.346566984537124,0,0,0,0,0,0,-0.356604426392152,0,0,0,0,0,0,0,0,0,0,0,0,0.0342782749046531,0.132393313598714,0,0,0,0,-0.0301741356006278,0.00573318637315411
X600036.CH.EQUITY,0,0.268807386496286,-0.0797147996621459,0,0,0,0,0,0,0.384754517451808,0,0.0627178604948687,0,0,0.0715110030316619,0,0,0,0,0,0.287447994505389,0,0,0,0,0,0,0,0.14816508512368,0,0,0,0,-0.146880482342248,0,0,-0.157429926127899,0,-0.0212557277444577,0,0,0,0,0.280179124706416,0,-0.0617458117368801,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0948471117070152,0.00453646113782292,0,0.36615589046915,0,0,0,0,0,0,0,0,0,0,0,0,0.0501007699005278,0.0773279969044519,0,0,0,0,0,0,0,0.147493354970334,0.0291082898680834,-0.104020400975363,0.0466001074773332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178166177432533,-0.117006424182236,0,0,0.130979799953808,-0.0110485262336928,0,0,0
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,0,-0.0891708610254628
X601328.CH.EQUITY,0,0,0.0301155048281604,0,-0.10671965653309,0,0.575672237824908,0,0,0,0,0,0,0,0,0.0149820950535589,0,0.181596277722567,0,0,0.152479032134487,0,0,0,0,0,0.242998380334877,0,0,0,0,0,0,0,0,0,0,-0.163942720708207,0,0,0,0,0,0.147420990873313,0,-0.0321064456343396,-0.230193335119771,0,0,0,-0.0767295386242094,-0.146708288525891
X601166.CH.EQUITY,0.11545145503828,0,0,0.236239161586197,0,0,0,0,0.00398168573976371,0,0,0.348000861458979,0,0,0,0,0,0,0.0759313367894461,0.0301378715736016,0,0,0,0,0,0,0,0,0,0,0,0.0101997664521648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.129325404793677,0.746059417690598,0,0,0,0,0,0,0,0,0.161176972498556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16733371495506,0,-0.15639953407374,0,0,0,0,0,0,0,-0.0103121171565807,0,0,0,0,0,0,0
X601319.CH.EQUITY,-3.46944695195361e-18,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0437721576191948,0,0,0,-0.0853459776186954,0,0,0.0782854126559714,0,-0.162089226071177,0,0,0,0.0918067470617261,0,0,0,-0.126870449975594,0.135954397515616,0,0,0,0,0,0,0,0.163675944920869,0,0,0,0,0,0,0.491791759181814,0,0,0.0377456293128157,0,0,-0.0146124495493614,-0.0454200028053457,0,0.0716086814228342
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678921029122,0.0951036541671269,0,0,0,0,0,0,0,0,0.191409545185348,0,0,0,0,0,0,0.232922415369778,0.315327528701921,0,0,0,0,0,0,0,0,0,0.182155232614043,0.13264109133628,0,0,0,0,0,0,0
