,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0732031955920026,0,0,0,-0.0348776779116946,0,0,0,0,0,0,0,0,0.35018123536537,0,-0.108548434677745,0,0,0,0,0,-0.0702828207314046,0,0,0,0,0,0,0,0,0,0.685571288102926,0,0,8.67361737988404e-19,0,-0.0412735130348593,0,0,0,0,-0.0509080588411688,-0.0368988502712095,0,0.100601292369322
X601318.CH.EQUITY,0,0,0,0,0,0,0.215355446938233,0.0499353855156312,0.204373424525553,0,0,0,0,0,0,0,0.108989972183221,0,0.1414437734353,0.069743878140504,0.0413698866575221,0,0,0,0,0,0,0.0220074965127994,0,0,0,0,0,0.0726304925462569,0,0,0,0,0.0589779046537514,0,0.130421887923264,0.0307810753042814,0,0,0.0837796255039548,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.242853055399387,0,0,0,0,0,0,0,0,0.0409940784659054,0,0,0,0,-0.0109250769846904,0,0,0,0,0,0,0,0.0576990049450705,0,0,0,-0.163605277766281,0,0,0,0,0,0,0,0,0,0,0.0491677766426088,0.0804259788506466,0,0.515970728338859,0,0,0,0,0,0,0,0,0,0.115985915649208,0
X601288.CH.EQUITY,0,0,0,0,-0.18527574590396,0,0,0,0.14961747308071,0.00890714522423293,0.443236253533828,0,0,0.14888078299896,-0.12019096336912,0,0,0,0,0,-0.125161791589596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733110490143443
X5.HK.EQUITY,0,0,0,0,0,0.146975075771618,0,0.213115719014771,0,0,0.113425886092382,0,-0.00367798294164353,0.214577863914575,0,0,0,0.0738764425928588,0,0,0,0,0,0,0,0,0.0216353535439858,-0.168529718987275,0,0,0,0,0,0,0,0,0,0.129650401445034,0.0971001567998236,0,0,0,0,0,0,-0.0966369106775557,0,0,0.154726948109071,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.389987183026861,0,0,0,0,0,0,0,0,0.0587248202077749,0.00196576172587503,0,0,0.0745447658612763,0,0,-0.137355808030773,0,0,0,0.23984446425878,0,0,0,0,0,0,-0.32561819624681,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.110081087713615,0,0,0,0,0.0394150408177578,0.0207274468008974
X600036.CH.EQUITY,0,0.124758867563996,0,0,0,0,0,0,0,0.479867747497688,0,0,0,0,0,0,0,0,0,0,0.220869763507235,0,0,0,0,0,0,0,0.120864514852061,0,0,0,0,-0.224117476003895,0,0,-0.139525153668378,0,0,0,0,0,0,0.218068692373469,0,-0.0136163118440972,0,0,0,0,0,-0.00566469010575358
X1299.HK.EQUITY,0,0,0,0,0.225657858356873,0,0,0,0,0,0,0,0,0,0,0,0,0.120022665529207,0,0,0,0,0,0,0,0,0.182762705543414,0.0230783497533389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12187387034677,-0.123248865921991,0,0,0.136542075632294,0,0,0,0.116705864418197
X601628.CH.EQUITY,0,0.0154047656447495,0.0275832133615534,0.0593631525700103,0,0,0,0,0,0,0,0,0,0,-0.0477133656313591,0,0.31416039573895,0,0,0,0,0,0,0,0.114680525127072,0,0,0,0,0,0,0,-0.0442429964829567,0,0.139624081880532,0.0980740760375021,0.0773706421249377,0,0,0,0,0.239802765850291,0,0.071060047139747,0.0800240027127943,0,0,0,0,0,-0.0891708610254628,0
X601328.CH.EQUITY,0,0,0.00457747856039307,0,0,0,0.644388511788626,0,0,0,0,0,0,0,0,0.102618423020849,0,0,0,0,0.150255580143328,0,0,0,0,0,0.130473373953389,0.194217623134742,0,0,0,0,0,0,0,0,0,-0.205061079452166,0,0,0,0,0,0.06727788784077,0,-0.300973495170199,0,0,0,0.00266884159656315,-0.0596859777763827,0
