,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0178403756794454,0,0.00611556392554043,0,0,0,0,0,0,0,0.466481278816195,0,0,0,-0.0967673139266497,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.050403212947314,0,0,0,0,0,0.0621733830913532,0,0,0.089364371192608,0,0,0,0,0.209521018736984,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0154066784694318,0,0.0165324002688345,0,0,0.112997958422847,0,0.180503872801376,0,-3.46944695195361e-18,-0.0572881061591087,0.203688050468571,0.0568250764623422,0,0,0,0,0,0,-0.139267944387926,0,0,0,0,0,0,0,0,0,0,0,0.186175930710714,0,0,0,0,-0.287137338248238,0.384384184014439,0,0.259640251131047,0,0.238252381603818,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.11200224351924,0,0,0.290639731369355,0,0.225595614624236,0,-0.0426569711772117,0,0,0.0460804647621085,-1.38777878078145e-17,0,0,0.113571632824191,0,0,0,0,0,0,0,0.0803520710045821,0,0,-0.00606685853923513,0,0,0,0,0,0,0,0,0,0,0,-0.116479053185441,0,0.384080377335015,0,-0.0510788942866515,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.265247322223347,0,0.227897335181506,0,0.12988252866093,0.28320186262758,0,0,0,-0.163827589823992,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0857234870869883,0,0,0,-0.177057733438963,0,0,-0.020569047863963,0,0,0,0,0,0,0,0,0,0,0,0,0.154050842835839,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157443554684578
X5.HK.EQUITY,0,0,0.0379732034167706,0.207095363748529,0,0.145185877909006,0,-0.359513525721714,0,0,0,0,0.0653251231930366,0,0,0,0,0,0,0,0,0.388109038919039,0,0,0,0.453102549662354,0,0,0,0,0,0,0.0710296145496836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186294516688729,-0.0894890305095726,0,0,0,0
X601988.CH.EQUITY,0.223594525320054,0.0849428027270905,0.327273099987944,0,0,0,0,0,0.116268332443119,0,0,0.145496147507401,0,-0.225189962437049,0,0,0,-0.110868948212279,0,0,0,0,0,0.143284056975166,0.0805753465969481,0,0,0.13323822203094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03235094036434,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0794334240207827,-0.0311389784532444,0,0.0682746934149697,0,-0.0370763881505053,0.0313957979334056,0,0.339350294238305,0,0.251238614644725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441683072330123,0.0109826114467423,0,0.0634115729699969,0,0,0,0.0843157406245337,0,0,0.156721782297428,0,0,0,0,0,0,0.0674908487766579,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0718795687043505,0,0,-0.0225450946212127,0,0.0286275828063339,0,0,0,0.312755168381485,0,0.126972635921209,0,0,0,0,0,0.151992481376259,0,0,0,0,0,0,0,0,0,0.0419347306215702,0,0,0,0,0.101678442249641,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0535758654194409,0.364999672996731,0,0,0.182336914225646,0,0,0,0,0.0778901567402525,0,-0.16056789607185,0,0,0,0.036196338280066,0,0.0660724994942807,0,0,0,-0.116281213520849,0,0,0,0,0,0.0923944401560202,0,0,0,0.0511523887433112,0,0,0,0,0,-0.127535841048098,0,0,0,0,0.0477711768345888,0,0,0,0.0802502103747261,0.205992154541258,0,0,-8.67361737988404e-19,0.0921682127045543,0.152588043344887
X601658.CH.Equity,0,0,0,0,0,0,-0.271719288101436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571819665900209,0,0,0.254206291087808,0,0,0,0,0,0,0.0823658765721431,-0.346448604150207,0.237581243766679,0,0,0,0,0,0,0,0,0,0,-0.0286064072774909,0,-0.180124047344316,0,0,-0.512365908696242
