,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0193184578054655,0,0.164869532608164,0,0,0.110453817834093,0,0.246172798089474,0,0,0,0,-1.38777878078145e-17,0.189959096600321,0,0,0,0,0,0,0,0,0,0,0,0,0.0424174768000241,0,0.137891100051687,0,0,0,0,0,0,0.0288811440308134,0,0,0,0,0,0,0,0,0,0,0.0491147608963818,0,0.00614964145331987,0,0,0
X601318.CH.EQUITY,0.127350944533941,0,0,0,0,0,0,0,0.309005465599155,0,0,0,0,0,0,0,0.3080092400798,0,0.0389564668032924,0,0,0,0,0,0,0,0,0.00858772634245771,0,0.0151623298476519,-0.0962278912497448,0,0,0,0,0.0605408304828891,0,0,0,0,0.128768510454342,0,0,0.0695532935110432,0,0,0.0201956017186752,0,0,0.0411397325203518,0,0,0
X601939.CH.EQUITY,0.269217206294693,0,0,0,0,0,0,0,0,0,0,0,0,0.41371722593933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191906377320026,0,0,0.108131112898489,0,0,0.0067805926659326,0,0,0,0,0.0038604871865269,0,0,0,0,0,0
X601288.CH.EQUITY,0.352857530726536,0,0,0,0,0.499087214932128,0.00602546797444961,0,0,0,0,0.0101343525538552,0,0,0.038806880406804,0,0,0,0,0,0,-0.0328339990728771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194942652159764,0,0,0,0,0.0900831027406755,0,0,0.0090098512888672,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0298357582114069,0,0,0,0,0.220377603474944,0,0,0,0,0,0,0,0,0,0.406736388784699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202183536223343,0,0,0,0,0,0,0,0,0,0,0,-0.30431556543097,0.158888850038695,0,-0.0743167981469722
X601988.CH.EQUITY,0,0.0659312778598656,0,0,0,0,0,0,0.0804590946921011,0,0,0,0,0.011765599180772,0,0,0,0.21950043095613,0.12762978311685,0,0,0,0,0.298483918073877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138642390913352,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0818993285446638,0,0,0,0.282130709649048,0,0,0,0,0.190722156427792,0,0,0,0,0,0,0,0,0,0,0.0643405665048558,0,0.177037210821405,0,0.124811199945691,0,0,0,0.0061248299535297,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0643115046550387,0,0,0.0169845352495211
X1299.HK.EQUITY,0,0,0,0,0,0,0.13819656015946,0,0,0,0,0,0,0,0.375929783895944,0,0,0,0.178681832163394,0.22534500633144,0,0,0,0,0,0.0107608583741805,0,1.73472347597681e-18,0.278206827482952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497800165937161,0,0,0,0,0,0
X601628.CH.EQUITY,0.389599500493037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124214001961409,0.110024555218977,0,0,0,0,0,0.142415660923954,0,-0.0222459600994796,0,0,0,0,0.216679727103981,0,0,0.129658704276759,0,-0.0279303457834958,0,0,0,0,0.0495832819200952,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217413664648896,-0.181190777414369,0,0,0,0,0,0,0,0,-0.382931775975755,0.732830755870243,0,0,0,0,-0.395688290718498,0.434657632303352,0,0,0,0,-0.268330669497035
