,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0433826650829089,0.299175108622924,0,0.189229759935003,0,0,-0.0642434579955009,0,0,0,0,0,0,0,0,0,0,-0.024886870097066,0,0,0,0,0,0,0,0,0,-0.00115147891043444,-0.00875545575740824,0,0,0.101363146779944,0,0,0,0.0388564942378097,0,0,0,0,0,0,0,0,0.244793766683851,0,0,-0.0634499689708848,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.133337295062924,0,0,0.0581398179165725,0,0.0908822080599971,0,0,0,0,0.180830075043714,0.226294755959761,0,0,0,0,0,0,0,0,0,0,0,0.0809264560038993,0.031419395315675,0,0,0,0,0.0598552228791723,0,0,0,0,0,0.00199990292387351,0,0,0,0,0,0,0,0.0775855441016182,0
X601939.CH.EQUITY,0,0,0,0,0.183187754911631,0,0.189007240460001,0,0,0,0,0.184300963583327,0,0,0.0519680136792858,0,0,0,0,0,0.0530355633910647,0,0.552309408915195,0,-0.210424227498689,-0.0779218802755831,0,0,0,0,0.134789467186198,0,0,0,0,0,0,-0.0561171182160665,0,-0.0420734355770897,0,0,0,0,0,0,0,0,0,0,0,0,0.0370343315206045
X601628.CH.EQUITY,0.137995696426796,0,0,0,0,0.087105288255045,0,0,0,0,0,0,0,0,0,0,0,0.161954405345031,0,0,0,0.00191321034387281,0,0,0.155448420361446,-0.0997273978344636,0,0,0.131817833564629,0,0,0,0.138395182636633,0,0.380959811330065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734890911653417,-0.1608096659103
X601288.CH.EQUITY,0.226283223772851,0,0.0994992742009704,0,0,0,0.180157417966235,-0.0680567807142422,0,0,-0.0454662375144663,0,0,0,-0.0288606456228776,0.224422392311241,0,0.11205089766927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700946478926405,0,0,0,0,0,0,0.164691993925313,0,0,0,0,0,0,0.0414847497276754,0,0
X600036.CH.EQUITY,0,0.18761845425621,0,0.0692694947135122,0,0,0.100615915299479,0,0,0,0,0,0,0.213152773071414,0,0,0,0,0,0,0,0,0,0.321767557094277,0,0,0.025789468553248,0,0,0,0.0844160626224313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189899342619962,0
X601988.CH.EQUITY,0,0,0,0,0,0.323750344131188,0,0,0,0,0,0,0,0,0,0.476683541952975,0,0,0,0,0.00692469830494329,0,0,0,0,0,0,0,0,0,0.0210651423966743,0.137300194164913,0,0,-0.084377637039435,0,0,0.0324267331428223,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.326742344935512,0,0,0,0,0,0,0.0811550484538705,0,0,0,-0.0131699200575527,0,0,0,0,0,0.0536784002487423,0.101300926756299,0,0,0,0,0,0,0,0,0,0.057677913292726,0,0,0.131063626899519,0.108424455785709,0,0,-0.0539007408037342,0,0,0,0,6.93889390390723e-18,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00511573532817803,0,0,0.0755991758061599,0,0,0,0,0.573447661813676,0,0.0171182042294611,0.0973166365957304,0,0,0,0,0,0,0,0,0.0260880358743002,0,0,0.193095261989243,-0.062112480154003,0.162419519233302,0,0,0,0.115702117249722,0,0,0.13375736688952,0,0,0
X388.HK.EQUITY,0,0,0,-0.0655233221526055,0,0,0,0,0,0,0,0.0797917271907189,0,0.00823302880693701,0,0,0,0,0,0,0,0,0,-0.0103596407435609,0.326566018610888,0,0,0.0560684368110921,0,0,0.291843918008058,0,0,0,0.374953370515358,0,0,0,0,0,0.113579529310459,0,0,0,-0.375053811368263,0,0.128373508047575,0,0,0,0.246198318549455,0,-0.0987332327570336
X601166.CH.EQUITY,0,0,0.0384788336676842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583127160239598,0,0,0,0,0,0,0.0730039602043084,0,0.00597730764324272,0,0,0.34398369846842,0,0,0,0,0.00788371334123591,0,0,0,0,0,0,0,0,0,0.243292549658,0.180846198521261,0,0,0,0,0.0108874940166832,0,0
X601658.CH.Equity,0.172754622795485,0.235381094245253,0,0,0,0,0,0.0506953637520152,0,0,0,0,0,0.167260628462209,0,0.164152130433502,0,0,0,0,0,0,0.0122385495473824,0,0,0,0.0667616251657836,0,0,0,0,0,0,0,0.0155148961535355,0,0,0,0,0.0353596524424974,0,0,-0.117195891778184,0,0.132502728693488,0,0,0,0,0.0657773286655704,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586730953755228,0,0,0.189605707680496,-0.0519115054891279,0,0,0,0.125523606652548,0,0,-0.059430564228297,0,0,0,-0.0146172272925241,0,0,0,0.008319597207836,0.0353925682193488,-0.0275113324730199,0.0805161700377323,0.0974045920841249,0.0531639196035191,-0.0311502894695802,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.520564518837598,3.9309103407658e-05,0,0,0,0,0,0,0,0,0.0416008136922363,0,0,0,0,0,0,0,0.268005158947389,0,0.0791693920273405,0.0225750042768,0.0530009998860494,0,0,0,-0.243015662071601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262145456029479,0
X000002.CH.EQUITY,0,0,0,-0.335355702504209,0.00171296901220578,0,0,0,0.285128341542316,0,0,0,0,0,0,0,0,0,0,0,0,0.101142816007654,0,-0.0745782065164048,0,0,0,0,0,0,-0.0475350557521834,0.0929555804148375,0,0,0,0.149232403789544,0,0.0146693973208954,0,0,0.0810566563075702,0,-0.0407080301118049,0,0,0,0,0,0,0,0,0.118956674888768,0.0390189593661794
X601328.CH.EQUITY,0,0.105309142095866,0,0,0.122113189421496,0,0.0583685900829819,0,0,0,0,0.0482176985297851,0,0,0,0,0,0,0.256772807708335,0,0,0,0,0,0,0,0,0,0.209375316430526,0,0,0,0,0,0,0,0.082540519036226,0,0,0,0,0,0,0,0,0,-0.0115002513998441,0.109205103349353,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.00507052588982966,0,0,0,0,0,0,0,0,0,0.675316732091855,0,0.098465041923592,-0.010882870968893,0,0,0,-0.138935971276467,0,0,0,0,0,8.67361737988404e-19,0.0901913780193837,0,0,0,0,0,0,0,0,0,0,0,0.129179283902614,0,0,0,0,0,0.0293742271476706,0,0,0,0,-0.0103688997652759,-0.064040604822931,0,0
X601601.CH.EQUITY,0,0.255014046003063,0,0.193775073046071,0.182122389877171,0,0,0,0,-0.0836566240040134,0.144612931040456,0,0,0.0907738653623242,0,0,0,0,0,0.278876322819558,0,0,0,0.0420073335020295,0,0,0,0,0,0,0,-0.0586068835532547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105040316555896,0
X600000.CH.EQUITY,0,0.167771796161165,0,0,0,0,0,0,0,0,0.0339930565001662,0.0130944787949724,0,0,0,0.370362455420953,0,0,0,0,0,0,0,0,0,0,0,0,0.0192878210812132,0.04036430497378,0,0,0,0,0,0,0,0.00976233667563833,0,0,0,0.0360622746949116,0,0,0.0186750641958402,0.0278242642405524,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0549872130302185,0,0,0,0,0,0,0,0,0.0018607503919897,0,0.0280040042514784,0.363252596940989,0,0.0762055030500797,0,0,0,0,0,0,0,-0.0620089255712226,0,0,-0.0338264176176943,0,0.122792738681011,0.11870784987238,-0.0344141128608252,-0.00127765058081211,0.163156349416252,0,0,0,0,0,0,0,0,-0.0507920790107153,0,0,0.102126009882762,0,0,0,0,-0.0430530718690325,0,-0.0499714184815944,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.233678383639423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419150537291602,0,0.2849739004889,-0.00887078459033265,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.178828382140932,0.00934272173039612,0,0,0.154197841875464,0,0,0,0.312800228612956,0,0.00634156642682225
X600016.CH.EQUITY,0,0,0,0.0306190742591345,0,0,0,-0.0709852187963084,0,0.000380408820648309,0,0,0,0,0,0,0,0,0,0,0,0,0.556184784783708,0.00886825210607234,0,0,0,0,0.347335978872838,0,0.0506388856955048,0,0,0,0,0,0,0.119416559411372,0,0,0,0,0,0,0.0153904328616472,0,0,0.0589052749363774,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.204518970804257,0,0,0,0,0,0,0,0,0.168119911188236,0,0,0,0.371384104263136,0.141731680375105,0,0.235660425494343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756068416284567,0,0.0911034982959224,0,0,0,0,0,0,0,0,0.0662531835098469,0
X002142.CH.EQUITY,0,0,-0.0473118785249882,0.122967137405045,0,0.74610057477809,-1.73472347597681e-18,-0.198676675355066,0,0,0,0,0,0.153594414207939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155067441245979,0,0,-0.00676772749926672,0,0,0,0,0,-0.238527643010321,0.097528659548156,0,0,0,0,0,0,-0.163090312044962,0,0.126259613982147,0,0,0.0224172278730066,0.0846651854628747,0
X300059.CH.EQUITY,0,0,0,0.0952796601233662,0,0,0,0,0,0,0,0,0,0,-0.0526241493238373,-0.0329274384902923,0,0,0,0,0,0,0,0,0,0,0,0,-0.031820871276444,0,0,-0.011261588480802,0.0152596843049836,0.286428274375364,0,0,0,0,0,0,0,0,0.0163527281664165,0,0,0,-0.00709826038701138,0,0.506534486808793,0,0,0.0250835049221163,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.557106073010149,0,0,-0.0863213222999301,0,0.149084510829073,0,0,0,0,0,-0.110125253992578,0,0,0,0,0,0,0.118416394808824,0.234673573537787,0,0,-8.67361737988404e-19,0,0,0,0,0.00699909860992278,0,0,0,0,0,0,0,0,0,0.12833693413361,0,0,0,0.079421237905275,0,0,0.00902835529514301
X1109.HK.EQUITY,0,0,-0.0544249470441679,0.213188332862328,0,0,0,0.066366905190812,0,0.116602841964315,0,0,0,0,0,0,0,0.124024033192594,0,0,0.179615307165411,0,0,0,0.0431973519449655,0,0,0,0.0778174108938819,0,0.0734538669824061,0,0,0,0,0,0,0.198538785771334,0,0,0,0.0479889663837967,0,0,-0.0720135258234962,0,0,0,0,-0.0772059684959467,0,0.011317085241767,0.000357763878234125
X2388.HK.EQUITY,0,0,0.058139085746325,0,0,-0.0529945449849219,0,0,0.238642872402341,0.0864936852681614,0,0.179197757186033,-0.204844548372361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178467262397174,0,0,-0.139230078971554,0,0,0,0,0.0709517971179201,0,0,0.154325865773049,0.13681830789547,0,0,0,0,0,0,0,0,0,0,-0.119834548667646
X600048.CH.EQUITY,0,0,0,0,0.0851947878984188,0.0603707800461401,0,0,0,0,0,0,0,0,0.581025487056811,0,-0.0210424129036111,0,0,0,0,0,0,0,-0.0227120873137306,0,0,0,0,0,0,0.211078740317489,0,0,0,0,0,0,0,0,0,0,0,0.00787389175433072,0,0,0.0857952453250679,0.17553620791101,0,0,0,0,0
X601818.CH.EQUITY,0.256163401072963,0.0364543335023828,0,0,0,0.00282347917910412,0,0,0,0,0.162236825147301,0.056851494794623,0,0,0,0,0,0,0,0,0,0.0648742205419579,0,0.042787508439313,0,0,0,0,0,0,0,0,0,0.0682970835573226,0,0,0,0,0,0,0,0,0,0,0.210259028277023,0,0,0,0,0,0,0,0
