,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600999.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.169808536746778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14478722947063,0,0,0,0,0,0,0,0.0557251020817038,0,0,0,0,0.221598373497623,0,0,-0.036727849577822,0,0,0,0,0,0,0,0,0,0,0.13042969250559,0,-0.20055222956147,0.132151714073137,0,0.00289557478257121,-0.143958851047606,0
X601939.CH.EQUITY,0.131641908247107,0,0,0.20706919608269,0,0,0,0,0,0,0,0.0222126069519202,0,0.326912616307542,-0.0194039631644842,0,0,-0.0594410760864691,0,0,0,0,-0.0695170717544268,0,0,0.0712090806689746,0,0,-0.0858192829103863,0,0,0,0,0,0,0,0,0,0,0,0,0.0786147429483622,0,0,0,0,0.15403351660128,0,0.151515460709621,0,-0.0318154779765678,0.152567759699456,0
X601318.CH.EQUITY,0,0,0,0,0.123418334080734,0.255997665079321,0,0,0,0,0,0,0,0,0,0,0.114293722288578,0,0,0,0,0,0.131233690414377,0,0,0,0,0.0109660719567594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267366523136172,0,0,0,0.122223807606793,0,0,0,0,0
X601288.CH.EQUITY,0,0.453685007564669,0,0,0.0331717347758846,0,0,0,0,0,0,0,0.0144168902350565,0.152140540580211,0,0,0,0,0,0,0,0.229233296651499,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.147435944956592,0,0,0,0,0,0,-0.0847639866442606,0,0,0,0,-0.0987485559226534,0,0,-0.00550190722267942,0,0
X601988.CH.EQUITY,0,0,0,0.432236163371495,0,0,0,0,0,0.21152480016196,0,0,0,0,0.051130301376731,0.294402073241759,0,0,0.164699708260124,0,0,0,0,0,-0.0227357851208836,0,0,0,0,0,0,0,0,0,0,0,0,-0.472626503426401,0,0,0,0,0.201583505328953,0,0,0,0,0,0,0,0,0.391177552534884,0
X600036.CH.EQUITY,0,0.161306480690025,-8.67361737988404e-19,0,0,0,0,0.122270645476206,0,0,0,0,0.211001602555109,0,0,0,0,0,0,0,0,0,0.106343724595762,0,0,0,0,0,0,0,0,0.308708385447965,0.0477250531341825,-0.0369479079520209,0,0,0,0,0,0,0.0592865619439885,0,0,0,0,0,0,0,0,0,0.0205519007584692,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.176816739994215,0,0,0,0.0507472906355893,0,-8.67361737988404e-19,0,0,0.117589072740113,0,0.031849379097066,0,0,0,0,0,0.0868931618898164,0,0,0,0.144373857806219,0,0.0438499778827323,0,0,0,0,0,0,0,0,0,0.313534066211072,0.07105533917536,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0121046269045441,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.370531793044763,0.0579493684749668,0,0,0,-0.115905071209984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787504055591586,-0.0233275134939955,0,0,0,0,0,0,0.0827027518295591,0,0,0,0,0,0,0,0.0672877449819033,0.142771643125601,-0.0040649339016537,0.0603037379002268,0,0,0,0,1.73472347597681e-18,0,0,0.0192434510431593,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600937964524509,0,-0.148037541423547,0.0317915620517836,0,0,0,0,0,-0.40688646047777,0.777670184788915,0.149323313511483,0,0.619339609393723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088944887438209,0,0,0,0,0
X601658.CH.Equity,0,0.0984786023278782,0,0.165587102838566,0,0,0,0,0,0,-0.0535759586802963,0,0,0,0,0,0,0,0.02163371729928,0.326011509484705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095809070684628,0.193508038369577,0,0,0,-0.032490301348527,0,0,0,-8.67361737988404e-19,0.0281864315662813,0,0,0,0,0
