,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.117232768757311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727836918583668,0,0.425826757138139,0.370066103472389,0.0625168571112564,-0.24858556372178,0,0,0.165465261688084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533102895547931,0,0,0,0,0,0,0,0,-0.0207161947616853
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.839231566635409,0,0,0,0,0,0.0163932419663854,0,0,-0.055857996685952,0,0,0,0.0383754399051031,0.129399590149516,4.33680868994202e-19,0,0,0.00265718981833734,0,0,0,0,0.031213336736519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071629035637621,0,0,0.00658094095192243,0,0,0
X601288.CH.EQUITY,0,0,0.908512982435077,0,-0.0890160692937902,0,0,0,0,0,0,0,0,0,0,0.0313230750467274,0,0,0.12192231870591,0,0,0,0,0,0,0,0.0451568385750222,0.0298716955283998,0,0,0,0,0,0,0,0.0184867504891499,0,0,0,-0.0254543536651514,-0.0780110515486594,0,0,0,0,0.00665750060985513,0,0,0,0,-0.0535059350809064,0,0
X601628.CH.EQUITY,0.0156140969145118,0,0,3.46944695195361e-18,0,0,0,0,0,0.2954830451019,0,0.235114835765874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850794022712378,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.521666186437505,0,0,0,0,0,0,0,0,0.205770659364855,0,0,0,0,0.127177774440592,0
X600036.CH.EQUITY,0,0,0,0.329067718865375,0,0,0,0,0.0692185331420764,0,0,0,0,0,0,0,0.145464256137746,0.141519973657468,0,0,0,0,0,0,0,0,0,0,0.115834068236261,0.147581477894659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471849115859544,0,0,0,0.00404224639970162,0,0,0,0.00907591050525348
X601988.CH.EQUITY,0,0,0,0.00283868993182608,-0.136619584251438,0.0795897766214308,0,0.0507688271669038,0,0,0,-0.0218430986782,0,0,0,-0.000936864925067056,0,0,0,0,-0.0422770760261761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108791866950814,0,0,0,0,0,0,0,0,1.05215011313174,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.077659207699624,0,0,0,0.097752180731969,0,0,0,0,0,0,0,0,0,-0.00312688244812137,0,0,0,0,0,0.106612316325794,0,0,0.00977672610797038,0,0,0.245197144710826,0.30275041743668,0,0,0,0,0,0,0,0,0,0,0,0,-0.112379307318396,0,0.182168835224442,0,0.101929262727195,0,0.00498226485863074,0.135845650750243,-0.0267565571921845
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168565666623729,0,0,0,0,0,0.023844213172704,-0.00848971502258034,0.22808882348807,0.481737812549813,0,0,0,0,0,0,0,0,0,-0.0922150756655164,0.0702188978413482,0,0,0,0,0,0.0522793730311257,0,-0.177338182951892,0,0.0516645724780526,0,0.129452154270641,0,0.016210497749001
X388.HK.EQUITY,0,0,0,0,0.329018154944106,0,0,0,0.0871369122565785,0,0,0,0,0,0,0,0,-0.243027117404472,0,0,-1.73472347597681e-18,0,0,0,0.47686920612299,0.220514095565179,0,0,0,0,0.0162384454598785,0,0,0,0,0,0,0,0,0,0,-0.160998963539532,0,0,0,0.113668434620943,0,0,-0.0754270417873574,0,0,0.074462164495003,0
X601658.CH.Equity,0,0,0.241711583478491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291252115729347,0,-0.0750762927409463,0,0,0,-0.105544204151794,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342048068649027,0,0,0,0.522286068228493,0,0,-0.0988260391980341,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0454410202792671,0,0,-0.11326432620488,0,0.0883170994074238,0,0,0.238754039911631,0,0,0.0659587793977237,0,0,0,0,0,0,0,0,-0.0418515330705379,0.0760862566479233,0,0,0,0,0,0,0,0.0701615153225215,0,0.216229055543539,0,0,0,0.179445839027432,0,0.052700878961867,0,0.0862898478483607,0,0,0.0659816502149211,0,0.0590122510075143,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0922659708186751,0,0,0.0492856015844376,0,0,0,0.7708100552854,0,0,0,0.0102390131384056,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0244294771759712,0,0,0,0,0,0,0,0,0.095419608729261,0,0,0.0884809920547986,0,0,0,0.019240201389095,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.099878233867089,0.222289495482982,0.0378030420359777,0,0,0.0441175774101423,0,0,0,0,0,0.040420156622863,0,0,0,0,0.0725248763589204,0,0,0,0,0,0,0,0,0,0,0.127923777195666,0,0.00882043332167882,0,0,0.0415407604287297,0.00797288678694744,0,0,0,0,0,0,0,-0.0295469342663844,0,0,0.405409611366438,0,0,0
X601328.CH.EQUITY,0,0,0,0.046329423514714,0,0.11200910329282,0.0205394840367948,0,0,0,0,0,0,0,0,0,0.0289573766739264,0,0,0,0,0.373212291377909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250132708084073,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.265116066805884,0,-0.03977307894086,0,0,0,0,0,0,0,0.162354551915882,0.0473161299314416,0,0,0,0,0,0,0.100936063529195,0,0,0,0,0,0,-0.0977341993080885,0,0,0.00854461323315131,0,0,0,0,0.100148547373614,0,0,0,0,0,0,0,0.0317388166983485,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.406580574408458,0.0235300193318698,0,0,0,0,0,-0.107675319632848,0,0,0,0,0,0,0,0,0,0,0.156226252735502,0,0,0.125318873509446,0,0,0.00389578766198391,0,0,-0.19973272379896,0,0,0.028037807101579,0,0.339796088523636,0,0,0,0,0,0.596655041395001,0,0,0,0,0,0,0,0.111730689492752,0,0,0.165338706096704,0
X000001.CH.EQUITY,0,0,0,0,0,0.384697990933797,0,0,0,0,0,0,0.0094626130717636,0,0,0,0.0358991678379261,0,0,0,0,0.0190385325519106,0,0,0,0,0,0,0,0,0.0773603059000635,0,0,0,0,0,0,0,0,0.250264181984252,0,0,0,0.123273105406845,0.0286409285611751,0,0,0,-3.46944695195361e-18,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.165575139410894,0,0,0,-0.0683634271748468,0,0,0,0,0,0,0,0.1780171030478,0,0.0234900892165624,0,0.172379932342588,0,0,0,0.00128861013681394,0,0,0,0,-0.0159457961881999,0,0,0,0,0,0,0,0,0,0,0,0,0.140040730435993,0,0,0,0,0,0.242366326662842,0,0,-0.0563804607552131,0,0
X601601.CH.EQUITY,0,0,0,0,0.348618005088759,0.110648626089291,0,0,0,0,0,0,0,0,0,0,0,0,0.252848698630384,0,0,0,0.0682963874492859,0,0,0,0,0,0.0525931905761725,0,0,0,0,0,0,0,0,0.0364053592706732,0,0,0,0,0,0.359402357001944,0,0,-0.176182321371207,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.25482778874417,0,-0.0291744724011084,0,0,0,0,0,0,0.0137121362986152,0,0,0,0,0,0.0975017620092388,0,0,0,0.0578299205437686,0.0304529457768119,0,0,0.0640537881283106,0,0,0,0,0,0,0,0.0544545533503561,0,0,0,0.445441837280858,0,0,0,-0.06922210429785,0,0,0,0,0.0374067041324986,0
X600016.CH.EQUITY,0,0,0,0.0315918209459101,0,0,0,0,0,0,0,0,0,0.105939499586065,0.111296523938401,0,0,0,0,0,0,0,0,0,0,0,0.133202035100412,0,0.210706657003631,0,0.0134548216448708,0,0.015708152797557,0,0.0883692265810103,0,0,0,0,-0.0621179221639393,0,0,0,-0.0739078524516429,0.0519482906787576,0,0,0.189717532267792,-0.0228241532429715,0,0,0,0.00209665401195602
X688.HK.EQUITY,0.325707889656954,0,0,0,0,0,0,0,0.0150567511567376,0,0,0,0,0,0,0,0,0,0,0.075173666002519,0.375732417924894,0,0,0,0.314991581712269,0,0,0.00502436175194741,0,0,0,0,0,0,0,0,0,-0.119310754610888,0,0,0,0,0,0,0,0,-0.00131522288255725,0,0,0,-0.046646747317199,-0.0256643182358739,0
