,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.392094859013846,0.010794376316066,8.67361737988404e-19,0,0,0,0,0,0,0.185060653007016,0,0,0,0,0,0,0,0,0.120702463884728,0,0,0,0,0,0.100280407690081,0,0,0,0.00284463939409104,0.00342577342029273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595141296051722,0,0,-0.120630203038063
X601939.CH.EQUITY,0.415460113007478,0,0,0.124771754475372,0,0,0,0,0,0,0,0,0,0.0435941298203618,-0.160325333656066,0,0,0,0,0,0,0,0,0,0,0.312981152672402,0,0,0,0,-0.0154146809936333,0,0,0,0,0,0,-0.0184495135181746,0,0,0,0,0,0,0,0,0,0.180853014629588,0,0.0696583964171801,-0.0693679832816241,0
X601318.CH.EQUITY,0,0,0,0,0.191122578211471,0.0799715478417202,0,0,0,0,0,0,0,0,0.108566044709252,0,0,0,0,0.230598606115513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140337245677807,0,0,0,0,0.0977328949589409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.297106790829751,0.0953132048497356,0,0,0.174389014805844,0,0,0,0,0,0,0,0,0.189405015977199,0,0,0,0,0,0,0.0452696333802215,0,0,0,0,0,0,0,0,0,0,0,0,0.121986022590681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0.0321465961207733,0.424512173643699,0,0,0,0,0,0.335267345037593,0,0,0,0,0.0195028763427093,0.318350190708307,0,0.0407202546036672,0,0,0,0,0,0,0,0,0.0772544247853294,0,0,0,0,0,0,0,0,0,0,-0.62269035842269,0,0,0,0,0,0,0,0,0,0,0.0898238067527536,0,0,0
X600036.CH.EQUITY,0,0.0272836743293443,0,0,0,0,0,0,0.0112206409976752,0,0,-0.0318633727875684,0.187655458707303,0,0,0,0,0.12276518671422,0,0.182272664866199,0,0,0,0.0750550559718402,0,0,0,0,0,0,0,0.351355864965392,0,0,0,0,0,0,0,0,0,0.0307367796822709,0,0.151290702782134,0,0,0,0,0,0,0,-0.00807614592189908
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20636369334395,0,0,0.386924802907594,0,0,0,0,0,0.0576601591135893,0,0,0,0,0,0.0496582911569139,0,0,0,0,0,0,0,0,0,0.140857736840867,0,0.0830757048356789,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152455984733368,0,3.46944695195361e-18,-0.153515563774166,0,0,0,0,-0.450415386694195,0.636241903150197,0,0.0992009877085105,0,0.698759058369242,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.106246863459029,0,0,0.327923740684949,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.148897838907288,0,0,0,0,0.148188691577962,0,0,0.275358695774019,0,0,0,0,0,0,0,0,0.101332829675748,0,0,0,0,0,0,0,0,0,0.0442365750899737,0,0.264323783309647,0,0,-0.00294492324334543,0,0,0,0.0316749324097423,0,0,0.12128261447218,0
X601658.CH.Equity,0,0,0,0,0.136051155192873,0,0,0,0,0,0,0,0,0,0,0,0,0.268251704103888,0,0,0,0.0280194663676266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323450799516153,0,0.164183637718709,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.334276469467409,0,0,0.300751293633055,0,0,0,0,0,0,0,0,0,0,0,0.115717147548731,0,0,0,0,0,0,0,0,0.0408525946657159,0,0,0,0,0.184473328780067,0.01075199771309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920854839734502,0,0,0.0642664737880001
X388.HK.EQUITY,0,0,0.430615490761931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469312543295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044114458493113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261484030935702,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0790529704137607,0,0.284097858757765,0,0,0,0.0272528979316902,0,0,0,0,0.0115217133612681,0,0,0.029940922676326,0,0,0.0293188538587065,0,0,0,0,0,0,0,0,0.210346578534871,0.0489877640860271,0,0,0,0,0,0,0,0,0,0.0550068939389909,0.0500870104538096,0,0,0,0,0,0.0898426059728854,0,0.14544385034519,0,0
X600000.CH.EQUITY,0.109288667148335,0,0,0.146151574376643,0,0,0.0183333681365441,0,0,0,0,0,0.287703485551173,0,0,0,0,8.67361737988404e-19,0,0,0,0.065258417795945,0,0,0,0,0,0,0.129899465707028,0,0,0,0,0,0,0,0,0,0,0,0,0.0259893879982694,0,0.0115444719811675,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072215874855653,0,0,0,0,0,0,0,0,0,0,0.30454616660274,0.0607567502878557,0,0.0225501687944958,0.372676163590257,0,0,0.00774840046573269,0,0.0471517137428518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367055308640485,0,0,0,0,0,0,0.257163757786756,0,0,0,0,0,0,0.00359749432366722,0,0.213524036713933,0.267860990839417,0,0,0.0569001171387246,0.0693129406473103,0.0806823978824966,0,0.0100011728472673,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348180702093969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201521612432963,0,2.77555756156289e-17,0,0,0,0,0,0.0485731021560768,0,0,-0.0615381855074204,0.0197132151268091,0,0,0.285004859844215,0,0,0.139832976556401,0,-0.0785212476993308,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.353760622438277,0,0,0,0,0,0,0,0,0,0,0,0.120124110795163,0,0,0,0,0,0,0,-0.00872231630897136,0,0,0,0,0,4.33680868994202e-19,0,0.0751723546631618,0.320398987014404,0,0,0,0,0.130475054430474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440824035882991
X688.HK.EQUITY,0,0.268155450009024,0,0,0,0,0,0.121421684139894,0,0,0,0,0,0.0924753671211845,0.0728964312181073,0,0,0,0,0,0,0,0,0,0,0,0,0.2376662720735,0,0,0,0,0,0,0,0.121721775151592,0.053730301320206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.201849309622526,0,0.52803337512284,1.73472347597681e-18,-0.0305742516129078,0,0,0,0,-0.0536639442733121,0,0,-6.93889390390723e-18,0,0,0,0.179569312174289,0,0,0,0,0,0,0,0,0,0.0723856529472459,0,0,0,-0.0616161495140996,0,0,0,0,0,0,0,0,0,0.164419067716867,0,0,0,0,0,0,-0.00447735015635908,0,-0.234614422047525,-1.73472347597681e-18,0
X600016.CH.EQUITY,0.0488554016717318,0,0,0.11541059562196,0.046460900460042,0,0,0,0,0,0.327376801516142,0,0.0723630395653484,0,0,0,0.1797226311868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387620965384107,0,0,0,0,0,0,0,0,0,0,0.125844502921363,0,0,0,0,0.0758961170605734,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.106537772975549,0,0,0,0,0,0,0.0137402148181319,0,0,0,0,0.00239999957495874,0,0,0,0,0,0,0,0,0,0,0,0.109358151116518,0.0815491067188172,0,0,0,0,0,0,0.347769144693349,0,0.0877743448194603,0.0269408546515982,0,0,0,0.17597674405764,0.0025701823624259,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.205077266438866,0,0,0,0,0.0843353701304726,0,0,0,0,0,0,0,0,0,0,0,0.44347083634717,0,0,0,0,0,0,0,0,0,0,0,0.14450080953438,0,0,0.0744058573678571,0,0,0,0,0,0,0.0726613395787419,0,0.0237921846704479,0,0,2.16840434497101e-19,8.67361737988404e-19
X11.HK.EQUITY,0,0,0,0,0,0.137870364974961,0.0664862318647657,0.354576723808971,0.0395693390766625,0,0,-0.00933596562972465,0,0,0,0,0,0,0,0.0709713583706585,0,0,0.388225057028161,0,0,-0.0333471833098625,0,0,0,0,0,0,0.0925714673295177,0,0,0,0,-0.169996049190883,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
