,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.221991923985819,0,0.226832103106003,0,0,0,0,0.0442869596417644,0.0756152936870603,0,0,0,0,0.0587141194607287,0,0,0,0,0,-0.023537896598567,0,0,0,0,0,0,0,0,0,0.0881667286198156,0,0,0.0963244651275289,0,0,0,0,0,0,0.139900270991591,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.22683938373264,0,0,0.114209196856651,0.0163120324470633,0,0,0.109234030762046,0,0,0,0,0.0992006877624906,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.105672456577103,0,0,0.121516350668979,0,0,0,0,0,-0.0559750176527189,0.18669218461011,-0.224797630056258,0.216524749229912,0.166462758511756,0,0,0,0,0.0914304274491703,0.0435888103112503,0,0
X601939.CH.EQUITY,0.223630627742186,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0189072510041501,0.265841133244079,0,0,0,0,0,0,0,0,0,0,0,0,0.000938692607275554,0,0,0,0,0.0419080358207798,0,0.199359219356583,0,0,0,0,0,0,0,0,0.181301111616629,0,0,0,0.0410661295140819,0,0,0,0,0,0
X601288.CH.EQUITY,0.340113349124233,0,0.0932828198532993,0,0,0.229783149310616,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0392385016853552,-3.46944695195361e-18,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193101881239206,0,0,0,0,0,0,0.104162571647314,0,0,0
X5.HK.EQUITY,0.0261674560596693,0,0,0,0,0,0,-0.0464869281470687,0,0,0,0,0,0,0,0,0,0,0.387011156680777,0,0.130472669660716,0,0,0,0,-0.0878835475539258,0,0,0,0,0.581030999264321,0,0,0,0,0,0,0,0,0.058249603310707,0,0,0,0,0,0,0,-0.172479012283824,0,0,0,-0.0306468252662703
X601988.CH.EQUITY,0.104844216308204,0.181406528327297,0.234467135242963,0,0,0,0,0,0.028177069974936,0,0,0,0,0,0,0,0,0,0.101754129702765,0,0,0,0.0686498352896147,0,0,0,0,0,0,0,0,0,0.198492539532053,0,0,0.0443134191307055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.256353711719006,-0.0353979725703545,0.0105213222513083,0.0272691781827418,0,0.0802240137623148,0,0,0,0.505620177769077,0,0,0,0,0,0,0,0,0,0,0.0709026684218346,0,0,0.0633509873859349,0,0,0,0,0,0,0.00591888122022823,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0887758526867374,0.0293754382902091,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735909024041004,0,0,0,0.412128968197426,0,0,-2.77555756156289e-17,0.115341856426889,0,0.0511088399098647,0,0,0,0,0,0,-0.0336628641717885,0.397344386242651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.318925846257216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125381389799145,0,0.0760140046819192,0,0.106755922953932,0,0,0,0,0,0.149865014048861,0.00366063887807583,0,0,0,0.066904034257751,0.141162684498906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390064108491775,0.0285359698671139,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.235475416109592,-0.843658063535187,0,0.188475184493497,-0.320827674689294,0,0,0,0,0,0,0,1.21405643677001,0,0,0,0,0,0,0,0,0,0,0.0940837632975507,0,-0.0600690140116258,0,0,0,0,-0.938332966605424,0,0,0,1.08921638131596,-0.18568468873389,0,0,0,0,0,0
