,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182764516733935,0,0,0,0,0.498903304719116,0,0,0,0,0,0,0,0,0,0,0,0,-0.156541880923416,0,0,0.501574950149639,0,0,0,0,0,0,0,-0.0163458898249141,0.0912367743841287,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.1561609123969,0,0.244955697599118,0,0,0,0,0,0,0,0,0.280374022376156,0.0767095405151565,0,0.038241120236841,0,0,0,0,0.0752848930673088,0,0,0,0,0,0,0,0,0,0.0826520188590687,0,0,0,0,0.0290089633364759,0,0,0,0.0127972866886025,0,0,0.0449210628748953,0,0,0
X601939.CH.EQUITY,0,0,0,0.553279650844359,0.0205448034756771,0,0,0,0,0.327828875302266,0,0,0,0,0,0,0,0,0,0,0.107578867815841,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.00615725444304724,0,0.143054455465888,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.387700399086396,0,0.0468588409120826,0,0.975059762452695,0,0,0,0,-0.101951575526096,0,0,0,-0.307303926981315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412818979169832,0,0.174862029096929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145680444593887,0.398077839827529,0,0,0,0,0,0,0,0,0.0838371145154308,0,0,0,0,0,0.0609684042350683,0,0,0,0.006247608970084,0.0631029134367051,-0.192241128470711,0,0,0,0,0,0,0,0,0.0575380826605487,0,0,0,0.255910454599153,0,0,0,0,0,-0.16027178847828,0,0.0874992700768457,0,0
X601988.CH.EQUITY,0,0,0,0,0.323505982521321,0,0,0,0.0487418764200496,0,0,0,0,0,0.0721896480312875,0,0.100265791392443,0,0,-0.0642271590331802,-0.0679872354572176,0,0,0,0.198429994039017,0,0,0,0,0,-0.226514482449798,0,0.0703150226939568,0,0,0,0,0,0,0.0460911536215981,0,0,0,0,0,0,0,0,0,0.0855842633894326,-0.0610364204981821
X1299.HK.EQUITY,0,0,0,0,0.228021841221981,0,0,0,0,0,0,0,0,0,0,0,0.19282751767344,0,0,0,0,0,0,0,0,0.0353334526689232,0,0.0349316117127578,-0.116888183921863,0.0876834595457092,0.0539461590975648,0,-8.67361737988404e-19,0,0,0,0.535533588460251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0214656629460567,0,0,0,0,0,0,0,0,0.442029187719528,-0.0273333000310875,0.1429760152827,0.10888180513137,0,0,0,0,0,0,0.0474293803477588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164105895614964,0,-0.0895922426800713,0.312704620117303,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.100371072411212,0,0.010225467494411,-0.0939797816582474,0,0,0,0,0,0,0.0340788940685615,0,0,0,0,0,0.192763362067789,0,0,0,0,0,0,0,0,0,0.0240189490838803,0,0,0,0,0,0,0,0.433135031746437,0,0,0,0,0,0.201703240550654,0.084386462825702,0,0.0731870801188841,0,-0.0238647683698624,0,0,0,0
X601328.CH.EQUITY,0,0,0.148307906190309,0,-0.0850513995012276,0,0,0.406481189874354,0,0,0,-0.0141077407955215,0,0.468762894999339,0,0,0,0,0,0,0.0809649436850062,0.104814295729779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801790615375608,-0.206240048354776,0,0,0,0,0,0,-0.00872676488481885,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.124339565019546,0.241369689352794,0,0,0,0,0.0386025469493471,0.0745923598338987,0,0,0,0.266622204036025,0,0,0,0,0.0210399811744228,0,0,0,0,0,0.0870922308511096,0,0,0,0,0,0,0,0,0.0469249766707815,0,0,0,-0.155919031625294,0,0.0444660946292115,0,0,0,0,0,0,0,0,0,0,-0.0263726607750162
X601319.CH.EQUITY,0,0.0953340323517259,0,0,-0.297267950470881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369765125695874,0,0,0,0,0,0,-0.0189985115333928,0,0,0.00156455167308293,0,0,0,0,0,0.0266717737226012,0,0,-0.137281279379382,1.73472347597681e-18,0,0,0,0.602840104229965,0,0.0404262341441579,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.10589631752409,0,0,0,0,0,0,-0.0926832922759636,0.0621731197752301,0,-0.338694722644867,0,0,0,0,0,0,0,0,0.0310746385778423,0,0,0.289489082271596,0.136152945214648,0,-0.023518191925792,0.206085201681076,0,0,0.577471873043823,0,0,0,0,0,0,0,0,0.24597002388799,0,-0.122858556009419,-0.0319738299290621,0,-0.0391372587506541
X600000.CH.EQUITY,0.041750558202252,0,0.206042770181301,0,0.0250598888240607,0,0,0,0,0.165004682184695,0.310399175233438,0,0,0,0,0,0,0,0,0.0425798643745191,0.0491829372309447,0,0,0,0,0,0.235059799623486,0,0,0,0,-0.117764108723444,0,0,-0.098780593118677,0,0,0,-0.140950804648887,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0539606046531158,0,0,0,0,0,0,-0.0529677462835047,0,0,0,0,0,0,0,0,0.13454318504661,0,0,0,0,0.0471365893286997,0,0,0,0,0.0104479835681697,0.598340912964549,0,-0.0527817844452082,0.00815943928134436,0,0.0794324696618863,0,-0.0103716611442068,0,0.0509817730406825,0,0.0391336667654469,0,0,0,0,0,-0.123265482540595
X11.HK.EQUITY,0,0,0.226207514785891,0,0,0.187856706789921,0,0,0,0,0,0.0490450417123346,0,0,0,0,0,0,0.0996124446122474,0,0,0,0,0,0,0,0,0,0,0,0.469968565418585,0,0,0,0,0,0,-0.0624815022749747,0,0.0242844040743796,0.060326709934122,0,0,0.300875798310433,0,0.0539100437670272,-0.101953949600546,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.117998307146308,0.00630839224175222,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.276359921972212,0.579111589779827,0.114475182717484,0,0,0,0,0,0,0,0,0,0,0,-0.0907657009270351,0.00710431169480414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0509327952553728,0.205372511128498,0,3.46944695195361e-18,0,0,0.0281620549161317,0,0,4.33680868994202e-19,0,0.0415186030979231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149408505535582,0,0,0.294866729639703,0,0,0,0.0174720412753178,0,0,0,0,0,0,0,0,0.000608763163307255,0,0
X2388.HK.EQUITY,0,0.615689115298101,0,-0.0338675798844259,0.384644264036107,-0.47374828324583,0,0,0,0,0,-0.069021005027716,0,0,0,0,0.699537155537817,0,0,0,0,0,0,0,0,0.123893485462498,0,-0.145745612480868,0,0,-0.0908847531378112,0,-0.313181858271727,0,0,0,-0.203790051304721,-0.0229852737690746,0,0.109049106869313,0,0,0,0,-0.13726432651928,0,0,0,-0.151594678508847,0.017597225372179,0
X267.HK.EQUITY,0,0,0,0,0,-0.29609369436181,0,0,0,0,0,0,0.00765311910502992,0,0,-0.286575976620221,0.132758857180386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430600744751135,0,0,0,0,-0.0373474730629594,0,0,0,-3.46944695195361e-18,0.493035910079871,0,0,0,0,0.526656100457353,-0.00430948954381081,0,-0.256015819647562,0,0
X688.HK.EQUITY,0,0.090742406982064,0.0542153575683107,0,0,0,0,0,0,0,0,0,0,-0.0583211477185558,0,0,0.0233690037287362,0,0,0.0837190594517394,0,0.0856174665449011,0,0,0,0,0.122982647001659,0.108925097423941,0,0,0,0,0,0.201524258256763,0,0,0,0,0,0.209768559211422,0,-6.93889390390723e-18,-0.280307366532343,0,-0.289055028041206,0,0.134297820594994,0,0,0,0
X601998.CH.EQUITY,0,0,0.298211715794034,0,0.086969054784633,0,0,0,0,0.0488884591296225,0.0432629502194674,0,0,0,0,0,0,0.21317471740966,0,0,0,0,0,0,0.0647357759453289,0,0,0,0,0,0,0,0,0.0824560343591222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012259540378714,0
X600030.CH.EQUITY,0.000226859316845168,0.0826922442407803,0,0,-0.0379808310731718,0,0,0,0,0,0,0.0501517571695172,0,0,0.0423013610810236,0,0,0,0,0.0598927638327236,0,0,0,0,0,0,0,0,0,0,0,0.27772796018972,0,0.0873348271065632,0.222489076654775,0,0,0,0.291120886007122,0,0,-0.0442600665457706,0,0.0289056142515345,0.0453199689527104,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0476307733656554,-2.77555756156289e-17,0,0,0,0.32015203447478,0,0,0,0,0,0,0,0.312605787233812,0,0,0.135681726899812,0,0,0,0,0,-0.0941868431312903,0,0,0,0,0,0,-0.0884882222795104,0,-1.73472347597681e-18,0,0,0.105591466881057,0,0,0,0,0,0,0,-0.186090535821235
X000001.CH.EQUITY,0,0,0,0,0,0.0927701039438615,0,0,0.0725814906616546,0,0,0,0,0,0,0,0.0562839755991552,6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0444718000428583,0,0,0,0,0,0,0.187393759807291,0,0.133126788327289,0.158622628080392,0,0,0,0,0.0758406508759109,0,0,0
X2007.HK.EQUITY,0,0.314901177294707,0,-0.0933064104943697,0.056896159750468,0,0,0,0,0,0,0,0,0,0,0.0962444967727548,0,0,0.109388864495921,0.0590826807338045,0,0,0,0.000818382163771097,0,0,0,0.260325533370554,0,0,0,0,0.177765333712644,0,0,0,-0.0686656529457561,0,0,0,0,0,0,0,-0.0394342095986926,0,0,0,0,0,0
X1109.HK.EQUITY,0.139704601377913,-0.0284953138962592,0,0,0.00508040047726179,0,0,0.0452580318593147,0,0,0,0,0,0,0,0,0,0,0.150696388709782,-0.0247804871363923,0.236001128269229,0,0,0,0,0,0,0,0,-0.0834220601921304,0,0,0.605714929130923,0,0,0,0.104682820240446,0,0.125061502870471,0,-0.243528986740871,0,0,0,-0.118247622088889,0,0.062942202407956,0,0,0,0.0571861719566294
X1113.HK.EQUITY,-0.253545653365039,0,0,-0.0270884278843961,0,0,0.182652534862614,0,0,0,-0.0347133740804168,0,0,0,0.10263626928445,0,0,0,0,0,0.0947340974820963,0,0,0,0,0.140736004227357,0,0,0,0,0,0,0.0641986042825383,0,0,0,0.00401984824114481,0,0,0,0,0,-0.0423740779440753,0,-0.0672457010647858,0.331360388328576,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.103005635838711,0,0,0,0.439790993793367,0,0,0,-6.93889390390723e-18,0.069306494238173,0,0,-0.0876657086175468,0,0,-0.0245059710335093,0,0,0,0,0,0,0,0,0.0185568727933853,0,0,-0.00911028853553697,0,0.214364454063307,0,0,0,0,0.379190809794894,0,0,0,0,0,0,0,0,0,-0.195055467257589,-0.211913994041205,0,0
X12.HK.EQUITY,0,0,0,0,0.00162510808644159,-0.308254548612841,0.436751953481376,0,0,0,0,0,0,0,0,0,0,0,0,-0.335902933498937,0,0,0,0,0,0,0,0,0,0,0,0,0.437363349231361,0,0,0.30723752965359,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.430838351258343,0,0,-0.0479141429887144,0,0
X823.HK.EQUITY,0,0,-0.0384901209917083,0.0377920045942581,0,0,0,0,0,0,0,0,0.202824728745519,-0.214556053008909,0,0,0.113894794169106,0,0,0,-0.0409904205284599,0,0,0,0,0,0.0565790641572917,0.10430168472149,0,0,0,0,0,0,0,0,0.0905868266753993,0,0,-0.00689274922089538,0,0,0,0,0,0.112787740695699,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453253343534567,0,0,0,-0.0532728709453455,0,0.0300887233892375,0,-4.33680868994202e-19,0,0.0362326164834609,0,0,0,0,0,0.21224771410574,0,0,0,0,0.0938350445391427,0,0,0.0624436375651244,0,-0.0787826656001507,0,0
X001979.CH.EQUITY,0,0,0.0478501787104246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920537806911552,0,0,0.343560378314029,0,0,0,0,0.0346884246604331,0,0,0,0,0,-0.0417339271537952,0,0.203064347670392,0.192144436174628,-0.0301045189654854,0.0304152731661354,0
X600048.CH.EQUITY,0,0,0.0247721208533787,0,0,0,0,0,0,0,0.0581114174924425,0,0.160828380437343,0,0.222743210498421,0,0,0,0,0,0.0356037124325692,0.226046540671428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114541269097904,0,0,0,0,0,0,0,0,0,0,0,-0.249662587162979
X601211.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0.0059920585635164,0,0,0.0122406369181088,0,0,0.063780767189695,0.0308818406949335,-0.0252683593762798,0,0,0,0,0,0,0.0463194434535394,0,0.458759895826729,0.0394964354928989,0,0,0,0,0.0589718569195973,0.0407887257425841,0,0,0,0,0,0,0,0.0299259610929391,0,0,0,0,0,0.149483057138531,0.0559057371775087,0,0,0.197404055224226,0,0,0
X601336.CH.EQUITY,0,0.0127329050202575,0,0,0,0,0.12086974507796,0,0.0521360839444389,0,0,0.17918936711016,0,0,0,0,0,0.260933691323233,0,0,0,0,0.142162982678831,0,0,0,0,0,0,0,0,0,0,0.052685320316562,0,0,0,0,0,0.156612774552949,0,0,0,0,0,0,0,0,0,0,0
X1997.HK.EQUITY,0,0,0,0,0,0,0.014168713053431,-0.0291873517923496,0,0,0,-0.366049140439445,0.314305785050993,-0.00153280259219105,0,0,0,0,0,0,0.011362495091418,0,0,0,0,0.188963472208545,0,0.0394377996740673,0,0.160262077366208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408558814415607,0.0660275524951742,0,0.021594427515484,0,0
X601066.CH.EQUITY,-0.221513119144571,0,0,0,-0.0654425102784162,0,0,0,0,0,-0.0747871999587659,0.0768883257263911,0,0,0,-0.334283672054089,0,0,0,0,-0.105187765462798,0,0,0,0,0,0,0,0.181806644080567,0,0.256980371704607,0.396698052233262,0,0,0,0,0,0,0,0,0,0,0,0.309191206549976,0,0,0,0,-0.00414348140163945,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.0195164164009395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553756292788322,0,0,0,0,0,0,0,0,0.19197125113021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0338592388502395,0
X002142.CH.EQUITY,0,2.77555756156289e-17,0.043438293962088,0,0,0.0709417268395617,0,0.191924092733765,0.114414081104679,0,0,0.0481399269689882,0,0,0,0,0,0,0,0,0.162655814412736,0,0,0,0.214623556710543,0,0,0,0,0.00998077128233196,0,0,0,0,0,0.147489140190149,0,0,0,0,0,0,0,0,0,0,0,0,0.102116447622202,0,0
X601229.CH.EQUITY,0.344704059756636,0,0,0,0,0,0,0.261332331900101,0,0,0,0,0,0.160550979151875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839762347490706,0,0,0,0,0,0,0,0.0671722263669635,0,0,0,0,0,0,0,0.148942237072717,0.0989073903997364,0,0
X601169.CH.EQUITY,0,0,0,0.0540628143087163,0,0,0.034737550464397,0.123630349812878,0.0308854151064472,0,0.0232819084744814,0,0.0379936719059246,0,0,0,0,0,0,0,0,0.286363090456827,0,0,0,0,0,0,0,0,0,0,0,0,0.0930866813344464,0,0,0,0,0,0.259524756352606,0,0,0,0.0484845616824509,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.311146907182916,0,-0.240495429370714,0,0,0.44600311796197,-0.125920448199607,0,0,0.0286727922936513,0,-0.344860530799047,0,0,0,0,0,0,0,0.587786787724783,0,0,0,0,0,0,0.123007243498503,0,0,0,0,0,0.107207767230679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,-0.0897625503200773,-0.0850608680707985,0,0.0136541693068311,0,0,0,0,0,0,0,0.12449236589631,0,0,0.00893926652619366,0.167481123854059,0,3.46944695195361e-18,0,0,0,0,0,-0.0174233649639761,0,0,-0.169864914017333,0,0,-0.00445389127259359,0,0,0,0,0.486327138812606,0,0,0.0217112643696312,0.292343706961378,0,0,0,0,0,0,0,0.278026738964853,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,-0.154536921033976,0,0,0,0,0,0,0,0,0,-0.085789244476155,0,-0.0813616167817116,0,0,0,0,0,0,-0.117086356617313,0,0,0,0.0444206323700038,0,-0.140739373443603,0,0,0,0,0,0,0,0.447303420935908,0,0,0,0,0,0,0.929055471573149,0,-0.185289112616984
X17.HK.EQUITY,0,0,0,0,0.179803531846362,0,0,0,0,0,0,0,0.511893341073117,0,0,0.0862382485462153,0,0,0.0535713282718269,0.119597338634244,0,0,0,0,0,0,0,0,0,0.0464798020719122,3.46944695195361e-18,0,0,0,0,0,0.274690970659768,0.139329146409699,0,0,0,0,0,0,0,0,0.00435797005600245,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0.0683677011928979,0,0,0,0,0,0,0,0,0,0,0.0242033096387559,0,0,0,0.0127341744314961,0,0.40640132237884,0,0,0,0,0,0.00725141119014503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110534408990341,0.432212563599227,0.0635466901437477,0.00336254094055724,0,0,0,0,0
X600999.CH.EQUITY,0,0.0309251498878579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552692917266414,0,0,0.00864335103428841,0.0208742472027375,0,0,0,0,0,0,0,0,0,0,0,0.471293046996035,0,0,0.0674497942348973,0,0,0,0.0190589742559383,0,0.0924877952576529,0,0,0.305091271591559,0,0,-0.0122814597236473,0
X2881.TT.EQUITY,0,0,0,0,0,-0.0948736650580258,0.00893179253095654,0,0,0,0,0,-0.465825539013456,-0.098644840943074,0,0,0,0.0138233673628277,0,0,0,0,0,0,0,-0.105628346721469,0,0,0,0,0,0,0,-0.140041117698641,0,0,0.137856371961727,0,0,0.22048646593333,0.0910200782126739,0,-0.125026102513739,0,0.555164589106416,0,0.126369869022704,0,0,0,0
FXI.US.EQUITY,0,0,0,0,0,0,0,0,0.0857073644874754,0,-1.73472347597681e-18,0,0,0,0.12749317209492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797534909865726,0.0562198431909554,0,0,0,0,0,0,0,0,0,0,0,-0.887587095393033
