,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.278803872515495,0.024803922292519,0.047221815136519,0,-0.0190453401312388,0.263505303242841,0,0,0.00226823659427543,0.0807738809439825,0,0,0,0,0,0,0,0,0,0,0,-0.0427294512519724,0.183773123390553,0,0,0,0.0536881977036774,0,0,0.0273988092048771,0,0,0,0.0297065216050427,0,0.113595549150776,0,0,0,0,0,0,0,0,0,0,-0.0239037451538539,0,0,0
X601318.CH.EQUITY,0,0,0.252570301636165,0,0,0,0,0,0.067581846872812,0,0.0648881309525167,0,0.00852057219545905,0,0.209605758192133,0,0,0,0,0,0,0.0826015607047172,0,0,0,0,0,0.129974221208628,0,0,0,0,0,0,0.00914719984437672,0,0,0,0,0,0,0,0,0,0.106143198146517,0,0,0.0356202516177673,0,0,0,0
X601939.CH.EQUITY,0.362943095639713,0.271705997041848,0,0,0,0,0,0.40953374921318,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0557983063903338,0,0,0,0,0,0.0311217718058286,0,0.028961318012943,0,-0.0228454159929245,0,0,0,0,0,0.0612617256433684,0,0,0,0,0,0.0839951276767842,0,0,0,0,0,0,0,0,0.167434847522494,0
X601288.CH.EQUITY,0,0,0.128183087246434,0,0,0,0,0.464144957601339,0,-0.0484409625091394,0,0.0415974687030636,0,0,0,0,0,0,0,0,0,0,0.14305433719132,0,0.0441697374711565,0,0,0.145628310278637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136309995366754,0.0218999863583123,0
X600036.CH.EQUITY,0,0,0,0,0,0.156644840872931,0,0,0,-0.109979733642151,0,0,0.0780369789344197,0,0,0.0253986998348751,0,0.136837002437372,0,0,0,0,0,0,0,0.464882941743951,0,0.13713007306614,0,0,0,0,0,0,0,0,0,0,0,-0.0580775663888971,0,0,0,0,0,0,0,0,0,0,-0.0907045049169159,0
X1299.HK.EQUITY,0,0,0,-0.0863270955561197,0,0,0,0,0,0.185264652312151,0,-0.053012681619643,0,0,0,0,0,0,0,0,0.0597874162866332,0,0.147895372748724,0,0,0,0,0,0,0,0,0,0,0,0,0.0995480770392772,0,0.147505474051945,0,0,0.134812716483729,0.108965399134269,0.0520614741948053,0,0,0,0,0,0.209369486300648,0,0,0
X601628.CH.EQUITY,0.081123885369647,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.00515689252767759,0,0,-0.18147666912294,0,0,0,0.258296627214705,0,0,0,0,0,0,-0.113202545903533,0,0,0,0,0,0,0,0,0,0.610400510232702,0.044557575330839,0,0,0,0,0,0,0,0,0,0,0,0,0.00471508321599605,-0.0507491414181953
X601988.CH.EQUITY,0,0,0.0748604192757968,0.441798436632164,0,0,0,0,-0.0916588356771714,0,0,1.73472347597681e-18,0,0,0,0,0.280091848615359,0,0,0,0,0,0,0,0.0835012115862852,0,0.0452466455841854,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.00190849534428916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221006782791578,0.134202377482878,0,0,0,0,0,0,-0.0636101060273153,0,0,0,0,0,0,0,0,0,-0.0594886778728514,0,0,0.430081173235983,0.159485567842299,0,-0.03968258213507,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.000288273850153908,0,0,0.113694209516597,0,0,0,0,0.20820180952667,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.188114787782851,0.403035022812538,0,0,-0.14384986851903,0,0,-0.00454345415974099,0,0,-0.0490279249028618,0,0,0,0,0.391152249594576,-0.165435763228648,0,0,0,0,0,0,0,0,0,0,0.181381983082898,0,0,0,-0.0677279037208337,0,0,0.0620472771507126,0,0,0,0,0,0,0,0,0.0183105934232124,0,0,0.179745428606511,0
X601166.CH.EQUITY,0,0,0,0,0.121150682244988,0,0,0,0,-0.0295062593426496,0,0.0538766692697801,0.423562049130944,0,0,0,0,0,0,-0.137337000404186,-0.121116409244974,0,-0.0856004534410792,0,0,0,0,0.271718373286458,-0.00424658929106038,0,0,0.0725790227762072,0,0,0,0.106574232372212,0.0527487098910568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.199283407392061,-0.257489010580076,0,0.0332504942635729,0.356101090132822,0,0,0.334954220255154,0,0,0,0,0,0.219181292716882,0,0,0.175792915338132,0,0,0,0,0,0,0,0.0938504820468284,-0.33575776316149,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0381377804207938,0,0,0,0,0,0,0,0,0,0,0,0,0.0586934015386618,0
X000001.CH.EQUITY,0,0,0,0,0.16336668315809,0,0,0,0,0,0.471420906541293,0.0628990919217212,0,0,0.245005322806221,0,0,0,0,0,0,0,0,0,0,0,0.218639403243402,0,0,-0.0140359577375638,-0.0366320315246768,0,0,0,0,-0.21813586816139,0,-0.125922121601994,0,6.93889390390723e-18,0,0,0,0,-0.0483174924936471,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0744401445759613,0,0,0,0,0,0,0,0.00815205825735699,0,0,0,0,0,-0.036980686887526,0,0,0.145491305167619,0.197768140736098,0,0,0,0,0,0,0,0,0.0342605972736461,0,0,0,0.14307360229592,0,0,0,0.0529897458051177,0,0,0,0,0,0,0.214607862083317,0.136038525907155,0,0.0577922884706191,0,0,0.0791695487244977,0,0
X601601.CH.EQUITY,0,0.492459588031298,0,0,0,0,0,0.158331208802359,0,0,0,0,0.184554852281947,0,0,0,0,0,0,0,0,0.105479786585181,0,0,0,0,0,0,0.0546928647293927,0,0,0,0,0,-0.113955520768281,0,0.0461153367525744,0,-0.0758994556555308,0.0466982513794065,0,0,0.0261220571007428,0,0,0,0,0,0.0370181332906415,0,-0.0125771565626552,0
X000002.CH.EQUITY,0,-0.0151143964127453,0,0,0,0,-0.0614593055067303,0,0,-0.145699128193235,0,0.0672260042524298,0,0,0,0,0,0,0,0.0212706198649101,0,0,0,-0.0650283318074183,0.167746669668018,0,0,0,-0.245055636158165,0,0.102004898731587,0.479407049458695,0,0,0,0.0655315161954884,0,0.0397294203972604,0,0,0,0,0,0.300606149022263,0,0,0,0.0809492362876921,0,0,-0.0736194821050709,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.00234533516024139,0.0534339279688468,0,0,0,0.166039768810693,0,0,0,0,0,0.323156598441282,0,0,0,0,0,0,0.0317968226845781,0.0973968763940059,0,0,0,0,0,0,0,0.113642111162693,0,0,0,0.141652311300033,0,0,0,0,0,0,0,0,0,0,0,0,0.0510690724074883,0
X600000.CH.EQUITY,0,0,0,0,0.102679010908833,0,0,0,0,0,0,0.00378842247941973,0,0,0,0,0.462616086493927,0,0,0,0,0,0,0,0.073942686293818,0,0,0,0,0.027912465775452,0,0.0301803873916761,0,0,0,0,0,0,0.0604629593023027,0,0,0,0,0,0,0,0.0160995739537603,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0739605544261079,0,-0.00710965748717375,0,0.022539749007146,0,0,0,0,0.0537674028319905,-0.0565985803369998,0.525445706408774,-0.146885835520882,0,0,0,0,0,0,0,-0.129167995131881,-3.46944695195361e-18,0.144770461367344,0,0,0,0,0,0,-0.117607760374272,0,0,0,0,0,0,0.142597994982314,0,0,0,0,0.111744101714948,0,0,0.0660685414387273,0,0,0,0,-0.161223246937233
X300059.CH.EQUITY,0,0,0,0,-0.0346939227738767,0,0,0,-0.0271506537600378,0.0614164504500653,0,0.058637571603164,0,0.0169504729944412,0.0892950721347457,0,0,0,0.299197222861259,0,0,0,-0.0320000115710162,0,0,0,0,0,0,0.0179295670671491,-0.060965420006437,0,0,0,0,0,0,0,0,0,0,0,0,0.387408583459616,0,0.19680871023676,0,0,0.0224382101256556,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161939382458317,0,0,0,0,0,0.00258343773797872,0,0.0298085928021879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358778713970164,0,0.112934575099224,0.503156421400295,-0.0106326100714474,0,-0.428112235995433,0,-0.114493573141555,0.0202656523730508,0.0484612306556386,0,0
X601319.CH.EQUITY,0,0.068798704481284,0.209046172249943,0,0,0.0139319394293184,0,0,0,0,0,0,0,0.26618568855799,0,0,0,0.0851397844504133,0,0,0,0,0,0,0.00941127377443221,0,0,0,0,0,0,0,0,0.00666952802828549,0,0,0.130078069505434,0,0,0,0,0,0,0.0126341811792011,0,0.0124728741581758,0,0,0,0,0,0
