,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.168710455182254,0,0,0.0834041621826008,0,0,0,0,0,0,0,0,0,0,0,-0.012855472774417,0,0,0,0,0,0,0,0,0,0.0830837448752401,0,0,0.115792128996153,0,0,0,0,0.412450448342311,0,0,0,0,0,0,0,0,0,0,0.135715193826338,-0.0885378620189905,0,0,0,0,-0.0863552552561754
X601939.CH.EQUITY,0.199887651172177,0,0,0.356627253473627,0,0,0,0,0,0,0,0.0640569118006238,0,0.183746772686986,0,0,0,-0.117585857413802,0,0,0,0.0562475993666876,0,0,0,0.207473653328306,0,0,0,0,-0.113435296874705,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152154817227778,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.286642364673909,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0501755964319226,0,0.0471959156875145,0,0,0,0,0,0.107928791770413,0,0,0,0.075789047507011,0,0,0.0899353837398105,0,0,0,0,0,0,0,0,0,0,0,0.118454292448483,0,0,0,0,0.138307662593622,0,0,0,0,0
X601288.CH.EQUITY,0,0.63206917561736,0,0,0.160277140632059,0,0,0,0,0,0.013487541856585,0,0,0.0166174412628292,0,0,0,0,0,0,0,0.122982832238934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113556975004596,0,0,0,0,0,-0.0428044681786811,0,0
X601988.CH.EQUITY,0.135845517890567,0.115971144481182,0,0.211694063233882,0,0,0,0,0,0.311247144389725,0,0,0,0,0,0.220555850029703,0,0.129318360435652,0,0,0.0570726948369704,0,0,0,0,0,0,0.138005407911227,0,0,0,0,0,0,0,0,0,0,-0.584413445760596,0,0,0,0,0,0,0,0,0,0,0.0552995523565903,0,0
X600036.CH.EQUITY,0,0.205908365636837,0,0,0,0,0,0,0.154201263513687,0,0,0,0.137564452818852,0,0,0,0,0,0,0,0,0,0.0855205618509833,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0124684516276834,0.00388236632401841,0,0.30605329257148,0,0,0,0,0,0.0582722870855279,0,0,0,0,0,0.0189319492646511,0,0.0658533872626486,-0.0209453902922044,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.051452495322614,0,0,0,0,0,0.168917904824946,0,0.0290203606694066,0.0583424943661151,0,0.29316854585601,0,0,0,0,0,0,0,0.03362605205014,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.332588727741937,0,0,0,0,0.000416622219335538,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131945833566393,0,-0.137287193629815,0,0,0,-0.00960429052742347,0,0,-0.39282724577844,0.794277669733181,0,0.577407973778385,0,0,0.188426911731799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110724099095874,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0625176089407197,0,0,0.227949771560352,0,0,0,0,-0.189824848400165,0,0,0,0,0,0,0,0,0,0,0,0.0750211031730728,0.170282920837682,-6.93889390390723e-18,0,0,0,0.211082262379048,0,0,0,0,0,0,0.0866535074220056,0,0,0,0,0,0.159251667219294,0,0,0,-0.0295974607120209,0,0,0,0,0.108744296775343,0
X601658.CH.Equity,0,0.0718941785564877,0,0.100885318074022,0.0396019408168123,0,0,0,0,0,-0.0322265341293627,0,0,0,0,0,0,0,0,0.267329119142113,0.188589443522906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289453239851282,0,0.0959389891001765,0,-0.134110085454694,0,0,-0.0791341364059836,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.187406962777181,0.0493788963666807,0,0,0,0,0,-0.0366843012235237,0,0,0,0,0,0,3.46944695195361e-18,0,0.478418317476431,0,3.46944695195361e-18,0,0,0.0351281506947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921741858845027,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.290088154206863,0.000175213409997992,0,0.0559508568623348,0,0,0,0,0,0,0.0508252798095287,0,0,0,0,0.0153653765626244,0,0,0,0,0,0.102787743874015,-0.00805917574101428,0,0,0,0,0,0,0.28286359647752,0.129369090452719,0,0.0527907268748333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.059707536385864,0,0,0,0.167499466724454,0,0,0,0.0163594183633996,0,0,0,0.0335685274158664,0,0,0,0,0,0,0.0196213862529504,0.213708967570211,0,0,0,0,0,0,0,0.312037250845784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144701757622386,0,0,0
X600000.CH.EQUITY,0,0,0.0943793390414301,0.170457962678777,0,0,0,0,0,0,0,0,0.231058155383979,0,0,0,0,0,0,0,0.00155145878495131,0.0300194828832439,0,0,0,0.138199391457434,0,0,0.123358828885387,0,0,-0.044489188793863,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.067779809236487,0.0216768015745914,0,0,0
X000002.CH.EQUITY,0,0,0.0918503382562843,0,0,0,0,0,0,0,0.0150193599208376,0,0,0,0,0,0,0,0,0,0.115804180029639,0,0,0,-0.0298038187236435,0,0,0,0,0,0.333480467113304,0.258174690991232,0.228091570837816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0187318113554623,0,0,0,0,0,0,0.432581691143342,0,0,0.105644355932189,0,0,0.0600621130787243,0,0,0,0,0,0,0,0.144932168007623,0,0.0730455726558631,0.0243900448835713,0,0,0,0,0,0.0359978593536321,0,0,0.0511874783944552,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.252365956589049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181782080149299,0,0.0175744798833323,0,0,0,0,0,0,0,0,0.0124792663563211,0,0,0,0.396969815001605,0,0,0,0.157924330485998,-0.0950308662915954,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0794445702152569,-0.0241445688099262,0,0,0,0,0,0,0.290621231723336,0,0,0,0,0,-0.0559020926082304,-0.0595319903034008,0,0,0,0,0,0,0,0,0,0.071468265998289,0,0,0.466997647201621,0,0,0,0,0,0,0.0646711700473123,-0.013016466096144,0,0,-0.0118955943389946,0,0,0,0.0351206687190567,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0701243840171062,0,0,0,0,0,0,0.072904098814797,0,0,0,0,0,0,0,0,0,0,0,0.0552804471379397,0.306514270518224,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0657252945234826,0,0.138930204200665,0,0,0,0,0,0,0,0,0,0.214228762166294,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204172735438897,0,0,0.0777227491409219,0,0,0.321929267668056,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981457251627511,0,0,0,0,0,0,0,0,0,0,0.135172461051895,0,0.152116703107397,0.00408579609265204,0,0,0,0,0,0.378824346361226,0,0,0.0789608548805184,0,0,0,0,0,0,0,0,0.236172314682418,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.105473467804889,0,0,0,0,0,0,0,0.34397099657765,0.116196484092031,0.0204374293083571,0,0,0.30456574414083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798869257080952,0,0,0,0.00475250564368413,0,0,0,0
X601601.CH.EQUITY,0,0,0.781515704629372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220373616591302,0,0.0205543176432432,0,0,0,0,0,0.119553553344323,0,0,0,0,0,0,0,0,0,0,0,0,0.255227557092081,0,-0.0471809311015771,0,0,0,-0.271661620261741,0,0,0,0,0,-0.120122034356991,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.124620168579366,0,0,0,0.0270058226309687,0,0,0,0,0,0,0,0,0.0106350989064614,0,0,0,0,0.264441994753585,0,0.0245847992013048,0,0,0,0,0,0.131741038933183,0,0.0138192842733374,0,0,0,0.0106449052096723,0,0.327002925812305,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.300257988914352,0.223234855680356,0,-0.0215301736614333,0,0,0,0,0,0.0635652577502866,0,0,0,0,0,0,0.205188646231352,0,0,0,0,0,0,-0.0164736672407327,0,0.0434463602274127,0,0.0536462342685276,0,0,0,0,0.102469202079084,0,0,0,0,0,0,0,0,0,0,0.0342949018156185,0
X601998.CH.EQUITY,1.73472347597681e-18,0.345312434655708,0,0,0.0406926054816678,0,0,0.0461570929924979,0,0,0,0,0,0.294610605895469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108360807500737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167734863286141,0.0791246253321835,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.196105346609391,0,-0.0569640791168308,0.124010538933222,0,0,0,0,0,0,0,0.122079493188326,0.251241468723108,0,0,0,0,0,0,0,0.227379089895223,0,0,0,0,0,0,0,0.0707668786092656,0,0,0,0,-2.16840434497101e-19,0,0.00761584150056599,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0.262042735329238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781745346687739,0,0,0,0,0.22874775860074,0,0,0,0,0,0,0.345570351920904,0,0,0,0,0,-2.77555756156289e-17,0,0.190764954353865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150756266947215,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.0175767108911432,0.0567823915742768,0,0,0,0,0,0,0,0.126504892837917,0.0232559379110105,0,0,0,0,0,0,0,0,0,0.444418418609945,0,0,0,0,0,0.0358898006612408,0.0792719757517976,0,0,0,0,0,0,0.0977043772551806,0,0,0,0,0,0,0.257322909744342,0,0,0
X601818.CH.EQUITY,0.216298125890334,0,0,0.204611194099246,0,0,0,0.0185058095918756,0,0,0,0,0.314068900838147,0,0,0,0,0,0,0,0,0,0,0,0,0.108104422128516,0,0,-0.0807561235067753,0,0.0622911025987654,0,0,0,0,0,0,0.00459252110469701,-0.0153340301065527,0,0,0,0.0604825240830454,0.026711197904631,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.16091996575606,0,0,0.311423408274351,0,0,0,0,0,0,0.185041380077168,0,0,0,0.0305334182063343,0,0,0,0,0,0,0,0,0,0,0,-0.0661933148480783,0.219402443578682,0,-0.0359524470703183,0,0,0,0,0,-0.0842476451116073,0,0,0,0,0
