,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0827812048370995,0,0.0909180562410053,0,0,0,0,0,0,0.472582825267133,0,0,0,0,-0.222207140830842,0,0,0,0,0,0,0,0,0,0,0,0.105102407379075,0,0,0,0.0714209244995948,0.121918167450062,0,0,0,0,0,0,0.0153573060045486,0,0,0,0,0,0.0726466159645915,0,0,0.219661931073472,-0.0608488758390044,0
X601318.CH.EQUITY,0,0,0,0,0,0.0910575496282731,-1.38777878078145e-17,0,0.264297594771542,0,0,0.316824555182496,0,0,0,0.108830439040047,0,0,0.0454621198128652,-0.0620512053210441,0,-0.031274603923632,0,0,0,0,0,0,0,0,0,0,0.110906873680744,0,0,0,0,0,-0.273819033924814,0.137328695231022,0,0.00952029391792479,0.124959076167333,0,0,0,0,0.0328553314698384,0,0,0
X601939.CH.EQUITY,0.478044646655391,0,0,0.00555529031984714,0,0.17936861383175,0,0,0,0,0,0,0,0.0625254960546794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370728917560775,0,-0.115918968832124,0,0.0464375331716312,0,0,-0.0455409159958508,0,0,0,0,0
X601288.CH.EQUITY,0.560629002006524,0,0.14836370118666,0,0.147444973338327,0.074916114593083,0,0,0.0271830637961607,0,0,0,0.00858662096642705,-0.0520854170322884,0,-0.0432180248018052,0,0,-0.0484587553094999,0,0,0,0,0,0,0,0.0620453681849457,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0592302483340878,0,0.016076826164021,0.206095219167095,0,0,0.00375241062745499,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.129772719866049,0.193752602571573,0.17494140531933,0,0,-6.93889390390723e-18,-0.16859426683463,0,0,0,0.240541822807529,0,0,0,0,0,0.518166221648253,0,0,-0.0659256132544972,0,0,0.18229816732795,0,0,-0.168671211679937,0,0,0,0,0,0,0,0,0.0276496897355809,0,0,0,0,0,0,0,0,0,0.122981421296559,0,0,0.117502928330406,0,0
X601988.CH.EQUITY,0.0764613965554658,0,0.17209949939323,0.122737322685141,0,0,-0.00048585791337619,0,0.12511287376602,0.0985513285597149,0.168572126579855,0,-0.288539975826285,0,0,0,0,0,0.0180070863115002,0,0,-0.0848976935877919,0.260569417671392,0,0,0,0.110230043709702,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0313436410749344,0,0,0,0,0.0179245757072475,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0342987177937066,0,0,0,0.119873938669167,0,0.163740688502903,0,0.30665787847151,0,0,0,0,0,0,0,0,0,0,0,0,0.109821634195405,0,0,0,0.131077133477798,0,0.0167459541624631,0.00517924757107428,0,0,0,0.0564414586604158,0.0272158993996134,0,0,0,0,0,0.0934746446097228,0,0,0.0899667303717592,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.228206451920038,0,0,0,0,-0.0698464855129405,0,-0.0757270984389061,0,0,0.267035817259522,0.259557436249795,0.141885593036072,0,0,0,0,0,0,0,0.121347090606406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162923392835218,0,0,0,0,0
X601628.CH.EQUITY,0.305503209930072,0.197209206741522,0,0,0,0,0,0,0,0.0124141672004847,0,0,0,0,0,0,0,-0.189075594916453,0,0,0,0,0,0,0,0,0,0.0750263015075299,0,0,0,-0.0205380199227001,0,0.00324186090915533,0,0,0,0,0,0,0,0,0,0,0,0.105247705781503,0,-0.0796067237663888,0.0440286822674002,0.271003761809949,0
X601166.CH.EQUITY,0.141286606634039,0,0,0,0,0.100700583395989,0.297173914145499,0,0,0,0,0,0,0.10143875060878,0,0.441248188559092,0,0,0,0,0,0,0,0,0.133238291942093,0,0,0.00406228731770282,0,0,0,0,6.93889390390723e-18,0.00788173489305132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0396387052664435,0,0,0.0683263395461052,0.0282582750460962,0,0,0,0.00735185414833276,0,0.26851252723209,0,0,0,0,0,0,-0.148490803314895,0.212970700668434,0,0.070481761299119,0.104636839967214,0,0.089749773934748,0,0,0,0,0,0,0,0.0369837285107121,0,0,0,0,0,0,0.0138762834210074,0,0,0.189892953182116,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0.157357957267212,0,0,0,0.425105429763479,0,0,0.0833876703668027,0,-0.0525986235981858,0,0,0,0,0,0,0.0119406233506968,0,0,0,0,0.157389420617201,-0.00852103943369472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224987618376849,0.0456312133611044,0.205557738743238,0,0,0
