,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.521222171595278,0,0.0754651171699867,0.0311464098828617,0.0922268912015083,0.0503498741978106,0,0,0,0,0,0,0,0.0257239812400765,0,0.0402505929247155,0,0.0628979897575883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00725580236522431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.493260910360348,0,0,0.0357188055524803,0,0,0,0,0,0.141373596614212,0,0,0,0,0,0,0,0,0,0.0131415822224665,0,0,0,0.0113445057434496,0,0,0.159082112754008,0.0505771383195409,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0548043263984163,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.169929846656991,0,0,0,0,0,0,0.190212797074588,0,0,0,0,0,0,0,0.215911158296744,0,0,0,0,0,0,0,0,0.0942791525485079,0,0,0,0,0,0.179781236744403,0,0,0,0.000758270848836711,0.0180113152566445,0,0,0,0,0,0
X601288.CH.EQUITY,0.461832930875342,0,0.0454837452245816,0,0,0.0303854711387794,0,0,0,0.0940324173104579,0,0,0,0,0,0,0.183482495088214,0,0,0,0,0,0,0,0,0.00862548218079224,0,0,0.130995612895343,0.0349488487953495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.310071228171462,0,0,0,0,0,0,0,0.321211101595497,0,0,0,0.211348901118871,-0.372288439067266,0,0,0,-0.0486744437178429,0.158918496374515,0,0.141891601712754,0,0,0,0.277434386241467,0,0,0,0,0,0,-0.0650980666910623,0,0,0,0,0,0,0,0,-0.0800167777323275,0,0,0,0,-0.175264308048272
X601988.CH.EQUITY,0,0,0,0.215795446623903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315330611985137,0.0763948043485822,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0145352947216881,0,0,0,0.111530484660454,0,0.207591843036932,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.132002031252424,0,0,0,0,0,0,0,0.0153706283726368,0,0.244327076159676,-0.0578253343117579,0,-0.0206238399823314,0,-0.0138464734656857,0.0714832879157548,0,0,0,0,0,0.381785236780806,0,0.110866609180242,0,0,0.0936587626917476,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0480692798217244,0,0,0,0,-0.037908967096949,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102579094582394,-0.0648032486812785,0,0,0,0,0.244428142021771,0,0.0843280428929186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317247287016029,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0815013427306483,0,0,0,0,0,0,0.00892056696851275,0.245995724429189,0.026252345233409,0,0,0,0,0,-0.0636429187333996,0,0,0,0,0,0,0.162875733035867,0,0,0,0,0.227571331770469,0,0,0,0,0,0,-0.0414058827481027,0,0,0.214678522886779,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849235633741653,0,0,0,0.0365121426813979,0.0101711214637354,0,0,0,0,0.113624003909614,0,0,0,0,0,0,0.0227410589779573,0.187040447223866,0,0,0,0.0282888290282788,0,0.0620669436634214,0,0,0,0.0868557974789387,0,0,0,0,0,0,-0.00531027997805908,0,0.155178993303807,0.211327081631051,0,0,0,0,0,0,0,0,0,0
