,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.129053082116472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109415472823111,0,0.501029075750475,0.390484781657721,0.0378680096571009,-0.216545330242264,0,0,0.170356201692241,0,-0.0766781387392715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187979987600304,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.240940899384986,0,0,0,-0.0853774312152305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.19885155895409,0.0271443267688932,0.0136433560603364,0,0,0,0.218770306321371,0,0.182017756321004,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601939.CH.EQUITY,0,-4.33680868994202e-19,0,0.839233590449218,0,0,0,0,0,0.0163966154811873,0,0,-0.0558571965536626,0,0,0,0.0383655104609927,0.129403900333092,0,0,0,0.00265747226463846,0,0,0,0,0.0312097621641397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716324173357258,0,0,0.00658219201046305,0,0
X601288.CH.EQUITY,0,0,0.952465769439326,0,-0.0657540982131722,0,0,0,0,0,0,0,0,0,0,0.0582536478141999,0,0,0,0,0,0,0,0,0,0,0.0536413363570916,0,0,0,0,0,0,0,0,0.0249308041424179,0,0,0.0216141811334132,0,-0.0752696390389374,0,0,0,0,0,-0.00101997490690172,0,0,0,-0.0945621127284231,-0.0417041479154609
X601628.CH.EQUITY,0.017266917832878,0,0,3.46944695195361e-18,0,0,0,0,0,0.246095919231425,0,0.234272334189469,0,0,0,0,0,0,0,0.122764572636296,0,0,0,0,0,0,-0.107239623187651,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.413590798644077,0,0,0,0,0,0,0,0,0.301796704596254,0,0,0,0,0.0151587444377965
X600036.CH.EQUITY,0,0,0,0.327154211334962,0,0,0,0,0.0665159456066542,0,0,0,0,0,0,0,0.14948902186389,0.134032011641856,0,0,0,0,0,0,0,0,0,0,0.126443799515585,0.147856588647783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532581224574315,0,-0.0113107129290318,0,0.0068504104200824,0,0,0
X601988.CH.EQUITY,0,0,0,0.00455233636271368,-0.138087514828217,0.076413851910568,0,0.0506401459077729,0,0,0,-0.0201926644387704,0,0,0,0,0,0,0,0,-0.0422897443077811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108052335967408,0,0,0,0,0,0,0,0,1.05175919408579,0,0.001908956062848
X1299.HK.EQUITY,0,0,0,0,0.142260066461614,0,0,0,0,0,0,0,0.0300110307987977,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.115250623548875,0.130010464148756,0,0,0.0717658227148035,0,0,0.173586914878298,0.334311372080537,0,0,0,0,0,0,0,0,0,0,0.140971545185588,0,0,0,0.0763595876521288,0,0.000356745572762492,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014428892110966,0,0,-0.196527572860696,0,0,0,0,0,0.0242227594495327,-0.0197991231222748,0.223730030347083,0.484032273144114,0,0,0,0,0,0,0,0,0,-0.0671290279037967,0.0601245286433369,0,0,0,0,0,0.0574298753503243,0,-0.167028826684234,0,0.0630831039817463,0,0.120401666128555,0
X388.HK.EQUITY,0,0,0,0,0.266835072480173,0,0,4.33680868994202e-19,0.122278052992733,0,0,0,0,0,0.0161161775323356,0,0,-0.428308506820674,0,0,0,0,0,0,0.537768968107064,0.222977272788422,0,0,0,0,0.12246235381516,0.0174757239107483,0,0,0,0,0,0,0,0,0,-0.0234394684124354,0,0,0,0.0746079351317354,0,0,-0.087499555703577,0,0,-1.38777878078145e-17
