,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.138344929602679,0,0,0,0,0,0,0,0,0,0,-0.0966350233061057,0,0.43199572464765,0.688339990999284,0,0.0393780772660483,0,-0.127767203385794,0,0,-0.083225387944986,0,0.107793163229894,0,0,0,0,-0.133941751681479,0,0,-0.338794743570908,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.196906165524081,0,0,0,-0.0285226683225078,0,0,0,0,0.118784101312901,0,0,0,0,0.253241075485547,0,0,0,0,0,0,0,0,0,0.0869052689140573,0,0,0,0,0,0,0.402528481307079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.806387971162561,0.0267750824274893,0.0571436938088769,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0296881509989487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431768649481991,0,0,0,0.0434876038175507,0,0,0,0,0,0,0.0467078848713254,0,0,0,0,0.00130306834024038,0,0,0
X601288.CH.EQUITY,0,0,0.921916805228607,0,0,0,-0.0679027206124722,0,0,0,0,0,0,0,0,0,0,0.116150055951851,0,0,0,0,0,0,0,-0.0148019628907957,0.0590234518493853,0,0,0,0,0,0,0,0,0,0,-0.103034297983265,0,0,0,0,0,0,0,0,0,0,0,0,-0.047235278542036,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12022638214134,0,0,0,-0.142840610910658,0,-0.160401657400704,0,0,0,0.104221801205575,0,0,0,0,0,-0.0625966813393275,0,0,-0.221309177579026,0,0,0,0,0.0612556002612098,0,0,0,0,0,0,0.0128521774735418,0,0.138145786569495,0,0,0,0.0996013126169141,0
X600036.CH.EQUITY,0,0,0.385232801644083,-1.73472347597681e-18,0,0,0,0,0.00825907407981175,-4.33680868994202e-19,0,0,0,0,0,0.132297944391416,0,0,0,0,0,0,0,0,0,0,0.189584366866522,0,0.0163772936277765,0,0,0,0.180822226705107,0,0,0,0,0,0,0,0,0,0,0,0.0211773387706497,0,0,0,0,0.0101986863018761,0.00723340470837004,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.913197720820263,0,0,0,0,0,0,0,0,0,0.101059443275863,0,0,0,0,0,0,0,0,-0.114306181344051,0,0,0,0,0,0.0798038254499179,0,0,0,-0.0830537199035038,0,-0.0587210850745105,0,0,0.0164912786735846,0,0,0.0379507626574876,0,0.057646382412242,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,5.3295182549607e-05,0,0,0,0,0,0,0,0.19902742705425,0,0,-0.267327850038769,0,0.145479080214932,0.102097596592869,0,0.143006700636058,0,0.332472662647334,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0226512171703275,0,0,0,0.317165460311375,0,0,0,0.0386228918335896,0.121077123735601,-0.0576462344299394
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733064268415456,0,0,0.274042070601647,0,0,0,0,0,0.285452538916629,0,0.277124157486496,0.0303493868280541,0.109225485662858,0,0,0,0,0.0293067239751648,0,0,0,0,0,0,-0.16029805828247,0,0,0,0.100143867474577,-0.101014710752304,0.0280908921626142,0,0,0,0,0,0.2231580254768,0
X388.HK.EQUITY,0,0,0,0,0,0,0.246389500750827,0.0161181569033591,0.0234413104671612,0,0,0,0,0,0,0,0,0,-0.243213424746525,0,0,0,0,0,0,0.361947652941848,0,0.0114862206957421,0,0.094075559969207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225850991592588,0,0.012509819427351,0,0,0.0809237074431329,-0.243520266952684,-0.0507773029876883,0
X601658.CH.Equity,0,0,0,0.225261403609911,0,0,0,0,0,0,0,0,0,0.00187381182505573,0,0,0,0.287433361493435,0,0,-0.106907952086246,0,0,0,0,-0.074516771358512,0,0,0,0,0.0597527284544378,0,0,0,0,0,0,0,0,0,0,0.344034515570302,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.0335143272911744,0.135206110437142,0,0,0.0269011645186763,0,0,0.0425685122798735,0,0.0846308914322393,0,0,0,0,0,0,0,0,0,0,0,0,0.0125878039912846,0.0643616151603988,0,0,0,0,0.672815011538809,0,0,0,0,0,0,-0.0499392836294011,0,0,0.0184647044733301,0,-0.0173849518808317,0,0,0,0,0,0.0297241130947461
X601328.CH.EQUITY,0,0,0,0.212744834462412,0.0103995705391332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327704456302285,0,0,0,0,0.00468645929276149,0,0,0,0,0,0,0,0,0,0,0.0256886376810775,0,0,0,0,0,0,0.248336187691147,0,0.0473265852563456,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.5331449817031,0.0108089753022818,0,0,0,0.0188228560692973,0.0694166739486096,0,0,0,0,0.072512884519926,0.0215686942416865,0,0.0704050663880701,0,0,0.0492455577268424,0,0.0504401726153547,0,0.0785790721088496,8.67361737988404e-19,0,0,0,0,0.0473409064447085,0.0137674165058471,0,0,0,0,0,0,0,0,0,0,-0.0328992464064186,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.339446677685388,0,0,0,0,-0.0333938760030392,0,0,0,0,0,0,0,0,0,0,0.147007653105949,0,0,0,0,0,0.0578833466613008,0,0,0,0,0.336049623238701,0.0538582178418485,0,0,0.0719983731216998,0.0352971020305383,0,0,0,0.0449876933408532,0,0,0,0
X600000.CH.EQUITY,0,0,0.156229201710878,0.193389077438738,0,0.12090578426562,0,0,0,-0.0302411413098365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113697608177505,0,0,0,0,0,0,0,0,0,0,0,0.692975771614287,0,0,0.258441669605682,0,0,0,0,0,0,0,0,0.0817094521514129,0,0
X000002.CH.EQUITY,0,0,0.128222170639993,0.0733881953264998,0,0,0.0176144936094906,0,0,0,0,0,0,0.000876657080724749,0,0,0,0.145655023101273,0,0,0,0,0.0612883126944389,0,-0.0219177967253239,0,0,0.0233743074927935,0,0,0.0279822832415737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151160565070334,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.242874992439389,0,0,0,0,-0.00547143709987163,-0.0513424157695421,0,0,0.0313701048619098,0,0,0.0284970901241483,0.120236165495449,0,0,0.0616358825858326,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386514457287481,0.0363608314112957,0,0,0,0,0,0.285854388001857,0,0,0,0,0,0,0,0.144635405309432,0,0,-0.0854079487594876,-0.0406864374859214
X000001.CH.EQUITY,0,0.0698183087738431,0,0,0,0.121432528704178,0,0,0,0,0,0,0,0.129721172578608,0,0.118399893704723,0,0,0,0.095901730147192,0,0,0,0,0.100901046657741,0,0,0,0,0,0,0,0.113794883369613,0,0,0,0.0749615678373692,0.0284457932111934,0,0,0,0,0.0101719107900976,0,0,0,0,0,0,0,0,0
