,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.209001266434927,0,0.202959610342729,0,0,-0.0695022389322857,0,0,0,0,0,0,0,0,0.113920676656418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154557340069088,0.0639099203315978,0,0,0,0.040014907346197,0,0,0,0,0,0,0,0,0.277685399581344,0,0,-0.0686689567262265,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0832932127095486,0,0,0.0383505265418787,0,0,0.152605452514075,0,0,0.0118871685975441,0,0,0.394032609873589,0,0,0,-0.0777007532225089,0,0,0,0.0962135342668441,0,0,0.14136550557302,0,0,0,0.228527425449083,0,0.126275139183257,0,0,0,0,0,0,0,0,0,0,0,0.018528594730131,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.179538616112727,0,0.3233229818095,0,0,0,0.0144461113053949,0,-0.16852065459952,0,0,0,0,0,0,0,0.0144666246963309,0,0.605485921910681,0,0,0,0,-0.0361603058410143,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385734825778045,0,0,0,0,0,0,0,0,0,0,-0.116604685266856
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0719355357101344,0,0,0,0,0,0,0.282703334505723,0,0,0,0,0.0216802503282624,0,0,0.107544249545861,0,0,-0.205458297501297,0,0,0.0698426088856148,0,0,0.350779575403313,0.283811562043725,0,0,0,-0.000820655638828291,0,0,0,0,0,0,0.11048670170573,0,0,0.0160063599715033,0,-0.0584545610325084,0
X601288.CH.EQUITY,0.088746262347591,0,0.0385896974332964,0,0,0,0,0,0,0.0379340329540177,0,0,0,1.73472347597681e-18,0,0.550449857148962,0,0,0,0,0.0748910195807186,0,0.157545822932113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108379136701231,0,0,0,0,0,-0.0440670802842698,0,0.0416009104701478,0,0,-0.0111539815073031,0,0,0
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0273489265759608,0.225673547492474,0,0,0.225410968117626,0.299025817665988,0,0,0,0,0,0,0,0,0,0.119639273251419,0,0,0,0,0.173152737918033,0,0,-0.0245406233959302,0,0,0,0,0,0,0.0793707144055994,0,0,0,0,0,0,0,0,0,0,0,0,-0.151802226180038,0,0,0,0,0,0,0,0.03838131971462
X1299.HK.EQUITY,0,0,-0.169213000061835,0,-0.113170286851374,0.105956458086442,0,0,0,0.249143899536893,0,0,0,0,0,0,0,0.0244669114083331,0,0,-0.116511125379523,0,0,0.167368578932716,0,0,0.474605295179636,0,0,0,0,0,0,0,0,0,0,0.00882828991281474,0,0.033833897355317,0,0.148983597216203,0,0,-0.0433470912307612,0,0,0,0,0.163794386955977,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623404405509432,0,0,0,0,0,0,-0.153060116512259,0,0,0.0274052619072857,0,0.0161589360482111,0,0,0,0,0.124452798772388,0.448638027143538,0,0,0,0.134110877915262,0,0,0,0,0,0,0,-0.175580091171314,0,0.257723981994292,0,0.232531458857954,0,0,0,0,0.174196378131234,0,0,0
X388.HK.EQUITY,0,0.0474275599629707,0,0,0,0,0,0,0,0,0,0,0,0.133716884892799,0,0,0,0,0,0,0,0,0,0.048619775909998,0,0,0,0,0,0,0,0.369378278531494,0,0.0938126899276181,0,0,0.104819198313801,0,0.23510458540762,0,0,0.0321570940097576,-0.248590032282033,0,0,0.332546494066508,0,0,0,0,0.0200569332424252,0
X601658.CH.Equity,0.0905912841983443,0.0764921117467898,0,0,0,0,0,0.111482282151605,0,0,0,0,0,0.0878131550181199,0,0.291690864497628,0,0,0.0514083264322731,0,0,0,0.0362293532879623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714396866995045,0,0,0,0,-0.11633104497625,0,0,0.000102564679472804,0.19974856396303,0.0386061224312354,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569791237111318,0,0,0,0,0,0,0,0,0,0.0382255602491273,0,0,0,0,0,0.323838572307065,0,0,0,0.0299105267768804,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0604061805116523,0,0.19530644567968,0,0.204829220085408,0.0614321179479238,0,0,0.0216667156310034,0
