,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0973807335235204,0,0,0,0,0,-0.0666804108117056,0,0,0,0,0,0,0,0,0,0,-0.0996710975646145,0,0,0.673197207308662,-0.224458879249734,0,0,0.437862473918132,0,-0.0542690139425799,0,0,0,0,-0.0266656011460481,0,0,0,0,0,0,0,0,0.087526472251716,0,0,0,0,0,0,0.0209276460416105,0.0755403902132072
X601318.CH.EQUITY,0,0,0,0,0.0203313416000685,0,0,0,0,-0.0655627175178502,0,1.38777878078145e-17,0,0,0,0.175340145561946,0,0,0.0103693485750611,0.343387292854661,0,0,0,0,0.00924590574239868,0,0,0,0,0,0.149738267256608,0,0,0,0,0.110921976062154,0.0525978578964065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690577948757436
X601939.CH.EQUITY,0,0.0713365783296422,0,0.782759222677996,0,0,0,0,0,0.0395323806145295,0.0583727091763429,0,0.00703261471726509,-0.0451599966245554,0,0.0712332723847583,0,0,0,0,0,0.00278136764299012,0,0,0,0,0,0,0.042564475915319,0,0,0,0,0,0,0,0.0729121737929153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.926221781220546,0,-0.00862486346928953,0.0842804258895438,0,-0.0715908107775607,0,0.02247692810745,0,0,0,0,0,0,0.0305974792440346,0,0,0,0,0,0,0,0,0,0,0,0.016714855714474,0,0,0,0,0,0,0,0,0,0.0217178370939825,-0.0486663439608346,-0.108109786471798,0,0,0,0,0.0413022780252116,0,0,0,0,-0.105421806741379,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0186649195438934,0.307771302737066,0,0.253912342323594,0,0,0,0,0,0,0.453611573468768,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.066756431568868,0,0,0,0,0,0,0.0108473897286758,0,0,0,0,0,0,0,0,0,0.125322090323924,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.337974433157092,0,0,0,0,0.0683285953673178,0,0,0,0,0,0.0400854488660208,0,0,0.163226066359404,0.0109319889748789,0,0,0,0,0,0,0.186570843403672,0,0,0,0.0449702305892827,0,0,0,0.0391042039341375,0,0,0,0,0,0,0,0,0,0,0.0480539635357011,0,0,0.0423021266541428,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626936485765477,0,0.0132650611789515,0,0,-0.0578241105050174,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731570988240057,0,0,0,0,0,-0.025719873153186,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.000463848933398533,-0.13433724820593,0,0.999774255050369,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.222893181542598,0,0,0,0,0,0,0,0,0,0,0,0,0.23917796206743,0,0,0,0.0661095546858388,0,0,0,0.0343657954382049,0,0,0.174957129360524,0,0,0,0.0357617526204277,0.0258431094102118,0,0,0.0284062273109146,0,0,0,-0.00914298484882308,0,0,0,0.191423115367703,0,-0.089081548156784
X5.HK.EQUITY,0,0,0,0,-0.0439487578354405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00418123553242692,0,0,0,0,0,0.360946329078699,0.20122169883657,0,-0.204544357263055,0,0,0,0,0,0,0,0,0.0357816658575053,0,0,0,0,0.248016494821713,0.0652885414696103,0.00631465301749333,0,0,0,-0.273922093042797,0.207369838900854,0.0762094280799502
X388.HK.EQUITY,-0.0136273525265618,0,0,0,0.216639613347025,0,0,0.130504184008652,0,0,0,0,0,0,0,0,0.0239309818149726,0,0,0,0.234721192617921,0,0.280796432298509,0,0.132727363513557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330718988623579,0,0,-0.0956774390574115,0,0,0,-0.142032123655653,0,0,0,0.188098963013969
X601658.CH.Equity,0,0.0320411523735431,0.329364565767505,0,0,0,0,0,0,0,0,0,0,0,0,0.0182889820040349,0,0.028782680945569,0.159544368312977,0,0,0,0,0,0,0,0,0,0.00464970195995667,0.0941241632522917,0,0,0,0,0.013875475109851,0,0.0332972182373906,0.0348398468199788,-0.0882415153648669,0,0,0,0.0876325836952952,0,0.0586929003068687,0.0392582864772848,0,0.0546028359635666,0,0,0,0
