,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.464765008969214,0.036126624720983,0,0.420728795496801,0,0,0,0,0,0,0,0,0,-0.0419300261449591,-0.0180767194675579,0,0,-0.0553546699217738,0,0.0211835327802119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231867726377864,0,0,0,0,0,0,0,0,0,-0.102719068417526,0,0,-0.202480556205203,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.263742021723175,0.143385741600729,0,0,0,0,0.188081900269701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345218119143086,-0.0370272681267688,0.0468273829341961,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.149426992995232,0,0,0,0,0,0,0,0,0.0996453416413598,0,0,0,0,0,0,0,0,0,0,0.122318956984819,0,0,0,0,0.407566403051391,0,0,0,0,0,0,0,0,0.0995983950939402,0,0,0,0.0110825434921952,0,0,0,8.67361737988404e-19,0.0186344777510438,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.135114804984322,0,0,0,0,0.0441429900721223,0,0,0.0697717877538666,0.0893287659283113,0,0,0,0,0,0,0,0,0,0,0.100221997878091,0,0,0,0,0.130041167084999,0,0,0,0,0,0,0,0.0466413113329474,0,0,0,0.078493929307152,0,0.0670449407756145,0,0,0,0.271589708578019,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0797169380922366,0,0,0,0,0,0,0,0,0.025103046863507,0,0,0,0.242560178366423,0,0,0.134983805448768,0.198385233305162,0,0.0109619966148407,0,0.467102451034214,0,0,0,-0.0622701108407163,0,-0.301109973386188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308968974784789,0,0,-0.153144772908311,-0.0418628484730601,0.11399247548392,-0.0344357365392204
X601988.CH.EQUITY,0,0,0.0115149048330874,0.15939375851888,0,0,0,0,0,0.0831448030259899,0.19756447282593,0,0,0,-0.0811390212100656,0,0,0,0,0,0,0.389712113594641,0,-0.0514992896777815,0,0,0,0.129632987045943,-0.031279998432638,0,0,0,0,0,0,0,0,0,0,0.0887501503390391,0,0,0,0,0,0,0,0.141532689952247,-0.0338467290482928,0.024892679180003,0
X600036.CH.EQUITY,0,0.249793455353644,0,0,0,0,0,0,0,0,0,0.0769847218795073,0,0.0379789778654732,0,0,0.0678238910896581,0,0,0.0291965254221609,0,0,0,0,0,0,0,-0.0801733180822481,0,0,0.0405408148236989,0.204753983034809,0,0.160052089105154,-0.138851156483013,0.0367708703903962,0,0,0,0.185976591918173,0,0,0,0,0,0,0,0,0,0.20224247572984,0
X1299.HK.EQUITY,0,0.0690005537980094,0,0,0,0,0,0,0,0,-0.0280935982192605,0,0,0,0,3.46944695195361e-18,0,0.285532875937606,0,0.219119596471052,0.223879505547401,0,0.0961013996109489,0,0,0,0.128927653037878,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.201263193103628,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0548133892057634,0.00943052574011956,0,0,0,0,0,0.0148197737202793,0,0.0183223199264631,0,0,0,0.178739534173153,0,0,0,0,0,0.0142195538367438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357548769908692,0,0,0,0,0,0,0,0,0,0.165254116122289,0
X601328.CH.EQUITY,0,0.0229728599374005,0.0989540082755552,0,0,0.34646571073496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153410264884212,0,0,0.0443334269473668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416330112066002,0,0.0974765113270439,0.0385827373088108,0,0.139822151575287,0,0,0,0
