,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.123486156718561,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158729388186989,0.0326968903231577,0,0.629636693083065,-0.268748422815497,0.515138894412273,0,0,0.0352743131625116,-0.1368638630924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062059974738777
X601318.CH.EQUITY,0,0,0,0,0,0.208955511038676,0,0,0,-0.0759038539239465,0,0,-4.33680868994202e-19,0.126902575572566,0,0,0,0.0385357920122168,0,0,0.0176959669682996,0,0,0,0,0,0,0,0,0,0.155551750953782,0,0,0,0,0.253735912050704,0,0.104257615341329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207295619180678
X601939.CH.EQUITY,0,0.0477456999236671,0,0.795752650273935,0,0,0,0,0,0.0469472985965225,0.0303014723411359,0,-0.0276146031652397,0.0207886507282939,0,0,0,0.0833898610476759,0,0,0,0,0.00108185506945356,0,0,0,0.0218905112501183,0,0,0,0.0221549173499312,0,0,0,0,0,0,0.07996886730066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.974281021960426,0,-0.0182746330249128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678182008247393,0,0,0,0,0,0,0,0,0.0189366293478004,0,0,0,-0.0411203774110054,0.0122191232491051,-0.0598073233837056,0,0,0,0,0,0,0,0,-0.0964375155236276,-0.0372434655796569
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.274797441037134,0,0.0854603644757801,0,0,0,0,0,0,0,0.429758695655708,0,0,0,0,-2.77555756156289e-17,0,-0.0557780891152337,0,0,0,0,0,0,0,0,0.101626462823559,0,0.00944261817303204,0,0,0,0,0,0,0,0.113064427808562,0,0.205634165498448,0,0,0,0.0376908713083765
X600036.CH.EQUITY,0,0,0,0.329163496492911,0,0,0.00603206604008775,-2.16840434497101e-19,0.036973361552812,0,0,0,0,0,0,0,0.172072675249187,0.0120390619606694,0,0.0250919164866267,0,0,0,0,0,0,0.0363600249880804,0,0.170487156939446,0,0.114704168298575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406049394984754,0,0,0,0.0420036201566513,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626320569983937,-0.0157010992971651,0,0,0,-0.0379122279511187,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0716150002219031,0,0,0.0439437830314597,0,0,0,0,0,0,0,-0.0217095737194008,0,0,0,0,0,0,-0.0108905258684397,0,0,0,0,-0.134254283414109,0,0,0.961974465295055,0,0
X1299.HK.EQUITY,0,0,0,0,0.0876008060547767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277792888339628,0,-0.0648775976005546,0,0,0,0.0823351248904696,0,0.0481390860341213,0,0,0.00785407518478242,0.351471812218391,0,0.130960154052347,0,0,0,0,0,0,0,0,0,0,0,0.0697481317996327,0.00317695338024862,0,0,-0.00398839827531485
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200909682986026,0,0,0,0,0,-0.0570756135975054,0,0.216028802086067,0.486205149736321,0,0,0,0,0,0,0,0,0,-0.0470163951593362,0.0475217689015499,0,0,0,0,0.0344713588945366,0.0592120686248965,0,0,-0.0938350928652279,0.0490710743057136,0,0.104227883022927,0
X388.HK.EQUITY,0,0,0,0,0.253818106670476,0,0,0.0628386301217248,0.113950270060791,0,0,0,0,0,0,0.0364520154898561,0,-0.215413263896415,0,0,0,0.328537300845719,0,0,0.199895020673028,0,0,0,0.0291311666588919,0,0.0438980803305425,0,0,0.0346501291882336,0,0,0,0,0,0,0,0,0.106684468676526,0,0,0,0,0,-0.267543208460318,0,0,0.136092867001634
