,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.535383113079299,0,0.0440807488668896,0.0310863306118936,0.000357278019959723,0.0344257299906806,0,0,0,0,0,0,0.0370154535654963,0,0,0,0.02487209484134,0.0740095202577853,0,0,0,0,0,0.114216627425264,0,0,0,0,0,0,0.0143229722876465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.338981698611767,0,0,0.143849978591522,0,0.190941984902409,0.000610851381789581,0,0,0.0489605837221528,0.0954329334811359,0,0,0,0,0,0,0,0,0,0,0.00145847510506873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616015955401999,0,0,0.0116508101359755,0,0,0,0,0,0,0,0,0,-8.470329472543e-22
X601318.CH.EQUITY,0,0,0,0,0,0,0.0950511390891216,0,0,0.105434180034835,0,0,0,0,0,0,0,0.252974715301235,0,0,0,0,0,0,0,0,0.124017955884989,0,0,0,0,0,0,0,0,0,0,0.0180674302609245,0,0.275141865429445,0,0,0,0.0707703461709251,0,0.0150099741610339,0,0,0,0,0
X601288.CH.EQUITY,0.439729563199199,0,0,0,0,0,0,0,0,0.175820198096246,0,0,0,0,0,0,0,0.12744758021294,0,0,0,0,0,0,0.0570330753566041,0.0417864145254074,0,0.0867250078361049,0,0,0.123798581644324,0,0,0,0,0,0,0,-0.0464768852766125,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.347279076901596,0,0,0,0,0,0,0,0,0,0.0300689655135591,0.532754909718574,-0.324012223764753,0,0,0,0,0,0,0,0.165388105864418,0,0,0,-0.0880648418302161,0,0,0,0,0,0,0,0.139713704558187,0,0,0,0,0,-0.0606294214276446,0,-0.524562328243934,0,0,0,0,-0.27268821521797
X601988.CH.EQUITY,0,0.290073651762361,0,0,0,0,0,0,0.0256160422371683,0,0,0,0,0.0712125738104205,0,0,0,0.0484854890078024,0,0,0,0,-1.73472347597681e-18,0.465687439159658,0,0,0,0,0,0,0,0,0,0,0.101088715404499,-3.46944695195361e-18,0,0,0,0.0287178313111813,0,0.0376456043198062,0,0,0,0,0,0,0,0.0464152501836781,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0364927997917307,0,0,0.0671835429207528,0,-0.056878123414259,0,0.235357116389514,0,0,0,0.023493809731066,0,0,0,0,0,0.413845560618608,0,0.073478984916649,0,0,0,0.138442929277713,0,-0.00291893275846478,0,0,0,0,0,-0.00293961406548782,0,0,0,0,0.047581389913478,0.0460826064792712,0,0,0,-0.0439426800805504,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101785485464218,0,-0.0647345968916391,0,0,0.250184957618335,0,0,0,0.0841252654116291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32958304066793,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0247279621360493,0,0,0,0,0,0.195779901927731,0,0,0,0,0.00480326882568141,0.00168877269847052,0,0,0,0,0,0,0,0,0,0.0425425338108209,0,0,0,0,0,0,0,0.225658366458158,0,0,0,0,0,0.171971882772926,0,0.157828373549776,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137896092096869,0,0,0,0,0,0,0,0,0,0,0,0.12733134656843,0,0,0,0,0.0354890388481925,0.115506777393133,0.016252610247027,0,0,0,0,0.0741125789643007,0,0,0,0,0.105891390199186,0.00129608264378932,0,0,0,-0.0209002134674066,0.0165903903405762,0,0.164343058016156,0.236734780693174,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0254373371913057,0.0690391312131514,0.108622061360959,0,0,0.176748865685343,0.114322623539968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516940421628773,0.160330784866712,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.135239579586065,0,0,0,0,0.0573038710385504,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.291494835048921,0,0,0,0,0.0643727397207204,0,0,0,0,0,0,0,0,0,0.312199901022939,0,0,0,0.198881966248024,0,-0.250452363405318,0.555665877100986,0.124362842989169,0,-6.93889390390723e-18,0,0,0,0.143350562582833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.00788528318326428,0,0,0,-0.108369840862415,0,0,0,0,0,0,0,0,0,0,0.127188638309094,-0.134306673317509,0,0,0,0,0,0,0,0.0675013168813575,-0.0677987719177619,0.11922879403319,0.225736054417281,0.0982626548894162,0,0,0,0.211517717428629,0,0,0,0,0,0,0,0,0.246141598083973,0,0,0,0,0
