,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.104852126687628,0,0,0,0,0,0,-0.0272546667886473,0,0,0,0,0,0,0,0,0,0,-0.178317412027219,0,0.0362871411677346,0.709905455315421,0.543313277708856,-0.259386443552665,0,0,-0.160994868512824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579407779038186
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.10753305770286,0,0.75544173488884,0,0,0,0,0,0.0246950161772596,0.0874561786130912,0,0,0,0.0270381653763256,0,0.0181491634710089,0,0,0,0,0,0,0,0,0,0,0.0579985789167768,0,0.00743562733935789,0,0,0,0,0,0,0.0159184139355251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.954358420233807,0,-0.0449709288670122,0.0534633414382246,-0.0890781878629295,0,0,0.0281624142606309,0,0,0,0,0,0.0210790180535297,0,0,0,0,0,0,0,0,0,0,0,0.0503471577001441,0,0,0,0,0,0,0,0,0,0,0.0295270801783669,0,-0.0830618793923426,0,0,0,0,0.0171984104743522,0,0,0,0,-0.110263146338789,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.082565571661517,0.235758899561906,-0.0229205605234027,0.336832356528906,0,0,0,0,0,0,0.322858212292335,0,0,0,0,0,0,0,0,-0.0999467661305651,0,0,0,0,0,0,0,8.67361737988404e-19,0.234464195740476,0,0,0,0,0,0,0,0,0.147353455388797,0,0,0,0,0,0.0365963638661173
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.161831189316473,0,0,0,0,0,0.0153181425163937,0,0,0,0,0,0,0.264629292053479,0,0,0,0.0551391773989171,0,0,0,0,0,0,0.154398437023934,0,0,0,0.0703991386572767,0,0,0,0.0768423998842907,0,0,0,0,0,0,0,0.201259050556177,0,-0.0663972979535425
X601988.CH.EQUITY,0,0,0,0.0686305577887577,0,0,0,0,-0.0494119966199565,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694153229646634,0,0,0,0,0,0,-0.0208694741841899,0,0,0,0,0,0,0,0,0,0,0.000640331887587161,-0.134262081157605,0,1.00128567667208,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0287158906245708,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413707744684038,0,0,0,0.00490282723412202,0,0.186520074036811,0,0.374592204466131,0,-0.193156582242896,0,0,0,0,0,0,0,0,0,0.0394138931863931,0,0,0,0,0.220235755902116,0.0725972465995723,0,0,0,0,-0.274090878533106,0.197829068738893,0.0705016081236546
X388.HK.EQUITY,-0.0302020958827622,0,0,0,0.228159750139156,0,0.133434917809497,0,0,0,0,0,0,0,0,0.00117265557339252,0,0,0,0,0.150489500476109,0,0.2575890981876,0,0,0.136725448028749,0,0,0,0,0,0,0,0.067522276832367,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.239548193606776,0,0,0,0.155828952167178
